Wavelength nm.;s1.2;s2.2;s3.2;s4.2;s5.2;s6.2;s7.2
799,4;0,0022;-0,0003;0,0023;0,0006;0,0031;-0,0003;0,0021
799,6;0,0018;-0,0001;0,0022;0,0008;0,0027;0;0,0021
799,8;0,0019;-0,0003;0,0023;0,0008;0,0031;0,0004;0,0025
800;0,002;-0,0003;0,0022;0,0006;0,0028;1E-04;0,0025
800,2;0,0019;0,0001;0,0022;0,0004;0,0025;0;0,0023
800,4;0,0015;0;0,0024;0,0005;0,0026;0,0001;0,0023
800,6;0,0021;-0,0001;0,0029;0,0008;0,0033;0;0,0029
800,8;0,0021;0;0,0027;0,0007;0,0032;0,0002;0,0026
801;0,002;-0,0004;0,0026;0,0008;0,0031;0,0002;0,0024
801,2;0,002;-0,0002;0,0026;0,001;0,0031;0,0005;0,0023
801,4;0,0019;-1E-04;0,0026;0,001;0,0029;0,0003;0,0023
801,6;0,002;-0,0001;0,0027;0,0007;0,0029;0,0002;0,0023
801,8;0,002;1E-04;0,0028;0,0006;0,0032;0,0002;0,0025
802;0,0018;-0,0003;0,0024;0,0005;0,003;-0,0002;0,0021
802,2;0,0012;-0,0005;0,0021;0,0004;0,0022;-0,0002;0,0017
802,4;0,0018;-0,0005;0,0025;0,0008;0,0025;-0,0001;0,0025
802,6;0,0022;-0,0006;0,0025;0,0009;0,0033;0,0001;0,0027
802,8;0,0022;-0,0003;0,0024;0,0011;0,0033;0,0005;0,0025
803;0,0019;-0,0003;0,0022;0,0005;0,003;0,0002;0,0023
803,2;0,0019;-0,0002;0,0025;0,0003;0,0027;0,0002;0,0022
803,4;0,0024;0;0,0028;0,0004;0,003;0,0002;0,0025
803,6;0,0022;0;0,0027;0,0007;0,0031;0,0003;0,0025
803,8;0,0022;-0,0001;0,0023;0,0009;0,003;0,0003;0,0025
804;0,0023;-0,0005;0,0023;0,0005;0,0033;-0,0001;0,0025
804,2;0,0023;-0,0005;0,0023;0,0005;0,003;-0,0003;0,0024
804,4;0,0021;-0,0001;0,0023;0,001;0,003;0,0003;0,0023
804,6;0,0019;-0,0005;0,0026;0,0011;0,0031;0,0002;0,0023
804,8;0,0019;-0,0005;0,0027;0,0008;0,0031;-0,0001;0,0022
805;0,0017;-0,0003;0,0025;0,0008;0,0032;0,0005;0,0022
805,2;0,002;-0,0003;0,0026;0,0007;0,0032;0,0005;0,0024
805,4;0,0018;-0,0004;0,0024;0,0006;0,0029;0,0001;0,002
805,6;0,002;-0,0006;0,0022;0,0006;0,0028;0,0003;0,002
805,8;0,0023;-0,0008;0,0026;0,0005;0,0032;0,0002;0,0022
806;0,0023;-0,0009;0,0027;0,0006;0,0031;0;0,0023
806,2;0,002;-0,001;0,0026;0,0004;0,0028;-0,0003;0,0024
806,4;0,0016;-0,0008;0,0022;0,0007;0,0027;-0,0004;0,0024
806,6;0,0015;-0,0001;0,0022;0,0008;0,0032;-0,0003;0,002
806,8;0,0017;-0,0002;0,0025;0,0006;0,003;-0,0002;0,002
807;0,0018;-0,0006;0,0026;0,0008;0,0029;-0,0001;0,0021
807,2;0,0018;-0,0006;0,0027;0,0009;0,0033;1E-04;0,0023
807,4;0,0019;-0,0008;0,0025;0,0007;0,0033;0,0002;0,0026
807,6;0,0016;-0,0008;0,0022;0,0005;0,003;-0,0001;0,0018
807,8;0,0015;-0,0003;0,0021;0,0005;0,0026;0,0003;0,0016
808;0,0018;-0,0004;0,0023;0,0006;0,003;0,0004;0,0022
808,2;0,0021;-0,0006;0,0026;0,0003;0,0033;1E-04;0,0026
808,4;0,0023;-0,0003;0,0025;0,0004;0,0033;-1E-04;0,0025
808,6;0,0018;-0,0002;0,0028;0,0009;0,0029;0,0001;0,0021
808,8;0,0015;-0,0003;0,0029;0,0007;0,0028;0,0001;0,0021
809;0,0017;-0,0004;0,0028;0,0005;0,0034;0,0003;0,0027
809,2;0,0015;-0,0003;0,0022;0,0003;0,0033;0,0002;0,0025
809,4;0,0015;-0,0004;0,0021;0,0002;0,0029;0,0002;0,0023
809,6;0,0016;-0,0005;0,0024;0,0003;0,0027;0,0003;0,0023
809,8;0,0017;-0,0006;0,0023;0,0006;0,0029;0,0003;0,0024
810;0,0021;-0,0004;0,0026;0,0009;0,003;0,0006;0,0027
810,2;0,002;-0,0004;0,0024;0,0007;0,0029;0,0003;0,0025
810,4;0,0018;-0,0007;0,0021;0,0002;0,0031;-1E-04;0,0023
810,6;0,0014;-0,0007;0,0024;0,0002;0,0027;-0,0004;0,0022
810,8;0,0016;-0,0003;0,0026;0,0006;0,0028;-0,0001;0,0022
811;0,0015;-0,0007;0,002;0,0007;0,0027;0;0,0019
811,2;0,0016;-0,0012;0,0021;0,0004;0,0031;-0,0003;0,002
811,4;0,0019;-0,0008;0,0027;0,0007;0,0033;0;0,0027
811,6;0,0021;-0,0006;0,0027;0,0009;0,0031;0;0,0029
811,8;0,0018;-0,0009;0,0024;0,0007;0,0028;1E-04;0,0024
812;0,0012;-0,0012;0,0023;0,0004;0,0026;0;0,0022
812,2;0,0014;-0,0008;0,0025;0,0004;0,0031;0,0003;0,0022
812,4;0,0014;-0,0006;0,0025;0,0003;0,003;0,0004;0,0022
812,6;0,0012;-0,0006;0,0025;0,0003;0,0026;0,0004;0,0021
812,8;0,0013;-0,0008;0,0024;0,0005;0,0027;0,0004;0,0021
813;0,0012;-0,0007;0,0023;0,0004;0,003;0,0003;0,0023
813,2;0,0013;-0,0006;0,0022;0,0005;0,0027;0,0002;0,0019
813,4;0,0013;-0,0005;0,0023;0,0004;0,0027;0;0,0018
813,6;0,0011;-0,0006;0,0023;0,0004;0,0031;0,0001;0,0022
813,8;0,0014;-0,0005;0,0024;0,0005;0,003;0;0,0022
814;0,0018;-0,0005;0,0026;0,0005;0,0028;-1E-04;0,0021
814,2;0,0017;-0,0005;0,0025;0,0004;0,0027;-0,0001;0,0022
814,4;0,0017;-0,0006;0,0024;0,0008;0,0027;0,0001;0,0022
814,6;0,0017;-0,0011;0,0024;0,0007;0,0028;0,0002;0,0023
814,8;0,0014;-0,0011;0,0023;-0,0002;0,0028;-0,0002;0,0022
815;0,0013;-0,0007;0,0022;0;0,0026;-0,0002;0,0023
815,2;0,0014;-0,0006;0,0022;0,0005;0,0027;-0,0001;0,0027
815,4;0,0014;-0,0007;0,0024;0,0005;0,0031;-0,0002;0,0026
815,6;0,0014;-0,0008;0,0024;1E-04;0,003;-0,0001;0,0021
815,8;0,0013;-0,001;0,0026;0,0002;0,0027;-0,0002;0,0022
816;0,0015;-0,0012;0,0029;0,0003;0,0029;-0,0004;0,0025
816,2;0,0012;-0,0012;0,0025;0,0002;0,0026;-0,0005;0,0022
816,4;0,001;-0,0007;0,0022;0,0003;0,0027;0;0,0022
816,6;0,0012;-0,0009;0,0022;0,0003;0,0026;-0,0001;0,0025
816,8;0,0014;-0,0008;0,0018;0,0004;0,0026;0,0001;0,0026
817;0,0016;0;0,0021;0,001;0,0028;0,0006;0,0025
817,2;0,0015;-0,0004;0,0024;0,0009;0,003;0,0005;0,0024
817,4;0,0016;-0,0007;0,0026;0,0007;0,0032;0,0005;0,0024
817,6;0,0015;-0,0009;0,0023;0,0005;0,0028;0,0002;0,0025
817,8;0,0011;-0,0007;0,002;0,0005;0,0025;1E-04;0,0026
818;0,0011;-0,0008;0,0024;0,0002;0,0027;-0,0002;0,0026
818,2;0,0012;-0,0009;0,0021;1E-04;0,0027;-0,0004;0,0024
818,4;0,001;-0,0006;0,002;0,0007;0,0026;0;0,0025
818,6;0,0012;-0,0008;0,0026;0,0006;0,0033;0,0002;0,0027
818,8;0,0015;-0,0006;0,0026;0,0007;0,0032;0,0004;0,0025
819;0,0015;-0,0006;0,0023;0,0009;0,0029;0,0002;0,0026
819,2;0,0015;-0,0008;0,002;0,0005;0,003;-1E-04;0,0026
819,4;0,0013;-0,0009;0,0023;0,0004;0,0031;1E-04;0,0027
819,6;0,0011;-0,0007;0,0024;0,0006;0,0031;0,0003;0,0026
819,8;0,0009;-0,001;0,0023;0,0001;0,0028;-1E-04;0,0026
820;0,001;-0,0012;0,0027;0,0002;0,003;-1E-04;0,0027
820,2;0,0012;-0,0007;0,0025;0,0009;0,0034;0,0005;0,0024
820,4;0,0008;-0,0007;0,0021;0,0009;0,0029;0,0003;0,0019
820,6;0,0009;-0,0003;0,0022;0,0007;0,0026;0,0005;0,0022
820,8;0,0013;-0,0004;0,0024;0,0006;0,0029;0,0003;0,0023
821;0,0012;-0,0009;0,0025;0,0005;0,0031;0;0,0022
821,2;0,0011;-0,0011;0,0024;0,0006;0,0031;0,0002;0,0026
821,4;0,0007;-0,0009;0,0019;0,0006;0,0024;0,0003;0,0022
821,6;0,0007;-0,001;0,0018;0;0,0022;0;0,002
821,8;0,0009;-0,0009;0,0018;0,0001;0,0026;-0,0003;0,0024
822;0,0006;-0,0005;0,0017;0,0004;0,0026;-1E-04;0,002
822,2;0,0003;-0,0005;0,0018;0,0004;0,0022;0,0003;0,0017
822,4;0,0008;-0,0013;0,0023;0;0,0027;-1E-04;0,0019
822,6;0,0011;-0,0014;0,0024;0;0,0031;-1E-04;0,0023
822,8;0,0009;-0,0012;0,0024;0,0005;0,0028;0,0002;0,0024
823;0,0009;-0,0012;0,0024;0,0004;0,003;0;0,0023
823,2;0,0011;-0,0011;0,0027;0,0003;0,0033;-1E-04;0,0026
823,4;0,001;-0,001;0,0024;0,0005;0,0031;-0,0001;0,0023
823,6;0,0009;-0,0011;0,0022;0,0005;0,003;-1E-04;0,002
823,8;0,0007;-0,0012;0,0024;0,0004;0,0029;-0,0001;0,0021
824;0,0008;-0,0012;0,0023;0,0006;0,0031;-0,0002;0,0023
824,2;0,0005;-0,0011;0,002;0,0011;0,0028;0,0001;0,0022
824,4;0,0003;-0,0008;0,0017;0,0008;0,0028;0,0004;0,0019
824,6;0,0005;-0,0013;0,0017;1E-04;0,0029;0;0,0019
824,8;0,0008;-0,0017;0,0021;-1E-04;0,0031;-0,0002;0,0025
825;0,0007;-0,0013;0,0019;0,0002;0,0032;-0,0003;0,0025
825,2;0,0003;-0,0014;0,0019;0,0003;0,0031;-0,0005;0,0022
825,4;0,0003;-0,0011;0,0019;0,0006;0,0029;-0,0002;0,0026
825,6;0,0006;-0,0012;0,0021;0,0004;0,0028;0,0001;0,0027
825,8;0,0007;-0,0011;0,0024;0,0007;0,0029;0,0003;0,0024
826;0,0007;-0,0013;0,0021;0,001;0,0029;0,0002;0,0028
826,2;0,0005;-0,0016;0,0018;0,0005;0,003;0;0,0028
826,4;0,0002;-0,0015;0,0019;0,0002;0,0028;0;0,0023
826,6;1E-04;-0,0014;0,002;0,0005;0,0026;1E-04;0,002
826,8;0;-0,0012;0,0019;0,0006;0,0026;0,0003;0,002
827;0,0001;-0,0012;0,0022;0,0005;0,0029;0,0005;0,0025
827,2;0,0002;-0,0014;0,0018;1E-04;0,0028;0,0003;0,0025
827,4;0,0002;-0,002;0,002;-0,0002;0,0029;0;0,0025
827,6;-1E-04;-0,0019;0,0023;0,0002;0,0031;0;0,0027
827,8;-0,0002;-0,0017;0,0018;0;0,0028;0,0002;0,0024
828;0;-0,0021;0,0017;-0,0005;0,0032;-0,0001;0,0024
828,2;-1E-04;-0,0021;0,0019;-1E-04;0,0031;-0,0004;0,0026
828,4;-0,0002;-0,0019;0,0022;0;0,0029;-0,0003;0,0029
828,6;-0,0005;-0,0016;0,0019;0,0003;0,0027;0;0,0025
828,8;-0,0008;-0,0017;0,0015;0,0003;0,0026;0;0,0018
829;-0,0004;-0,0018;0,0016;-0,0001;0,003;0,0002;0,0021
829,2;-0,0003;-0,002;0,0015;-0,0002;0,0028;1E-04;0,002
829,4;-0,0008;-0,0022;0,0015;0;0,0026;-0,0004;0,002
829,6;-0,0002;-0,002;0,002;0,0003;0,0028;-0,0003;0,0029
829,8;-0,0003;-0,0022;0,0019;0,0004;0,0028;-0,0001;0,0024
830;-0,0006;-0,0022;0,0017;-0,0001;0,0027;-0,0002;0,0022
830,2;-0,0007;-0,0022;0,0015;-0,0003;0,0028;-1E-04;0,0022
830,4;-0,0012;-0,0023;0,001;0,0001;0,0028;0,0003;0,0019
830,6;-0,0011;-0,002;0,0011;0,0002;0,0024;0,0005;0,0022
830,8;-0,0007;-0,0018;0,0016;0,0004;0,0028;0,0003;0,0023
831;-0,0007;-0,0022;0,0021;0,0004;0,003;0,0001;0,0024
831,2;-0,001;-0,0025;0,0019;0,0003;0,0031;-0,0002;0,0025
831,4;-0,0008;-0,0024;0,0016;0;0,003;-0,0003;0,0024
831,6;-0,0006;-0,0022;0,0017;0;0,0027;0;0,0023
831,8;-0,0011;-0,0022;0,0018;1E-04;0,0027;-0,0003;0,0019
832;-0,0016;-0,0024;0,0014;-0,0002;0,0025;-0,0005;0,0015
832,2;-0,0015;-0,0026;0,0015;0,0001;0,0026;-1E-04;0,002
832,4;-0,0011;-0,0026;0,0019;0,0003;0,0028;0,0001;0,0024
832,6;-0,0009;-0,0023;0,0018;0;0,0027;0,0001;0,0026
832,8;-0,0011;-0,0019;0,0013;0,0002;0,0023;0,0005;0,0022
833;-0,0013;-0,0024;0,0011;0,0003;0,0025;0,0002;0,0021
833,2;-0,0015;-0,0026;0,0013;0,0006;0,0025;-0,0002;0,0024
833,4;-0,0014;-0,0022;0,0015;0,0006;0,0023;0,0001;0,0021
833,6;-0,0013;-0,002;0,0015;0,0005;0,0022;0,0004;0,0021
833,8;-0,0014;-0,0022;0,0014;0,0003;0,0022;0,0003;0,0022
834;-0,0013;-0,002;0,0018;0,0003;0,0026;0,0004;0,0024
834,2;-0,0014;-0,0021;0,0017;1E-04;0,0026;0,0002;0,0025
834,4;-0,0015;-0,0019;0,001;0;0,0024;-1E-04;0,0021
834,6;-0,0016;-0,0017;0,0012;0,0005;0,0022;-0,0002;0,0018
834,8;-0,0012;-0,0022;0,0011;0,0004;0,0022;0;0,0018
835;-0,0011;-0,0021;0,0012;0,0005;0,0023;0,0002;0,002
835,2;-0,0009;-0,002;0,0017;0,0006;0,0025;0;0,0023
835,4;-0,0009;-0,0019;0,0017;0,0003;0,0027;-0,0003;0,0023
835,6;-0,001;-0,0017;0,002;0,0007;0,0027;0;0,0023
835,8;-0,0007;-0,0017;0,0023;0,0006;0,0028;-1E-04;0,0023
836;-0,0009;-0,0017;0,002;0,0005;0,0025;0,0004;0,0023
836,2;-0,0009;-0,0018;0,0017;0,0002;0,0023;0,0008;0,0023
836,4;-0,0013;-0,002;0,0014;0,0001;0,002;0,0001;0,0018
836,6;-0,0011;-0,0023;0,0019;0,0003;0,0026;-0,0004;0,0019
836,8;-0,0012;-0,0012;0,0019;0,001;0,0025;0,0004;0,0022
837;-0,0015;-0,0009;0,0015;0,0006;0,0022;0,0006;0,0018
837,2;-0,0008;-0,0013;0,0014;-1E-04;0,0027;0,0006;0,0019
837,4;-0,0008;-0,0015;0,0014;0,0001;0,0023;0,0006;0,0019
837,6;-0,0005;-0,0017;0,002;0,0004;0,0027;0,0003;0,0021
837,8;-0,0005;-0,0016;0,002;0,0006;0,0031;0,0002;0,0026
838;-0,0006;-0,0019;0,0019;0;0,0027;-1E-04;0,0024
838,2;-0,0006;-0,0014;0,0015;0,0005;0,0024;-0,0001;0,0021
838,4;-0,0005;-0,001;0,0019;0,0007;0,0027;0,0003;0,0021
838,6;-0,0002;-0,0009;0,0019;0,0008;0,0029;0,0009;0,0023
838,8;-0,0002;-0,0013;0,0018;0,0006;0,0027;0,0009;0,0021
839;-0,0002;-0,0011;0,002;0,0005;0,0026;0,0003;0,0019
839,2;0,0001;-0,0008;0,002;0,0004;0,0023;0,0003;0,002
839,4;0,0004;-0,0018;0,0023;0,0001;0,0024;-1E-04;0,0021
839,6;0,0001;-0,0019;0,0023;0,0001;0,0026;-0,0002;0,0026
839,8;0,0003;-0,0012;0,0022;0,0006;0,0026;0,0007;0,0025
840;0,0001;-0,0014;0,0019;0,0006;0,0022;0,0007;0,0024
840,2;-0,0005;-0,0018;0,002;0;0,0022;-0,0001;0,0022
840,4;-0,0006;-0,0016;0,0021;0,0003;0,0025;-0,0002;0,0019
840,6;-0,0008;-0,0015;0,0019;0,0004;0,0025;0;0,002
840,8;-0,0004;-0,0016;0,0018;0,0004;0,0028;0,0002;0,0017
841;-0,0005;-0,0012;0,0014;0,0004;0,0022;0,0004;0,0014
841,2;0;-0,001;0,0017;0,0004;0,0025;0,0002;0,002
841,4;0,0002;-0,0009;0,0023;0,0005;0,0028;0,0002;0,0024
841,6;-0,0003;-0,0007;0,0022;0,0004;0,0023;0,0005;0,0021
841,8;0,0002;-0,0007;0,0018;0,0006;0,0027;0,0002;0,002
842;0,0001;-0,0014;0,0018;0,0004;0,0027;0,0002;0,0022
842,2;-0,0002;-0,0014;0,0021;0,0005;0,0024;0,0004;0,0025
842,4;0;-0,0007;0,002;0,0007;0,0025;0,0006;0,0022
842,6;0,0004;-0,0005;0,0019;0,0006;0,0028;0,0004;0,0017
842,8;0,0001;-0,0002;0,0014;0,0006;0,0024;0,0003;0,0016
843;0,0003;-0,001;0,0015;0,0003;0,0021;0,0002;0,0017
843,2;0,0003;-0,0013;0,0015;0,0004;0,0018;0;0,0017
843,4;0,0004;-0,0014;0,0019;-1E-04;0,0025;-0,0002;0,0019
843,6;0,0006;-0,0012;0,0018;0,0005;0,0029;-0,0005;0,0018
843,8;0,0005;-0,0017;0,0017;0,0003;0,0026;-0,0009;0,0016
844;0,0006;-0,0016;0,0018;0,0002;0,0027;-0,0004;0,002
844,2;1E-04;-0,0008;0,0018;0,0005;0,0027;-0,0002;0,002
844,4;0;-0,0015;0,0018;-0,0001;0,0027;-0,0003;0,0017
844,6;0;-0,0015;0,0017;0,0003;0,0026;-0,0005;0,0017
844,8;0,0003;-0,001;0,0018;0,0006;0,0023;0,0001;0,0015
845;0;-0,0008;0,0012;0,0006;0,0019;0,0006;0,001
845,2;-1E-04;-0,0011;0,0014;0,0005;0,002;0,0005;0,0012
845,4;0,0004;-0,0013;0,0017;0,0006;0,0024;0,0003;0,0017
845,6;0,0003;-0,0015;0,0018;0,0006;0,0024;0,0002;0,0018
845,8;0,0005;-0,0014;0,0023;0,0007;0,0023;0,0007;0,002
846;1E-04;-0,001;0,0022;0,0009;0,0019;0,0006;0,0016
846,2;-0,0005;-0,0006;0,0019;0,0007;0,0017;0,0005;0,0014
846,4;-0,0007;-0,0006;0,0015;0,0006;0,0016;0,0002;0,0019
846,6;-0,0003;-0,0011;0,0019;0,0006;0,0022;0,0001;0,0019
846,8;0,0002;-0,0008;0,0019;0,0007;0,0027;0;0,0016
847;0,0004;-0,0003;0,0019;0,0008;0,003;0,0003;0,0017
847,2;0,0001;0;0,0018;0,001;0,0028;0,0007;0,0015
847,4;-0,0005;-0,0005;0,0014;0,0009;0,0023;0,0005;0,0015
847,6;-1E-04;-0,0011;0,0012;0,0007;0,0025;1E-04;0,0016
847,8;-0,0002;-0,001;0,001;0,0007;0,0019;0;0,0014
848;-0,0004;-0,0011;0,0015;0,0007;0,002;0,0001;0,0015
848,2;0,0004;-0,0007;0,0017;0,0007;0,0027;1E-04;0,0021
848,4;0,0009;-0,0008;0,0024;0,0005;0,0032;0,0005;0,0024
848,6;0,0006;-0,0011;0,002;0,0004;0,003;0,0004;0,0025
848,8;0,0003;-0,0009;0,0019;0,0005;0,0025;0,0005;0,0022
849;0,0005;-0,001;0,0023;0,0005;0,0027;-0,0001;0,0018
849,2;0,0002;-0,0009;0,0018;0,0004;0,0022;-0,0006;0,0016
849,4;0,0007;-0,0008;0,0019;0,0004;0,0023;0,0002;0,0018
849,6;0,0012;-0,0008;0,0021;0,0007;0,0025;0,0004;0,0025
849,8;0,0009;-0,0008;0,0024;0,0011;0,0026;0,0008;0,0026
850;-0,0003;-0,0004;0,0017;0,0009;0,0019;0,0005;0,0015
850,2;-0,0005;-0,0004;0,0019;0,0011;0,0017;0,0002;0,0013
850,4;0,0005;-0,0006;0,0022;0,0013;0,0026;-0,0001;0,0018
850,6;0,001;-0,0003;0,0017;0,0009;0,0029;0,0001;0,002
850,8;0,0006;-0,0006;0,0021;0,0007;0,003;0,0002;0,0023
851;1E-04;-0,001;0,0018;0,001;0,0028;-0,0003;0,0022
851,2;0,0001;-0,001;0,0019;0,0009;0,0026;-0,0002;0,0014
851,4;0,0004;-0,0007;0,0018;0,0009;0,0023;-0,0001;0,0017
851,6;0,0008;-0,0007;0,0019;0,0006;0,0025;1E-04;0,0025
851,8;0,0006;-0,0006;0,0015;0,0003;0,0022;-0,0002;0,0016
852;0,0001;-0,0009;0,0014;0,0004;0,0017;-0,0003;0,0013
852,2;0,0005;-0,0009;0,0025;0,0009;0,0027;0,0003;0,0021
852,4;0,0006;-0,0005;0,0021;0,0012;0,0027;0,0004;0,0018
852,6;0,0006;-0,0003;0,0024;0,0014;0,003;0,001;0,0015
852,8;0,0005;-1E-04;0,0021;0,0013;0,0025;0,0007;0,0016
853;0,0006;-1E-04;0,0023;0,0008;0,0026;0,0007;0,0018
853,2;0,0011;-1E-04;0,0027;0,0009;0,0032;0,0005;0,0023
853,4;0;-0,0007;0,0019;0,0004;0,0018;1E-04;0,0019
853,6;-0,0001;-0,0006;0,0021;0,0002;0,0023;0,0002;0,0017
853,8;0,0006;-0,001;0,0018;0,0003;0,0026;-0,0005;0,0019
854;0,001;-0,001;0,0023;0,0009;0,0028;0;0,0023
854,2;0,001;-0,0011;0,0019;0,001;0,0025;-0,0001;0,0025
854,4;0,0004;-0,001;0,0018;0,0006;0,0026;0,0004;0,0026
854,6;0,0003;-0,0007;0,0015;0,0005;0,0026;0,0002;0,0019
854,8;0,0001;-0,001;0,0012;0,001;0,0024;-0,0002;0,0013
855;0,0006;-0,0008;0,002;0,0011;0,0028;0,0006;0,0016
855,2;0,0005;-0,0009;0,0014;0,0006;0,002;0,0005;0,0011
855,4;0,0002;-0,0007;0,0021;0,0008;0,0026;0,0002;0,0013
855,6;0,0003;-0,0006;0,0022;0,0007;0,0023;-0,0004;0,0015
855,8;0,0007;-0,0008;0,0025;0,0007;0,0025;0;0,0014
856;0,001;-0,0005;0,0023;0,0013;0,0028;-0,0001;0,0023
856,2;0,0006;-0,0001;0,0018;0,0014;0,0029;0,0004;0,0018
856,4;0,0004;0,0001;0,0022;0,0011;0,003;0,001;0,0019
856,6;0,0008;-0,0003;0,0022;0,0006;0,0027;0,0006;0,002
856,8;0,0013;-0,0007;0,0028;0,0003;0,0027;0,0002;0,0015
857;0,0013;-0,0005;0,0019;0,0005;0,0018;-0,0001;0,0015
857,2;0,0011;-0,0003;0,0015;0,001;0,0021;0,0006;0,0014
857,4;0,0006;-0,0005;0,0015;0,001;0,0022;0,0004;0,0018
857,6;-0,0002;-0,0004;0,0011;0,0011;0,0019;0,0004;0,0008
857,8;0,0006;-0,0001;0,0021;0,0015;0,0027;0,0006;0,0015
858;0,0012;-0,0006;0,0024;0,0009;0,0029;-1E-04;0,0019
858,2;0,0006;-0,0006;0,0021;0,0005;0,003;1E-04;0,0017
858,4;0,0005;-0,0003;0,0015;0,001;0,0019;0,0004;0,0019
858,6;0,0005;-0,0011;0,0016;0,0009;0,0017;0,0002;0,0011
858,8;0,0008;-0,0004;0,0021;0,0012;0,0026;0,0005;0,0015
859;0,0008;0;0,0024;0,0012;0,0029;0,0007;0,0017
859,2;0,0004;0,0003;0,0024;0,0012;0,0026;0,0007;0,002
859,4;0,0008;-0,0004;0,0022;0,0009;0,0025;-0,0002;0,0022
859,6;0,0011;-0,0011;0,0023;0,0005;0,0028;-0,0008;0,0021
859,8;0,0015;-0,0005;0,0019;0,0009;0,0026;-0,0003;0,0026
860;0,0015;-0,0018;0,0019;0,0001;0,0032;-0,0002;0,002
860,2;0,0016;-0,001;0,0026;0,0003;0,0035;-0,0002;0,0021
860,4;0,001;-0,0004;0,0023;0,0002;0,0026;0;0,0012
860,6;0,0006;-0,0006;0,0016;0,0002;0,0024;0,0001;0,0015
860,8;0,001;-0,0002;0,0014;0,0011;0,0021;0,0004;0,0022
861;0,0003;0,0002;0,0006;0,0008;0,0014;0,0004;0,0009
861,2;0,0011;0,0001;0,0017;0,0005;0,0024;0;0,0019
861,4;0,0014;-0,0008;0,0028;0,0006;0,0034;0;0,0023
861,6;0,0012;-0,0008;0,0026;0,0017;0,0032;0,0005;0,0028
861,8;0,001;-0,0012;0,0026;0,0015;0,003;0,001;0,0023
862;0;-0,001;0,002;0,0001;0,0033;0,0006;0,0015
862,2;0,0002;-0,0006;0,0015;0,0004;0,0022;0,0001;0,0011
862,4;1E-04;-0,0003;0,0012;0,0013;0,0016;0,0003;0,0006
862,6;0,001;-0,0005;0,0017;0,0016;0,0024;-0,0007;0,0013
862,8;0,0015;-0,0014;0,0023;0,0005;0,003;-0,0004;0,0012
863;0,0011;-0,0002;0,0024;0,0008;0,0034;0,0008;0,0021
863,2;0,0009;-0,0001;0,0024;0,0011;0,0031;0,0007;0,0016
863,4;0,0003;0,0005;0,0021;0,0014;0,0025;0,0012;0,0013
863,6;0,0008;0,0002;0,0017;0,0013;0,002;0,0008;0,0018
863,8;0,0013;-0,0003;0,0016;0,0012;0,0026;0,0003;0,002
864;0,0007;-1E-04;0,001;0,0015;0,0021;-0,0002;0,0019
864,2;-0,0002;-0,0007;0,0005;0,0011;0,0012;-0,0008;0,0007
864,4;0,001;-0,0005;0,0011;0,0015;0,002;-0,0004;0,0015
864,6;0,0012;-0,0012;0,0017;0,0011;0,002;0,0001;0,0011
864,8;0,0006;-0,0004;0,0019;0,0012;0,0021;0,0001;0,0014
865;0,0005;0,0001;0,0018;0,0013;0,0022;0,0007;0,0015
865,2;0,0002;0;0,0022;0,001;0,0023;0,0007;0,0015
865,4;0,0008;0,0006;0,0023;0,0017;0,0025;-0,0001;0,0019
865,6;-0,0001;0,0005;0,0013;0,0013;0,0021;0,0007;0,0012
865,8;-0,0001;0,0011;0,0016;0,0016;0,0021;0,001;0,0015
866;0,0004;0;0,0023;0,0015;0,0026;0,0003;0,001
866,2;0,0006;-1E-04;0,0026;0,0015;0,0028;0,0005;0,0014
866,4;0,001;-0,0003;0,0027;0,0007;0,0025;0,0005;0,0013
866,6;0,0008;-0,0005;0,003;0,0009;0,0025;0,0003;0,0013
866,8;0,0012;-0,001;0,0029;0,0011;0,0022;-0,0003;0,0016
867;0,0006;-0,0006;0,0023;0,0008;0,0019;0,0008;0,0015
867,2;0,001;-0,0002;0,0023;0,0012;0,0025;0,0002;0,0017
867,4;0,0007;-0,0013;0,002;1E-04;0,0022;-0,001;0,0009
867,6;-0,0002;0,0001;0,0015;0,0013;0,0017;0,0005;0,0013
867,8;0,0009;-0,0001;0,0021;0,0018;0,002;0,0006;0,0017
868;0,0009;-0,0006;0,002;0,001;0,0021;0,0001;0,0027
868,2;0,0007;-0,0005;0,0016;0,0008;0,0024;0,0007;0,0028
868,4;0,0007;0,0001;0,002;0,0002;0,0024;0,0009;0,002
868,6;0,0005;-0,0006;0,0023;0,0003;0,0028;-0,0001;0,0023
868,8;0,0006;-0,0018;0,0022;-0,0001;0,003;-0,0006;0,0016
869;0,0005;-0,0008;0,0026;0,0007;0,0032;-0,0006;0,0021
869,2;0,0006;-0,0009;0,0025;0,0012;0,0031;1E-04;0,0023
869,4;0,0006;0,0009;0,0018;0,0012;0,0027;0,0012;0,0019
869,6;0,001;0,0006;0,0017;0,0012;0,0029;0,0009;0,0013
869,8;0,0007;-0,0005;0,0012;0,0013;0,0019;0,0002;0,0012
870;0,0009;0;0,002;0,0025;0,0016;0,0004;0,0013
870,2;0,0013;0,0004;0,0026;0,0017;0,0021;0,0009;0,0007
870,4;0,0007;0,0002;0,0025;0,0004;0,0021;0,001;0,0018
870,6;0,001;-0,0009;0,0023;0,0003;0,0017;0,0005;0,0021
