wavelength;s2.3-s1.3;s4.3-s3.3
348,6;0,014;0,0112
348,5;1,38E-02;0,0108
348,4;0,0135;0,0108
348,3;1,38E-02;0,0113
348,2;0,0146;0,0122
348,1;1,52E-02;0,0127
348;0,0158;0,0132
347,9;1,65E-02;0,0132
347,8;0,0158;0,0125
347,7;1,58E-02;0,0128
347,6;0,0157;0,0128
347,5;1,53E-02;0,0126
347,4;0,016;0,0135
347,3;1,61E-02;0,0139
347,2;0,0168;0,0141
347,1;1,66E-02;0,0139
347;0,0166;0,014
346,9;1,63E-02;0,0131
346,8;0,0155;0,0127
346,7;1,54E-02;0,0124
346,6;0,0159;0,0122
346,5;1,63E-02;0,0123
346,4;0,016;0,0126
346,3;1,65E-02;0,0137
346,2;0,0161;0,0141
346,1;1,54E-02;0,0139
346;0,0154;0,0134
345,9;1,59E-02;0,0135
345,8;0,0161;0,0129
345,7;1,71E-02;0,0134
345,6;0,0172;0,0137
345,5;1,63E-02;0,0128
345,4;0,0159;0,0132
345,3;1,48E-02;0,0126
345,2;0,0153;0,0131
345,1;1,59E-02;0,0139
345;0,0164;0,0142
344,9;1,74E-02;0,0146
344,8;0,0178;0,0144
344,7;1,75E-02;0,0141
344,6;0,0171;0,014
344,5;1,68E-02;0,0134
344,4;0,0167;0,0136
344,3;1,67E-02;0,0133
344,2;0,017;0,0137
344,1;1,67E-02;0,014
344;0,0162;0,014
343,9;1,67E-02;0,0141
343,8;0,0158;0,0128
343,7;1,70E-02;0,0134
343,6;0,0164;0,0133
343,5;1,60E-02;0,0135
343,4;0,0157;0,0138
343,3;1,49E-02;0,0133
343,2;0,0151;0,0128
343,1;1,65E-02;0,0133
343;0,0174;0,0142
342,9;1,73E-02;0,0135
342,8;0,0174;0,0131
342,7;1,62E-02;0,0119
342,6;0,0155;0,0115
342,5;1,55E-02;0,0123
342,4;0,0155;0,0134
342,3;1,62E-02;0,0142
342,2;0,0168;0,014
342,1;1,67E-02;0,0136
342;0,0169;0,0135
341,9;1,69E-02;0,0135
341,8;0,0162;0,0137
341,7;1,66E-02;0,0136
341,6;0,0162;0,0135
341,5;1,63E-02;0,0133
341,4;0,017;0,014
341,3;1,66E-02;0,0142
341,2;0,0171;0,0139
341,1;1,75E-02;0,0141
341;0,018;0,0139
340,9;1,80E-02;0,0141
340,8;0,0184;0,0143
340,7;1,76E-02;0,0141
340,6;0,0168;0,0136
340,5;1,76E-02;0,0138
340,4;0,0177;0,0141
340,3;1,75E-02;0,0142
340,2;0,0175;0,0142
340,1;1,59E-02;0,0134
340;0,0159;0,0137
339,9;1,57E-02;0,013
339,8;0,0165;0,0136
339,7;1,75E-02;0,0138
339,6;0,0173;0,0136
339,5;1,81E-02;0,0137
339,4;0,0178;0,0139
339,3;1,76E-02;0,0134
339,2;0,0184;0,0135
339,1;1,89E-02;0,0138
339;0,0187;0,0137
338,9;1,84E-02;0,0143
338,8;0,0172;0,0138
338,7;1,65E-02;0,0138
338,6;0,0164;0,0134
338,5;1,68E-02;0,013
338,4;0,0176;0,0135
338,3;1,78E-02;0,0141
338,2;0,0183;0,0139
338,1;1,91E-02;0,0146
338;0,0189;0,0145
337,9;1,91E-02;0,0144
337,8;0,0196;0,0155
337,7;1,81E-02;0,0151
337,6;0,0182;0,015
337,5;1,84E-02;0,0146
337,4;0,0184;0,0139
337,3;1,87E-02;0,0136
337,2;0,0187;0,0136
337,1;1,77E-02;0,0131
337;0,0172;0,0134
336,9;1,74E-02;0,0125
336,8;0,0177;0,0127
336,7;1,75E-02;0,0134
336,6;0,0174;0,0132
336,5;1,76E-02;0,0138
336,4;0,0171;0,0139
336,3;1,73E-02;0,0133
336,2;0,017;0,0134
336,1;1,68E-02;0,0136
336;0,0172;0,0138
335,9;1,79E-02;0,014
335,8;0,0185;0,0135
335,7;1,90E-02;0,0132
335,6;0,019;0,0128
335,5;1,88E-02;0,0127
335,4;0,019;0,0137
335,3;1,84E-02;0,0136
335,2;0,0179;0,0135
335,1;1,81E-02;0,0136
335;0,0177;0,0128
334,9;1,85E-02;0,0134
334,8;0,0183;0,0134
334,7;1,76E-02;0,013
334,6;0,017;0,0132
334,5;1,65E-02;0,0131
334,4;0,0163;0,0131
334,3;1,68E-02;0,0132
334,2;0,0179;0,0141
334,1;1,85E-02;0,0141
334;0,0193;0,0144
333,9;1,88E-02;0,0145
333,8;0,0182;0,0137
333,7;1,74E-02;0,0137
333,6;0,0168;0,0132
333,5;1,76E-02;0,0133
333,4;0,0178;0,0129
333,3;1,79E-02;0,0128
333,2;0,0177;0,0126
333,1;1,73E-02;0,0126
333;0,0165;0,0128
332,9;1,70E-02;0,013
332,8;0,0177;0,0138
332,7;1,84E-02;0,0144
332,6;0,0185;0,0139
332,5;1,83E-02;0,0133
332,4;0,0181;0,0131
332,3;1,79E-02;0,013
332,2;0,0184;0,0132
332,1;1,79E-02;0,0133
332;0,0177;0,0128
331,9;1,77E-02;0,0131
331,8;0,0177;0,0136
331,7;1,81E-02;0,014
331,6;0,0185;0,0142
331,5;1,83E-02;0,0136
331,4;0,0182;0,0132
331,3;1,79E-02;0,013
331,2;0,0173;0,0131
331,1;1,72E-02;0,0135
331;0,0171;0,0136
330,9;1,75E-02;0,0133
330,8;0,0177;0,0136
330,7;1,77E-02;0,0127
330,6;0,0175;0,0125
330,5;1,74E-02;0,0127
330,4;0,0174;0,0122
330,3;1,77E-02;0,0131
330,2;0,0181;0,0131
330,1;1,82E-02;0,0134
330;0,0185;0,0139
329,9;1,84E-02;0,0139
329,8;0,0177;0,0133
329,7;1,78E-02;0,0132
329,6;0,0174;0,0128
329,5;1,66E-02;0,0122
329,4;0,0161;0,0124
329,3;1,60E-02;0,0128
329,2;0,0157;0,0126
329,1;1,64E-02;0,013
329;0,0172;0,0136
328,9;1,75E-02;0,0132
328,8;0,018;0,0132
328,7;1,79E-02;0,0139
328,6;0,0182;0,0143
328,5;1,88E-02;0,0148
328,4;0,0181;0,0147
328,3;1,75E-02;0,0141
328,2;0,0173;0,014
328,1;1,57E-02;0,0133
328;0,0162;0,0133
327,9;1,71E-02;0,0129
327,8;0,0176;0,0131
327,7;1,88E-02;0,0135
327,6;0,0187;0,0136
327,5;1,88E-02;0,014
327,4;0,0179;0,0132
327,3;1,75E-02;0,0127
327,2;0,0169;0,0125
327,1;1,65E-02;0,0123
327;0,0169;0,0126
326,9;1,72E-02;0,0126
326,8;0,0181;0,0128
326,7;1,82E-02;0,0128
326,6;0,0183;0,0131
326,5;1,80E-02;0,0129
326,4;0,0175;0,012
326,3;1,74E-02;0,0122
326,2;0,0168;0,0117
326,1;1,70E-02;0,0127
326;0,0173;0,0128
325,9;1,74E-02;0,0124
325,8;0,0182;0,0126
325,7;1,71E-02;0,0116
325,6;0,0161;0,012
325,5;1,62E-02;0,0127
325,4;0,0158;0,0133
325,3;1,73E-02;0,0143
325,2;0,0179;0,0137
325,1;1,76E-02;0,0128
325;0,0176;0,0123
324,9;1,66E-02;0,0113
324,8;0,017;0,0118
324,7;1,75E-02;0,0123
324,6;0,0175;0,0125
324,5;1,75E-02;0,0129
324,4;0,0173;0,0133
324,3;1,65E-02;0,0129
324,2;0,0161;0,0127
324,1;1,63E-02;0,0124
324;0,0162;0,0117
323,9;1,67E-02;0,0118
323,8;0,0175;0,0119
323,7;1,74E-02;0,0124
323,6;0,0171;0,0129
323,5;1,71E-02;0,013
323,4;0,0166;0,0132
323,3;1,76E-02;0,0132
323,2;0,0183;0,0134
323,1;1,78E-02;0,0136
323;0,0181;0,0142
322,9;1,76E-02;0,0134
322,8;0,0172;0,0133
322,7;1,80E-02;0,0133
322,6;0,018;0,0126
322,5;1,81E-02;0,0134
322,4;0,0188;0,0131
322,3;1,87E-02;0,0129
322,2;0,0186;0,0125
322,1;1,79E-02;0,0119
322;0,0167;0,0117
321,9;1,65E-02;0,012
321,8;0,0163;0,0127
321,7;1,66E-02;0,0133
321,6;0,0178;0,0138
321,5;1,81E-02;0,0134
321,4;0,018;0,0131
321,3;1,77E-02;0,0126
321,2;0,0167;0,0124
321,1;1,57E-02;0,0122
321;0,0159;0,012
320,9;1,57E-02;0,0126
320,8;0,0161;0,0127
320,7;1,67E-02;0,0129
320,6;0,017;0,0132
320,5;1,76E-02;0,0125
320,4;0,0182;0,0127
320,3;1,84E-02;0,0125
320,2;0,0184;0,012
320,1;1,72E-02;0,0119
320;0,0168;0,011
319,9;1,65E-02;0,0109
319,8;0,0157;0,0107
319,7;1,67E-02;0,0112
319,6;0,0166;0,0113
319,5;1,68E-02;0,0116
319,4;0,017;0,012
319,3;1,67E-02;0,0115
319,2;0,0167;0,0114
319,1;1,58E-02;0,0112
319;0,0164;0,0122
318,9;1,63E-02;0,0123
318,8;0,0164;0,0123
318,7;1,69E-02;0,0123
318,6;0,0162;0,0114
318,5;1,60E-02;0,0113
318,4;0,016;0,0116
318,3;1,61E-02;0,0112
318,2;0,0162;0,0112
318,1;1,66E-02;0,0113
318;0,0158;0,0107
317,9;1,54E-02;0,011
317,8;0,0151;0,0109
317,7;1,54E-02;0,0116
317,6;0,0155;0,012
317,5;1,50E-02;0,0112
317,4;0,0154;0,011
317,3;1,54E-02;0,0103
317,2;0,0161;0,0103
317,1;1,68E-02;0,0111
317;0,017;0,0115
316,9;1,75E-02;0,0122
316,8;0,017;0,0118
316,7;1,70E-02;0,0119
316,6;0,0168;0,0114
316,5;1,63E-02;0,0111
316,4;0,0171;0,0117
316,3;1,70E-02;0,0122
316,2;0,0171;0,0129
316,1;1,73E-02;0,0126
316;0,0167;0,0125
315,9;1,66E-02;0,0121
315,8;0,0164;0,0119
315,7;1,57E-02;0,0116
315,6;0,0159;0,0118
315,5;1,57E-02;0,0111
315,4;0,0155;0,0104
315,3;1,65E-02;0,0117
315,2;0,0164;0,0118
315,1;1,60E-02;0,0118
315;0,0166;0,0126
314,9;1,56E-02;0,0109
314,8;0,0157;0,0104
314,7;1,62E-02;0,0104
314,6;0,0163;0,0101
314,5;1,67E-02;0,0104
314,4;0,0169;0,0107
314,3;1,72E-02;0,0112
314,2;0,0177;0,0119
314,1;1,83E-02;0,0128
314;0,0176;0,0125
313,9;1,78E-02;0,0124
313,8;0,0176;0,0124
313,7;1,67E-02;0,0117
313,6;0,017;0,0118
313,5;1,58E-02;0,0112
313,4;0,0154;0,0103
313,3;1,57E-02;0,0103
313,2;0,0154;0,0098
313,1;1,66E-02;0,0103
313;0,0164;0,0101
312,9;1,60E-02;0,0098
312,8;0,0164;0,0105
312,7;1,60E-02;0,0103
312,6;0,0159;0,0106
312,5;1,56E-02;0,0101
312,4;0,0151;0,0096
312,3;1,46E-02;0,0096
312,2;0,0138;0,009
312,1;1,40E-02;0,0088
312;0,0149;0,0087
311,9;1,63E-02;0,0087
311,8;0,0166;0,0091
311,7;1,67E-02;0,0094
311,6;0,0159;0,0093
311,5;1,49E-02;0,0091
311,4;0,0158;0,0088
311,3;1,63E-02;0,0094
311,2;0,0166;0,01
311,1;1,68E-02;0,0103
311;0,0166;0,0112
310,9;1,66E-02;0,0106
310,8;0,0169;0,0111
310,7;1,66E-02;0,0111
310,6;0,0169;0,0108
310,5;1,63E-02;0,0107
310,4;0,0155;0,0093
310,3;1,52E-02;0,0088
310,2;0,0141;0,0088
310,1;1,49E-02;0,0096
310;0,015;0,0102
309,9;1,53E-02;0,01
309,8;0,0156;0,0099
309,7;1,50E-02;0,0097
309,6;0,0152;0,0099
309,5;1,48E-02;0,0096
309,4;0,0147;0,0093
309,3;1,55E-02;0,0092
309,2;0,0159;0,0089
309,1;1,63E-02;0,0095
309;0,0167;0,0095
308,9;1,60E-02;0,0088
308,8;0,016;0,009
308,7;1,65E-02;0,0094
308,6;0,0157;0,009
308,5;1,55E-02;0,0093
308,4;0,0151;0,0094
308,3;1,48E-02;0,0098
308,2;0,0153;0,0104
308,1;1,59E-02;0,0106
308;0,016;0,0106
307,9;1,58E-02;0,0105
307,8;0,0159;0,0105
307,7;1,60E-02;0,0107
307,6;0,0159;0,0106
307,5;1,58E-02;0,0101
307,4;0,0157;0,0103
307,3;1,53E-02;0,0099
307,2;0,0155;0,0099
307,1;1,54E-02;0,0101
307;0,0159;0,0095
306,9;1,59E-02;0,0092
306,8;0,0157;0,009
306,7;1,56E-02;0,0085
306,6;0,0153;0,0086
306,5;1,53E-02;0,0088
306,4;0,0155;0,0099
306,3;1,58E-02;0,0102
306,2;0,016;0,0102
306,1;1,57E-02;0,0097
306;0,0159;0,0088
305,9;1,66E-02;0,0088
305,8;0,0163;0,0091
305,7;1,56E-02;0,0087
305,6;0,0154;0,009
305,5;1,49E-02;0,0095
305,4;0,0159;0,0094
305,3;1,71E-02;0,0106
305,2;0,0171;0,0103
305,1;1,82E-02;0,0098
305;0,0178;0,0097
304,9;1,76E-02;0,0094
304,8;0,017;0,0093
304,7;1,63E-02;0,0094
304,6;0,0167;0,0091
304,5;1,72E-02;0,0094
304,4;0,0177;0,0099
304,3;1,77E-02;0,01
304,2;0,0172;0,01
304,1;1,67E-02;0,0102
304;0,0164;0,01
303,9;1,66E-02;0,0104
303,8;0,0158;0,0104
303,7;1,64E-02;0,0104
303,6;0,0162;0,0105
303,5;1,64E-02;0,0103
303,4;0,0165;0,0102
303,3;1,63E-02;0,0096
303,2;0,0166;0,0094
303,1;1,63E-02;0,0093
303;0,0163;0,0093
302,9;1,61E-02;0,0093
302,8;0,0165;0,0091
302,7;1,70E-02;0,0092
302,6;0,0175;0,0096
302,5;1,81E-02;0,0103
302,4;0,0182;0,011
302,3;1,73E-02;0,0099
302,2;0,0172;0,0096
302,1;1,66E-02;0,0089
302;0,0163;0,0087
301,9;1,72E-02;0,0097
301,8;0,0172;0,0095
301,7;1,80E-02;0,0103
301,6;0,0178;0,0099
301,5;1,75E-02;0,0101
301,4;0,0176;0,01
301,3;1,75E-02;0,0097
301,2;0,0173;0,0092
301,1;1,79E-02;0,0089
301;0,0176;0,0089
300,9;1,77E-02;0,0088
300,8;0,0176;0,0088
300,7;1,70E-02;0,0083
300,6;0,0171;0,0084
300,5;1,72E-02;0,0086
300,4;0,0179;0,0093
300,3;1,82E-02;0,0103
300,2;0,018;0,0098
300,1;1,77E-02;0,0095
300;0,0171;0,0085
299,9;1,78E-02;0,0087
299,8;0,0178;0,0087
299,7;1,78E-02;0,0088
299,6;0,0177;0,0094
299,5;1,72E-02;0,0088
299,4;0,0167;0,0088
299,3;1,71E-02;0,0086
299,2;0,017;0,0084
299,1;1,71E-02;0,0083
299;0,0176;0,0085
298,9;1,79E-02;0,009
298,8;0,018;0,009
298,7;1,76E-02;0,0092
298,6;0,0174;0,0092
298,5;1,65E-02;0,0091
298,4;0,0163;0,009
298,3;1,60E-02;0,0086
298,2;0,0159;0,008
298,1;1,66E-02;0,0082
298;0,0174;0,0088
297,9;1,80E-02;0,0093
297,8;0,0181;0,0096
297,7;1,79E-02;0,0098
297,6;0,0177;0,0098
297,5;1,73E-02;0,0093
297,4;0,0171;0,0095
297,3;1,72E-02;0,0092
297,2;0,0171;0,0091
297,1;1,75E-02;0,0093
297;0,0179;0,009
296,9;1,79E-02;0,0087
296,8;0,0181;0,0087
296,7;1,82E-02;0,0088
296,6;0,0177;0,009
296,5;1,77E-02;0,0093
296,4;0,0174;0,009
296,3;1,69E-02;0,0086
296,2;0,0172;0,0083
296,1;1,77E-02;0,0082
296;0,0182;0,0087
295,9;1,84E-02;0,0085
295,8;0,0183;0,0088
295,7;1,80E-02;0,009
295,6;0,018;0,0086
295,5;1,74E-02;0,0085
295,4;0,0173;0,0082
295,3;1,75E-02;0,0087
295,2;0,0171;0,0088
295,1;1,76E-02;0,0092
295;0,018;0,0089
294,9;1,80E-02;0,0083
294,8;0,0184;0,008
294,7;1,81E-02;0,0075
294,6;0,0176;0,0079
294,5;1,75E-02;0,0082
294,4;0,0171;0,0085
294,3;1,74E-02;0,0088
294,2;0,0175;0,0083
294,1;1,71E-02;0,0085
294;0,0172;0,0086
293,9;1,77E-02;0,0087
293,8;0,0178;0,0086
293,7;1,82E-02;0,0083
293,6;0,0179;0,008
293,5;1,74E-02;0,0077
293,4;0,0173;0,0082
293,3;1,70E-02;0,0081
293,2;0,0175;0,0087
293,1;1,80E-02;0,0088
293;0,018;0,0088
292,9;1,84E-02;0,0091
292,8;0,018;0,0078
292,7;1,77E-02;0,0078
292,6;0,0179;0,0074
292,5;1,78E-02;0,0067
292,4;0,018;0,0077
292,3;1,80E-02;0,008
292,2;0,0178;0,008
292,1;1,76E-02;0,0082
292;0,0175;0,0079
291,9;1,78E-02;0,0079
291,8;0,0176;0,008
291,7;1,79E-02;0,0085
291,6;0,0179;0,0088
291,5;1,78E-02;0,0085
291,4;0,0182;0,0089
291,3;1,76E-02;0,0088
291,2;0,0178;0,0087
291,1;1,79E-02;0,0087
291;0,0177;0,0089
290,9;1,76E-02;0,0086
290,8;0,0178;0,0092
290,7;1,80E-02;0,0095
290,6;0,0179;0,009
290,5;1,77E-02;0,0088
290,4;0,0178;0,0082
290,3;1,75E-02;0,0082
290,2;0,0179;0,0084
290,1;1,89E-02;0,0089
290;0,019;0,0089
289,9;1,85E-02;0,0086
289,8;0,0183;0,0089
289,7;1,73E-02;0,0085
289,6;0,0171;0,0088
289,5;1,77E-02;0,0084
289,4;0,0173;0,0081
289,3;1,81E-02;0,0087
289,2;0,0179;0,0089
289,1;1,78E-02;0,0098
289;0,0177;0,0095
288,9;1,74E-02;0,0092
288,8;0,0177;0,009
288,7;1,73E-02;0,0086
288,6;0,0169;0,0087
288,5;1,69E-02;0,0086
288,4;0,0165;0,008
288,3;1,69E-02;0,0081
288,2;0,0172;0,0083
288,1;1,73E-02;0,0085
288;0,0172;0,0089
287,9;1,65E-02;0,0085
287,8;0,0171;0,009
287,7;1,69E-02;0,0087
287,6;0,0172;0,0086
287,5;1,73E-02;0,0083
287,4;0,0169;0,0077
287,3;1,68E-02;0,0072
287,2;0,0168;0,0073
287,1;1,70E-02;0,0079
287;0,0168;0,0081
286,9;1,70E-02;0,0088
286,8;0,0173;0,0086
286,7;1,75E-02;0,0084
286,6;0,0182;0,0087
286,5;1,79E-02;0,0087
286,4;0,0173;0,0087
286,3;1,76E-02;0,0087
286,2;0,0167;0,0086
286,1;1,65E-02;0,0086
286;0,0163;0,0089
285,9;1,56E-02;0,0086
285,8;0,0161;0,0088
285,7;1,64E-02;0,0089
285,6;0,0168;0,0086
285,5;1,68E-02;0,0093
285,4;0,0165;0,009
285,3;1,58E-02;0,0082
285,2;0,0158;0,0084
285,1;1,62E-02;0,0083
285;0,0168;0,0086
284,9;1,72E-02;0,0092
284,8;0,0168;0,0094
284,7;1,66E-02;0,009
284,6;0,0166;0,0087
284,5;1,66E-02;0,0086
284,4;0,0168;0,0081
284,3;1,62E-02;0,008
284,2;0,0163;0,008
284,1;1,60E-02;0,0078
284;0,0159;0,008
283,9;1,62E-02;0,0081
283,8;0,0161;0,008
283,7;1,65E-02;0,0076
283,6;0,0162;0,0072
283,5;1,64E-02;0,007
283,4;0,0167;0,0076
283,3;1,70E-02;0,008
283,2;0,0168;0,0086
283,1;1,67E-02;0,0087
283;0,0166;0,0085
282,9;1,54E-02;0,0078
282,8;0,0159;0,0078
282,7;1,55E-02;0,0075
282,6;0,015;0,0076
282,5;1,56E-02;0,0079
282,4;0,0157;0,0076
282,3;1,56E-02;0,0076
282,2;0,0153;0,007
282,1;1,51E-02;0,0071
282;0,0152;0,0073
281,9;1,52E-02;0,0077
281,8;0,0158;0,0087
281,7;1,61E-02;0,0092
281,6;0,016;0,0097
281,5;1,68E-02;0,01
281,4;0,0172;0,0101
281,3;1,70E-02;0,0095
281,2;0,0167;0,0088
281,1;1,59E-02;0,0086
281;0,0153;0,0086
280,9;1,49E-02;0,0086
280,8;0,0148;0,009
280,7;1,49E-02;0,0085
280,6;0,0149;0,008
280,5;1,57E-02;0,0084
280,4;0,0161;0,0087
280,3;1,56E-02;0,0086
280,2;0,0156;0,0085
280,1;1,49E-02;0,0084
280;0,0146;0,0083
279,9;1,44E-02;0,0079
279,8;0,0143;0,0081
279,7;1,47E-02;0,0084
279,6;0,0152;0,0093
279,5;1,56E-02;0,0098
279,4;0,016;0,0101
279,3;1,59E-02;0,0098
279,2;0,0163;0,0094
279,1;1,57E-02;0,0091
279;0,0155;0,0093
278,9;1,58E-02;0,0093
278,8;0,0153;0,009
278,7;1,52E-02;0,0089
278,6;0,0156;0,0087
278,5;1,46E-02;0,0085
278,4;0,0148;0,0086
278,3;1,54E-02;0,0089
278,2;0,0153;0,0092
278,1;1,58E-02;0,0092
278;0,015;0,009
277,9;1,45E-02;0,0088
277,8;0,0145;0,0085
277,7;1,51E-02;0,0085
277,6;0,0158;0,0093
277,5;1,62E-02;0,0097
277,4;0,016;0,0098
277,3;1,56E-02;0,0098
277,2;0,015;0,0089
277,1;1,49E-02;0,0095
277;0,0154;0,0098
276,9;1,56E-02;0,01
276,8;0,0158;0,0095
276,7;1,61E-02;0,0093
276,6;0,0151;0,0088
276,5;1,43E-02;0,0084
276,4;0,0146;0,0093
276,3;1,44E-02;0,0091
276,2;0,0146;0,0094
276,1;1,52E-02;0,0098
276;0,0149;0,0093
275,9;1,48E-02;0,0097
275,8;0,015;0,0095
275,7;1,50E-02;0,0091
275,6;0,015;0,0089
275,5;1,47E-02;0,008
275,4;0,0146;0,0078
275,3;1,45E-02;0,0083
275,2;0,0145;0,0088
275,1;1,45E-02;0,0095
275;0,0148;0,01
274,9;1,49E-02;0,0098
274,8;0,0149;0,0097
274,7;1,50E-02;0,0094
274,6;0,0149;0,009
274,5;1,52E-02;0,0091
274,4;0,0155;0,0092
274,3;1,55E-02;0,0095
274,2;0,0158;0,0095
274,1;1,55E-02;0,0097
274;0,0152;0,0095
273,9;1,47E-02;0,0094
273,8;0,0143;0,0092
273,7;1,42E-02;0,0092
273,6;0,0145;0,0099
273,5;1,49E-02;0,0099
273,4;0,0149;0,0103
273,3;1,49E-02;0,0102
273,2;0,0146;0,0101
273,1;1,43E-02;0,0101
273;0,0149;0,0101
272,9;1,49E-02;0,0105
272,8;0,0151;0,0099
272,7;1,52E-02;0,0094
272,6;0,0146;0,009
272,5;1,45E-02;0,0086
272,4;0,0142;0,0085
272,3;1,49E-02;0,0092
272,2;0,0148;0,0092
272,1;1,52E-02;0,0096
272;0,0153;0,0096
271,9;1,49E-02;0,0094
271,8;0,0149;0,0094
271,7;1,47E-02;0,009
271,6;0,0147;0,0091
271,5;1,48E-02;0,0093
271,4;0,0147;0,0097
271,3;1,42E-02;0,0102
271,2;0,0143;0,0101
271,1;1,43E-02;0,0102
271;0,014;0,0101
270,9;1,45E-02;0,0095
270,8;0,0146;0,0106
270,7;1,49E-02;0,0106
270,6;0,0153;0,0108
270,5;1,58E-02;0,0115
270,4;0,0156;0,0114
270,3;1,51E-02;0,0116
270,2;0,0147;0,0109
270,1;1,46E-02;0,0106
270;0,0153;0,0108
269,9;1,52E-02;0,0103
269,8;0,0153;0,0111
269,7;1,49E-02;0,011
269,6;0,0146;0,0104
269,5;1,48E-02;0,0104
269,4;0,0145;0,0105
269,3;1,48E-02;0,0107
269,2;0,015;0,0109
269,1;1,55E-02;0,0115
269;0,016;0,0114
268,9;1,59E-02;0,0114
268,8;0,0158;0,0117
268,7;1,55E-02;0,0116
268,6;0,0151;0,0114
268,5;1,51E-02;0,0112
268,4;0,0154;0,011
268,3;1,56E-02;0,0107
268,2;0,0156;0,0112
268,1;1,56E-02;0,0106
268;0,0154;0,0099
267,9;1,49E-02;0,0098
267,8;0,0151;0,0099
267,7;1,48E-02;0,01
267,6;0,0147;0,0102
267,5;1,45E-02;0,0102
267,4;0,014;0,0098
267,3;1,41E-02;0,0099
267,2;0,0145;0,0103
267,1;1,47E-02;0,0106
267;0,0157;0,0106
266,9;1,56E-02;0,0106
266,8;0,0156;0,0108
266,7;1,54E-02;0,0109
266,6;0,0154;0,0114
266,5;1,51E-02;0,0112
266,4;0,0147;0,0112
266,3;1,51E-02;0,011
266,2;0,0147;0,0104
266,1;1,52E-02;0,0106
266;0,0157;0,0107
265,9;1,52E-02;0,0103
265,8;0,0143;0,0101
265,7;1,43E-02;0,0103
265,6;0,0148;0,0108
265,5;1,53E-02;0,0113
265,4;0,0162;0,012
265,3;1,58E-02;0,0123
265,2;0,0157;0,0123
265,1;1,57E-02;0,0126
265;0,0145;0,0117
264,9;1,47E-02;0,0115
264,8;0,0144;0,0111
264,7;1,44E-02;0,0106
264,6;0,0147;0,0109
264,5;1,44E-02;0,0106
264,4;0,0151;0,0111
264,3;1,52E-02;0,0116
264,2;0,0158;0,0122
264,1;1,63E-02;0,0122
264;0,0162;0,0115
263,9;1,61E-02;0,0113
263,8;0,0158;0,0109
263,7;1,57E-02;0,0112
263,6;0,016;0,0122
263,5;1,61E-02;0,0123
263,4;0,0169;0,0132
263,3;1,73E-02;0,0131
263,2;0,0173;0,013
263,1;1,67E-02;0,0125
263;0,0164;0,0121
262,9;1,67E-02;0,0123
262,8;0,0164;0,0117
262,7;1,72E-02;0,0122
262,6;0,0182;0,0131
262,5;1,77E-02;0,013
262,4;0,0176;0,0134
262,3;1,78E-02;0,0136
262,2;0,017;0,0127
262,1;1,76E-02;0,0135
262;0,0173;0,0132
261,9;1,66E-02;0,0126
261,8;0,0165;0,0123
261,7;1,64E-02;0,0119
261,6;0,0165;0,0117
261,5;1,70E-02;0,0125
261,4;0,017;0,0125
261,3;1,73E-02;0,0129
261,2;0,0178;0,0137
261,1;1,74E-02;0,0133
261;0,0174;0,0132
260,9;1,79E-02;0,0137
260,8;0,0171;0,0132
260,7;1,74E-02;0,0134
260,6;0,0177;0,0136
260,5;1,70E-02;0,0132
260,4;0,0178;0,0138
260,3;1,77E-02;0,0134
260,2;0,0179;0,0134
260,1;1,79E-02;0,0131
260;0,0182;0,0133
259,9;1,84E-02;0,0139
259,8;0,0183;0,0139
259,7;1,87E-02;0,0145
259,6;0,0184;0,0145
259,5;1,84E-02;0,0145
259,4;0,0182;0,0145
259,3;1,83E-02;0,0147
259,2;0,0178;0,014
259,1;1,80E-02;0,0142
259;0,0183;0,0147
258,9;1,84E-02;0,0142
258,8;0,0191;0,0152
258,7;1,99E-02;0,0157
258,6;0,0204;0,0158
258,5;2,01E-02;0,0157
258,4;0,0207;0,0159
258,3;2,03E-02;0,0156
258,2;0,0193;0,0146
258,1;1,95E-02;0,0147
258;0,0188;0,0142
257,9;1,89E-02;0,0141
257,8;0,0193;0,0147
257,7;1,89E-02;0,0143
257,6;0,0189;0,0143
257,5;1,90E-02;0,0146
257,4;0,0191;0,0149
257,3;1,99E-02;0,0148
257,2;0,0207;0,0157
257,1;2,12E-02;0,0156
257;0,0211;0,0152
256,9;2,11E-02;0,0156
256,8;0,0205;0,0153
256,7;2,02E-02;0,015
256,6;0,0209;0,0158
256,5;2,09E-02;0,0159
256,4;0,0215;0,0155
256,3;2,10E-02;0,0154
256,2;0,0204;0,0153
256,1;1,99E-02;0,0151
256;0,0198;0,0156
255,9;2,05E-02;0,0158
255,8;0,0211;0,0155
255,7;2,15E-02;0,0154
255,6;0,0215;0,0159
255,5;2,23E-02;0,016
255,4;0,0217;0,0163
255,3;2,24E-02;0,0169
255,2;0,0227;0,0166
255,1;2,18E-02;0,0163
255;0,0216;0,0165
254,9;2,19E-02;0,0169
254,8;0,0215;0,017
254,7;2,21E-02;0,017
254,6;0,023;0,0175
254,5;2,24E-02;0,0177
254,4;0,023;0,0175
254,3;2,27E-02;0,0176
254,2;0,0218;0,0171
254,1;2,24E-02;0,0173
254;0,022;0,0176
253,9;2,30E-02;0,0184
253,8;0,0236;0,0185
253,7;2,36E-02;0,0181
253,6;0,024;0,0183
253,5;2,37E-02;0,0178
253,4;0,024;0,0184
