wavelength;s2.3-s1.3;s4.3-s3.3
722;-0,0009;0,0016
721,9;-1,00E-03;0,0014
721,8;-0,0009;0,0016
721,7;-1,00E-03;0,0016
721,6;-0,0009;0,0014
721,5;-9,00E-04;0,0014
721,4;-0,0009;0,0013
721,3;-8,00E-04;0,0013
721,2;-0,0011;0,0012
721,1;-1,10E-03;0,0012
721;-0,0012;0,0013
720,9;-1,20E-03;0,0013
720,8;-0,0012;0,0015
720,7;-1,20E-03;0,0012
720,6;-0,001;0,0013
720,5;-1,20E-03;0,0012
720,4;-0,001;0,0013
720,3;-1,10E-03;0,0013
720,2;-0,0011;0,0014
720,1;-1,10E-03;0,0014
720;-0,0012;0,0015
719,9;-1,20E-03;0,0016
719,8;-0,0009;0,0018
719,7;-9,00E-04;0,0019
719,6;-0,0009;0,0017
719,5;-1,00E-03;0,0017
719,4;-0,0012;0,0014
719,3;-1,00E-03;0,0015
719,2;-0,001;0,0015
719,1;-8,00E-04;0,0015
719;-0,0008;0,0015
718,9;-8,00E-04;0,0014
718,8;-0,0005;0,0016
718,7;-6,00E-04;0,0017
718,6;-0,0007;0,0015
718,5;-6,00E-04;0,0015
718,4;-0,001;0,0012
718,3;-7,00E-04;0,0014
718,2;-0,0011;0,0013
718,1;-1,00E-03;0,0014
718;-0,001;0,0013
717,9;-9,00E-04;0,0015
717,8;-0,0009;0,0013
717,7;-1,20E-03;0,0011
717,6;-0,0013;0,0011
717,5;-1,20E-03;0,0012
717,4;-0,0011;0,0012
717,3;-8,00E-04;0,0015
717,2;-0,0007;0,0017
717,1;-8,00E-04;0,0016
717;-0,0008;0,0017
716,9;-1,10E-03;0,0015
716,8;-0,0011;0,0016
716,7;-1,00E-03;0,0015
716,6;-0,001;0,0016
716,5;-1,00E-03;0,0017
716,4;-0,0008;0,0018
716,3;-8,00E-04;0,0017
716,2;-0,0007;0,0016
716,1;-8,00E-04;0,0016
716;-0,0009;0,0016
715,9;-9,00E-04;0,0015
715,8;-0,0009;0,0015
715,7;-8,00E-04;0,0015
715,6;-0,001;0,0013
715,5;-7,00E-04;0,0015
715,4;-0,0009;0,0015
715,3;-9,00E-04;0,0014
715,2;-0,0009;0,0015
715,1;-1,00E-03;0,0015
715;-0,001;0,0015
714,9;-1,00E-03;0,0014
714,8;-0,0011;0,0013
714,7;-1,10E-03;0,0014
714,6;-0,001;0,0016
714,5;-7,00E-04;0,0016
714,4;-0,0007;0,0016
714,3;-6,00E-04;0,0017
714,2;-0,0006;0,0016
714,1;-7,00E-04;0,0015
714;-0,0007;0,0015
713,9;-6,00E-04;0,0014
713,8;-0,0008;0,0014
713,7;-8,00E-04;0,0015
713,6;-0,0007;0,0016
713,5;-7,00E-04;0,0017
713,4;-0,0007;0,0017
713,3;-8,00E-04;0,0017
713,2;-0,0009;0,0015
713,1;-9,00E-04;0,0015
713;-0,001;0,0014
712,9;-1,10E-03;0,0014
712,8;-0,0011;0,0013
712,7;-1,10E-03;0,0013
712,6;-0,0008;0,0014
712,5;-8,00E-04;0,0014
712,4;-0,0007;0,0015
712,3;-7,00E-04;0,0015
712,2;-0,0007;0,0015
712,1;-6,00E-04;0,0017
712;-0,0006;0,0019
711,9;-1,00E-03;0,0018
711,8;-0,0009;0,0017
711,7;-9,00E-04;0,0016
711,6;-0,001;0,0013
711,5;-8,00E-04;0,0013
711,4;-0,0009;0,0014
711,3;-1,00E-03;0,0013
711,2;-0,0011;0,0011
711,1;-1,00E-03;0,0014
711;-0,001;0,0012
710,9;-8,00E-04;0,0016
710,8;-0,0008;0,0018
710,7;-9,00E-04;0,0016
710,6;-0,0009;0,0017
710,5;-9,00E-04;0,0015
710,4;-0,001;0,0015
710,3;-1,00E-03;0,0014
710,2;-0,001;0,0014
710,1;-1,00E-03;0,0015
710;-0,0011;0,0014
709,9;-8,00E-04;0,0015
709,8;-0,0009;0,0014
709,7;-9,00E-04;0,0014
709,6;-0,0008;0,0016
709,5;-9,00E-04;0,0015
709,4;-0,001;0,0014
709,3;-8,00E-04;0,0014
709,2;-0,0009;0,0013
709,1;-9,00E-04;0,0014
709;-0,001;0,0014
708,9;-8,00E-04;0,0016
708,8;-0,0007;0,0016
708,7;-7,00E-04;0,0016
708,6;-0,0007;0,0016
708,5;-8,00E-04;0,0017
708,4;-0,0009;0,0015
708,3;-9,00E-04;0,0015
708,2;-0,0008;0,0015
708,1;-9,00E-04;0,0015
708;-0,0009;0,0015
707,9;-8,00E-04;0,0016
707,8;-0,001;0,0015
707,7;-1,00E-03;0,0014
707,6;-0,001;0,0014
707,5;-1,00E-03;0,0013
707,4;-0,001;0,0014
707,3;-1,00E-03;0,0016
707,2;-0,0012;0,0015
707,1;-1,20E-03;0,0014
707;-0,0012;0,0012
706,9;-1,20E-03;0,0012
706,8;-0,0011;0,0012
706,7;-1,00E-03;0,0014
706,6;-0,0011;0,0015
706,5;-9,00E-04;0,0016
706,4;-0,0008;0,0018
706,3;-1,10E-03;0,0017
706,2;-0,0009;0,0018
706,1;-9,00E-04;0,0018
706;-0,0009;0,0015
705,9;-1,00E-03;0,0014
705,8;-0,0009;0,0015
705,7;-1,10E-03;0,0014
705,6;-0,0011;0,0015
705,5;-9,00E-04;0,0015
705,4;-0,001;0,0016
705,3;-6,00E-04;0,0019
705,2;-0,0007;0,0018
705,1;-7,00E-04;0,0018
705;-0,0007;0,0017
704,9;-9,00E-04;0,0016
704,8;-0,0008;0,0015
704,7;-8,00E-04;0,0016
704,6;-0,0007;0,0017
704,5;-7,00E-04;0,0018
704,4;-0,0008;0,0017
704,3;-6,00E-04;0,0016
704,2;-0,0005;0,0019
704,1;-7,00E-04;0,0018
704;-0,0007;0,0017
703,9;-7,00E-04;0,0017
703,8;-0,001;0,0015
703,7;-1,00E-03;0,0015
703,6;-0,001;0,0015
703,5;-1,10E-03;0,0015
703,4;-0,001;0,0017
703,3;-7,00E-04;0,0018
703,2;-0,0007;0,0017
703,1;-5,00E-04;0,0018
703;-0,0008;0,0017
702,9;-7,00E-04;0,0015
702,8;-0,0007;0,0017
702,7;-7,00E-04;0,0016
702,6;-0,0009;0,0016
702,5;-9,00E-04;0,0016
702,4;-0,0009;0,0018
702,3;-9,00E-04;0,0018
702,2;-0,0008;0,0018
702,1;-1,00E-03;0,0015
702;-0,0007;0,0018
701,9;-1,10E-03;0,0015
701,8;-0,0009;0,0016
701,7;-8,00E-04;0,0015
701,6;-0,0011;0,0014
701,5;-1,00E-03;0,0015
701,4;-0,001;0,0016
701,3;-8,00E-04;0,0018
701,2;-0,0007;0,0019
701,1;-8,00E-04;0,0019
701;-0,0009;0,0017
700,9;-9,00E-04;0,0017
700,8;-0,001;0,0016
700,7;-1,00E-03;0,0015
700,6;-0,001;0,0017
700,5;-8,00E-04;0,0019
700,4;-0,0009;0,0017
700,3;-8,00E-04;0,0019
700,2;-0,0009;0,0015
700,1;-9,00E-04;0,0016
700;-0,0009;0,0017
699,9;-8,00E-04;0,0016
699,8;-0,0009;0,0016
699,7;-1,10E-03;0,0015
699,6;-0,0011;0,0016
699,5;-1,20E-03;0,0015
699,4;-0,0011;0,0015
699,3;-1,10E-03;0,0015
699,2;-0,0009;0,0017
699,1;-9,00E-04;0,0017
699;-0,0009;0,0016
698,9;-1,00E-03;0,0016
698,8;-0,0009;0,0017
698,7;-9,00E-04;0,0016
698,6;-0,0007;0,0016
698,5;-7,00E-04;0,0017
698,4;-0,001;0,0014
698,3;-9,00E-04;0,0014
698,2;-0,0009;0,0013
698,1;-7,00E-04;0,0014
698;-0,001;0,0013
697,9;-8,00E-04;0,0015
697,8;-0,001;0,0015
697,7;-9,00E-04;0,0014
697,6;-0,001;0,0013
697,5;-9,00E-04;0,0013
697,4;-0,0008;0,0012
697,3;-9,00E-04;0,0013
697,2;-0,0008;0,0015
697,1;-8,00E-04;0,0016
697;-0,0009;0,0015
696,9;-9,00E-04;0,0015
696,8;-0,001;0,0014
696,7;-1,00E-03;0,0014
696,6;-0,0009;0,0014
696,5;-9,00E-04;0,0013
696,4;-0,001;0,0012
696,3;-9,00E-04;0,0013
696,2;-0,0009;0,0012
696,1;-7,00E-04;0,0015
696;-0,0008;0,0015
695,9;-6,00E-04;0,0016
695,8;-0,0007;0,0017
695,7;-8,00E-04;0,0016
695,6;-0,0009;0,0015
695,5;-8,00E-04;0,0016
695,4;-0,001;0,0015
695,3;-1,10E-03;0,0016
695,2;-0,0009;0,0017
695,1;-9,00E-04;0,0017
695;-0,0008;0,0016
694,9;-8,00E-04;0,0016
694,8;-0,0008;0,0016
694,7;-9,00E-04;0,0015
694,6;-0,0008;0,0015
694,5;-9,00E-04;0,0014
694,4;-0,0009;0,0014
694,3;-9,00E-04;0,0015
694,2;-0,0009;0,0014
694,1;-9,00E-04;0,0016
694;-0,0008;0,0016
693,9;-9,00E-04;0,0015
693,8;-0,0008;0,0015
693,7;-9,00E-04;0,0014
693,6;-0,0009;0,0015
693,5;-8,00E-04;0,0015
693,4;-0,0009;0,0014
693,3;-7,00E-04;0,0016
693,2;-0,0008;0,0015
693,1;-7,00E-04;0,0016
693;-0,0008;0,0017
692,9;-9,00E-04;0,0015
692,8;-0,0009;0,0017
692,7;-1,00E-03;0,0017
692,6;-0,001;0,0016
692,5;-9,00E-04;0,0015
692,4;-0,0008;0,0015
692,3;-8,00E-04;0,0014
692,2;-0,0007;0,0015
692,1;-9,00E-04;0,0014
692;-0,0008;0,0016
691,9;-7,00E-04;0,0016
691,8;-0,0006;0,0016
691,7;-7,00E-04;0,0017
691,6;-0,0008;0,0015
691,5;-9,00E-04;0,0013
691,4;-0,001;0,0013
691,3;-1,10E-03;0,0011
691,2;-0,0013;0,001
691,1;-1,20E-03;0,0013
691;-0,0012;0,0013
690,9;-1,00E-03;0,0016
690,8;-0,0011;0,0015
690,7;-1,20E-03;0,0016
690,6;-0,0011;0,0015
690,5;-1,10E-03;0,0013
690,4;-0,0011;0,0013
690,3;-1,00E-03;0,0013
690,2;-0,0009;0,0013
690,1;-9,00E-04;0,0015
690;-0,0008;0,0015
689,9;-9,00E-04;0,0014
689,8;-0,0007;0,0015
689,7;-8,00E-04;0,0017
689,6;-0,0007;0,0016
689,5;-7,00E-04;0,0017
689,4;-0,0007;0,0018
689,3;-8,00E-04;0,0017
689,2;-0,001;0,0018
689,1;-1,00E-03;0,0018
689;-0,0011;0,0015
688,9;-1,30E-03;0,0014
688,8;-0,0011;0,0015
688,7;-1,10E-03;0,0014
688,6;-0,0011;0,0014
688,5;-9,00E-04;0,0016
688,4;-0,0011;0,0015
688,3;-1,10E-03;0,0016
688,2;-0,001;0,0016
688,1;-1,00E-03;0,0015
688;-0,0009;0,0015
687,9;-9,00E-04;0,0016
687,8;-0,0009;0,0016
687,7;-1,00E-03;0,0018
687,6;-0,0009;0,0018
687,5;-9,00E-04;0,0018
687,4;-0,0009;0,0018
687,3;-9,00E-04;0,0018
687,2;-0,0009;0,0017
687,1;-9,00E-04;0,0017
687;-0,001;0,0016
686,9;-9,00E-04;0,0015
686,8;-0,001;0,0013
686,7;-8,00E-04;0,0015
686,6;-0,0009;0,0015
686,5;-9,00E-04;0,0015
686,4;-0,0011;0,0015
686,3;-1,10E-03;0,0014
686,2;-0,0012;0,0015
686,1;-1,10E-03;0,0015
686;-0,0011;0,0015
685,9;-1,20E-03;0,0016
685,8;-0,0011;0,0016
685,7;-1,10E-03;0,0016
685,6;-0,0009;0,0017
685,5;-9,00E-04;0,0016
685,4;-0,0008;0,0017
685,3;-8,00E-04;0,0016
685,2;-0,0011;0,0014
685,1;-9,00E-04;0,0016
685;-0,0009;0,0016
684,9;-9,00E-04;0,0017
684,8;-0,0008;0,0017
684,7;-1,00E-03;0,0014
684,6;-0,0009;0,0015
684,5;-9,00E-04;0,0016
684,4;-0,0009;0,0016
684,3;-1,00E-03;0,0016
684,2;-0,0007;0,0016
684,1;-7,00E-04;0,0015
684;-0,0009;0,0014
683,9;-7,00E-04;0,0016
683,8;-0,0008;0,0016
683,7;-8,00E-04;0,0015
683,6;-0,0009;0,0014
683,5;-9,00E-04;0,0015
683,4;-0,0008;0,0016
683,3;-7,00E-04;0,0017
683,2;-0,0008;0,0016
683,1;-8,00E-04;0,0015
683;-0,001;0,0014
682,9;-9,00E-04;0,0014
682,8;-0,0009;0,0014
682,7;-1,00E-03;0,0013
682,6;-0,001;0,0014
682,5;-1,20E-03;0,0014
682,4;-0,001;0,0017
682,3;-9,00E-04;0,0017
682,2;-0,0007;0,0018
682,1;-8,00E-04;0,0016
682;-0,0009;0,0015
681,9;-1,00E-03;0,0015
681,8;-0,001;0,0014
681,7;-1,00E-03;0,0016
681,6;-0,001;0,0017
681,5;-8,00E-04;0,0018
681,4;-0,0008;0,0017
681,3;-1,00E-03;0,0016
681,2;-0,0008;0,0018
681,1;-7,00E-04;0,0017
681;-0,0008;0,0016
680,9;-7,00E-04;0,0016
680,8;-0,0008;0,0016
680,7;-8,00E-04;0,0017
680,6;-0,0006;0,0018
680,5;-9,00E-04;0,0017
680,4;-0,0007;0,0019
680,3;-9,00E-04;0,0018
680,2;-0,0012;0,0016
680,1;-1,10E-03;0,0016
680;-0,0007;0,0018
679,9;-7,00E-04;0,0017
679,8;-0,0007;0,0015
679,7;-7,00E-04;0,0015
679,6;-0,0008;0,0016
679,5;-8,00E-04;0,0017
679,4;-0,0007;0,0018
679,3;-8,00E-04;0,0018
679,2;-0,0009;0,0015
679,1;-9,00E-04;0,0015
679;-0,0009;0,0013
678,9;-9,00E-04;0,0014
678,8;-0,0009;0,0013
678,7;-1,00E-03;0,0013
678,6;-0,0009;0,0015
678,5;-7,00E-04;0,0017
678,4;-0,0007;0,0017
678,3;-8,00E-04;0,0016
678,2;-0,0008;0,0017
678,1;-9,00E-04;0,0016
678;-0,0008;0,0017
677,9;-7,00E-04;0,0016
677,8;-0,0009;0,0014
677,7;-9,00E-04;0,0014
677,6;-0,0011;0,0012
677,5;-1,10E-03;0,0014
677,4;-0,0008;0,0017
677,3;-9,00E-04;0,0016
677,2;-0,0008;0,0017
677,1;-8,00E-04;0,0015
677;-0,0008;0,0016
676,9;-6,00E-04;0,0016
676,8;-0,0007;0,0017
676,7;-7,00E-04;0,0016
676,6;-0,0009;0,0014
676,5;-9,00E-04;0,0016
676,4;-0,0011;0,0014
676,3;-1,00E-03;0,0016
676,2;-0,001;0,0016
676,1;-9,00E-04;0,0017
676;-0,0008;0,0018
675,9;-9,00E-04;0,0019
675,8;-0,0008;0,002
675,7;-8,00E-04;0,0018
675,6;-0,001;0,0016
675,5;-1,00E-03;0,0016
675,4;-0,001;0,0017
675,3;-7,00E-04;0,0017
675,2;-0,0009;0,0017
675,1;-7,00E-04;0,0018
675;-0,0007;0,0016
674,9;-8,00E-04;0,0017
674,8;-0,0008;0,0017
674,7;-9,00E-04;0,0017
674,6;-0,0009;0,0017
674,5;-1,00E-03;0,0015
674,4;-0,001;0,0014
674,3;-9,00E-04;0,0016
674,2;-0,0007;0,0018
674,1;-7,00E-04;0,0019
674;-0,0005;0,0019
673,9;-5,00E-04;0,0019
673,8;-0,0005;0,0019
673,7;-6,00E-04;0,0017
673,6;-0,0009;0,0017
673,5;-7,00E-04;0,0017
673,4;-0,0008;0,0017
673,3;-8,00E-04;0,0019
673,2;-0,0007;0,0018
673,1;-9,00E-04;0,0017
673;-0,0009;0,0017
672,9;-8,00E-04;0,0016
672,8;-0,0011;0,0017
672,7;-9,00E-04;0,0017
672,6;-0,001;0,0016
672,5;-1,00E-03;0,0016
672,4;-0,001;0,0016
672,3;-1,00E-03;0,0015
672,2;-0,0011;0,0015
672,1;-1,10E-03;0,0014
672;-0,0009;0,0015
671,9;-9,00E-04;0,0015
671,8;-0,0008;0,0016
671,7;-1,00E-03;0,0016
671,6;-0,0011;0,0015
671,5;-9,00E-04;0,0015
671,4;-0,0009;0,0016
671,3;-1,20E-03;0,0015
671,2;-0,001;0,0015
671,1;-1,10E-03;0,0016
671;-0,001;0,0016
670,9;-7,00E-04;0,0017
670,8;-0,0007;0,0018
670,7;-8,00E-04;0,0018
670,6;-0,0009;0,0017
670,5;-1,00E-03;0,0016
670,4;-0,0009;0,0016
670,3;-1,00E-03;0,0015
670,2;-0,0008;0,0016
670,1;-9,00E-04;0,0015
670;-0,0007;0,0017
669,9;-7,00E-04;0,0018
669,8;-0,0008;0,0017
669,7;-7,00E-04;0,0019
669,6;-0,0008;0,0017
669,5;-6,00E-04;0,0019
669,4;-0,0005;0,0018
669,3;-5,00E-04;0,0017
669,2;-0,0005;0,0017
669,1;-5,00E-04;0,0018
669;-0,0007;0,0018
668,9;-8,00E-04;0,0018
668,8;-0,001;0,0017
668,7;-9,00E-04;0,0015
668,6;-0,001;0,0012
668,5;-8,00E-04;0,0015
668,4;-0,0008;0,0014
668,3;-8,00E-04;0,0016
668,2;-0,0009;0,0015
668,1;-9,00E-04;0,0015
668;-0,0006;0,0017
667,9;-6,00E-04;0,0016
667,8;-0,0007;0,0016
667,7;-8,00E-04;0,0015
667,6;-0,001;0,0015
667,5;-1,00E-03;0,0015
667,4;-0,0008;0,0015
667,3;-8,00E-04;0,0016
667,2;-0,0007;0,0017
667,1;-8,00E-04;0,0017
667;-0,0008;0,0016
666,9;-9,00E-04;0,0015
666,8;-0,001;0,0014
666,7;-1,00E-03;0,0014
666,6;-0,001;0,0016
666,5;-1,00E-03;0,0014
666,4;-0,0007;0,0016
666,3;-7,00E-04;0,0017
666,2;-0,0008;0,0015
666,1;-8,00E-04;0,0017
666;-0,0008;0,0016
665,9;-7,00E-04;0,0016
665,8;-0,0006;0,0017
665,7;-6,00E-04;0,0016
665,6;-0,0006;0,0017
665,5;-6,00E-04;0,0016
665,4;-0,0006;0,0017
665,3;-7,00E-04;0,0015
665,2;-0,0006;0,0016
665,1;-7,00E-04;0,0016
665;-0,0006;0,0017
664,9;-8,00E-04;0,0017
664,8;-0,0009;0,0016
664,7;-1,00E-03;0,0014
664,6;-0,0008;0,0015
664,5;-8,00E-04;0,0015
664,4;-0,0008;0,0015
664,3;-7,00E-04;0,0015
664,2;-0,0007;0,0016
664,1;-7,00E-04;0,0016
664;-0,0006;0,0015
663,9;-9,00E-04;0,0014
663,8;-0,0009;0,0014
663,7;-9,00E-04;0,0014
663,6;-0,0008;0,0014
663,5;-6,00E-04;0,0015
663,4;-0,0007;0,0013
663,3;-6,00E-04;0,0016
663,2;-0,0006;0,0016
663,1;-6,00E-04;0,0016
663;-0,0006;0,0018
662,9;-5,00E-04;0,0017
662,8;-0,0005;0,0017
662,7;-5,00E-04;0,0018
662,6;-0,0005;0,0017
662,5;-5,00E-04;0,0019
662,4;-0,0005;0,0017
662,3;-5,00E-04;0,0017
662,2;-0,0006;0,0017
662,1;-7,00E-04;0,0014
662;-0,0007;0,0016
661,9;-7,00E-04;0,0015
661,8;-0,0008;0,0016
661,7;-7,00E-04;0,0017
661,6;-0,0008;0,0015
661,5;-7,00E-04;0,0017
661,4;-0,0007;0,0017
661,3;-6,00E-04;0,0019
661,2;-0,0006;0,0019
661,1;-7,00E-04;0,0017
661;-0,0007;0,0016
660,9;-8,00E-04;0,0015
660,8;-0,0007;0,0016
660,7;-7,00E-04;0,0016
660,6;-0,0008;0,0016
660,5;-9,00E-04;0,0015
660,4;-0,0009;0,0015
660,3;-7,00E-04;0,0015
660,2;-0,0005;0,0015
660,1;-5,00E-04;0,0016
660;-0,0006;0,0015
659,9;-7,00E-04;0,0016
659,8;-0,0006;0,0016
659,7;-7,00E-04;0,0017
659,6;-0,0007;0,0018
659,5;-7,00E-04;0,0018
659,4;-0,0008;0,0017
659,3;-6,00E-04;0,0019
659,2;-0,0007;0,0017
659,1;-5,00E-04;0,0019
659;-0,0004;0,0018
658,9;-2,00E-04;0,0018
658,8;-0,0005;0,0016
658,7;-6,00E-04;0,0014
658,6;-0,0008;0,0013
658,5;-8,00E-04;0,0014
658,4;-0,0006;0,0016
658,3;-4,00E-04;0,0017
658,2;-0,0004;0,0017
658,1;-3,00E-04;0,0017
658;-0,0005;0,0015
657,9;-7,00E-04;0,0015
657,8;-0,0009;0,0015
657,7;-8,00E-04;0,0016
657,6;-0,0007;0,0017
657,5;-7,00E-04;0,0016
657,4;-0,0005;0,0016
657,3;-5,00E-04;0,0016
657,2;-0,0004;0,0016
657,1;-5,00E-04;0,0015
657;-0,0006;0,0013
656,9;-5,00E-04;0,0014
656,8;-0,0004;0,0014
656,7;-4,00E-04;0,0015
656,6;-0,0005;0,0014
656,5;-5,00E-04;0,0014
656,4;-0,0006;0,0014
656,3;-7,00E-04;0,0014
656,2;-0,0008;0,0014
656,1;-8,00E-04;0,0014
656;-0,0009;0,0012
655,9;-7,00E-04;0,0013
655,8;-0,0007;0,0012
655,7;-7,00E-04;0,0012
655,6;-0,0006;0,0013
655,5;-6,00E-04;0,0015
655,4;-0,0005;0,0015
655,3;-5,00E-04;0,0014
655,2;-0,0005;0,0014
655,1;-4,00E-04;0,0016
655;-0,0003;0,0017
654,9;-4,00E-04;0,0016
654,8;-0,0003;0,0018
654,7;-5,00E-04;0,0015
654,6;-0,0005;0,0015
654,5;-5,00E-04;0,0016
654,4;-0,0006;0,0016
654,3;-6,00E-04;0,0016
654,2;-0,0006;0,0016
654,1;-5,00E-04;0,0016
654;-0,0005;0,0017
653,9;-8,00E-04;0,0015
653,8;-0,0007;0,0015
653,7;-7,00E-04;0,0015
653,6;-0,0006;0,0015
653,5;-7,00E-04;0,0014
653,4;-0,0005;0,0016
653,3;-5,00E-04;0,0015
653,2;-0,0005;0,0014
653,1;-6,00E-04;0,0014
653;-0,0006;0,0015
652,9;-5,00E-04;0,0014
652,8;-0,0006;0,0015
652,7;-6,00E-04;0,0016
652,6;-0,0005;0,0017
652,5;-7,00E-04;0,0015
652,4;-0,0007;0,0016
652,3;-5,00E-04;0,0016
652,2;-0,0006;0,0016
652,1;-6,00E-04;0,0016
652;-0,0006;0,0014
651,9;-6,00E-04;0,0015
651,8;-0,0007;0,0014
651,7;-7,00E-04;0,0015
651,6;-0,0006;0,0016
651,5;-6,00E-04;0,0014
651,4;-0,0005;0,0015
651,3;-5,00E-04;0,0015
651,2;-0,0006;0,0014
651,1;-7,00E-04;0,0014
651;-0,0007;0,0014
650,9;-5,00E-04;0,0014
650,8;-0,0005;0,0016
650,7;-4,00E-04;0,0016
650,6;-0,0004;0,0018
650,5;-5,00E-04;0,0017
650,4;-0,0005;0,0016
650,3;-5,00E-04;0,0017
650,2;-0,0005;0,0016
650,1;-7,00E-04;0,0016
650;-0,0007;0,0015
649,9;-8,00E-04;0,0013
649,8;-0,0008;0,0013
649,7;-5,00E-04;0,0014
649,6;-0,0005;0,0015
649,5;-5,00E-04;0,0016
649,4;-0,0003;0,0017
649,3;-4,00E-04;0,0016
649,2;-0,0005;0,0017
649,1;-4,00E-04;0,0017
649;-0,0004;0,0016
648,9;-4,00E-04;0,0016
648,8;-0,0002;0,0017
648,7;-2,00E-04;0,0016
648,6;-0,0003;0,0015
648,5;-4,00E-04;0,0016
648,4;-0,0005;0,0015
648,3;-5,00E-04;0,0016
648,2;-0,0004;0,0017
648,1;-4,00E-04;0,0017
648;-0,0004;0,0017
647,9;-4,00E-04;0,0016
647,8;-0,0004;0,0016
647,7;-4,00E-04;0,0016
647,6;-0,0003;0,0016
647,5;-3,00E-04;0,0016
647,4;-0,0003;0,0017
647,3;-4,00E-04;0,0016
647,2;-0,0006;0,0015
647,1;-8,00E-04;0,0016
647;-0,0007;0,0014
646,9;-5,00E-04;0,0016
646,8;-0,0004;0,0015
646,7;-3,00E-04;0,0015
646,6;-0,0004;0,0015
646,5;-5,00E-04;0,0014
646,4;-0,0006;0,0014
646,3;-4,00E-04;0,0013
646,2;-0,0005;0,0013
646,1;-5,00E-04;0,0015
646;-0,0005;0,0016
645,9;-5,00E-04;0,0016
645,8;-0,0005;0,0016
645,7;-3,00E-04;0,0016
645,6;-0,0003;0,0015
645,5;-5,00E-04;0,0013
645,4;-0,0004;0,0015
645,3;-4,00E-04;0,0014
645,2;-0,0003;0,0015
645,1;-3,00E-04;0,0015
645;-0,0004;0,0014
644,9;-4,00E-04;0,0015
644,8;-0,0006;0,0016
644,7;-6,00E-04;0,0016
644,6;-0,0003;0,0017
644,5;-4,00E-04;0,0017
644,4;-0,0003;0,0016
644,3;-4,00E-04;0,0016
644,2;-0,0003;0,0017
644,1;-4,00E-04;0,0015
644;-0,0004;0,0015
643,9;-4,00E-04;0,0015
643,8;-0,0007;0,0013
643,7;-6,00E-04;0,0014
643,6;-0,0006;0,0013
643,5;-5,00E-04;0,0014
643,4;-0,0007;0,0013
643,3;-5,00E-04;0,0015
643,2;-0,0007;0,0014
643,1;-6,00E-04;0,0014
643;-0,0004;0,0014
642,9;-6,00E-04;0,0013
642,8;-0,0006;0,0014
642,7;-5,00E-04;0,0014
642,6;-0,0005;0,0014
642,5;-6,00E-04;0,0014
642,4;-0,0006;0,0014
642,3;-7,00E-04;0,0015
642,2;-0,0007;0,0013
642,1;-6,00E-04;0,0015
642;-0,0007;0,0015
641,9;-8,00E-04;0,0014
641,8;-0,0006;0,0014
641,7;-6,00E-04;0,0013
641,6;-0,0005;0,0014
641,5;-5,00E-04;0,0014
641,4;-0,0005;0,0014
641,3;-6,00E-04;0,0014
641,2;-0,0007;0,0014
641,1;-6,00E-04;0,0014
641;-0,0007;0,0014
640,9;-5,00E-04;0,0015
640,8;-0,0004;0,0015
640,7;-6,00E-04;0,0015
640,6;-0,0007;0,0014
640,5;-6,00E-04;0,0014
640,4;-0,0006;0,0012
640,3;-5,00E-04;0,0012
640,2;-0,0005;0,0013
640,1;-6,00E-04;0,0013
640;-0,0006;0,0013
639,9;-5,00E-04;0,0014
639,8;-0,0005;0,0016
639,7;-5,00E-04;0,0015
639,6;-0,0005;0,0016
639,5;-5,00E-04;0,0014
639,4;-0,0005;0,0013
639,3;-5,00E-04;0,0014
639,2;-0,0005;0,0015
639,1;-5,00E-04;0,0016
639;-0,0006;0,0015
638,9;-5,00E-04;0,0015
638,8;-0,0004;0,0015
638,7;-3,00E-04;0,0015
638,6;-0,0004;0,0015
638,5;-4,00E-04;0,0015
638,4;-0,0005;0,0014
638,3;-7,00E-04;0,0013
638,2;-0,0008;0,0013
638,1;-8,00E-04;0,0011
638;-0,0006;0,0012
637,9;-5,00E-04;0,0015
637,8;-0,0005;0,0014
637,7;-6,00E-04;0,0015
637,6;-0,0006;0,0015
637,5;-3,00E-04;0,0015
637,4;-0,0004;0,0016
637,3;-5,00E-04;0,0015
637,2;-0,0004;0,0015
637,1;-4,00E-04;0,0014
637;-0,0003;0,0015
636,9;-3,00E-04;0,0014
636,8;-0,0002;0,0015
636,7;-4,00E-04;0,0014
636,6;-0,0005;0,0015
636,5;-4,00E-04;0,0016
636,4;-0,0007;0,0014
636,3;-5,00E-04;0,0014
636,2;-0,0004;0,0014
636,1;-5,00E-04;0,0013
636;-0,0004;0,0015
635,9;-4,00E-04;0,0016
635,8;-0,0004;0,0015
635,7;-3,00E-04;0,0016
635,6;-0,0004;0,0014
635,5;-6,00E-04;0,0013
635,4;-0,0007;0,0013
635,3;-5,00E-04;0,0014
635,2;-0,0004;0,0014
635,1;-4,00E-04;0,0014
635;-0,0004;0,0015
634,9;-6,00E-04;0,0014
634,8;-0,0008;0,0012
634,7;-7,00E-04;0,0013
634,6;-0,0005;0,0014
634,5;-4,00E-04;0,0014
634,4;-0,0003;0,0014
634,3;-5,00E-04;0,0014
634,2;-0,0007;0,0013
634,1;-4,00E-04;0,0016
634;-0,0006;0,0015
633,9;-4,00E-04;0,0013
633,8;-0,0001;0,0014
633,7;-2,00E-04;0,0014
633,6;-0,0002;0,0014
633,5;-3,00E-04;0,0014
633,4;-0,0003;0,0015
633,3;-5,00E-04;0,0013
