wavelength;s1.4;s2.4;s3.4;s4.4;s5.4;s6.4;s7.4
589,1;0,0028;0,0045;0,0043;0,0027;0,0063;0,0029;0,005
589,2;0,0028;0,0043;0,0043;0,0026;0,0063;0,0027;0,005
589,3;0,0028;0,0043;0,0043;0,0026;0,0064;0,0028;0,0049
589,4;0,0029;0,0043;0,0044;0,0026;0,0064;0,0027;0,0049
589,5;0,0028;0,0043;0,0044;0,0026;0,0063;0,0028;0,0048
589,6;0,0027;0,0043;0,0043;0,0026;0,0062;0,0027;0,0047
589,7;0,0027;0,0043;0,0043;0,0026;0,0062;0,0027;0,0048
589,8;0,0026;0,0043;0,0042;0,0025;0,0061;0,0025;0,0047
589,9;0,0028;0,0043;0,0042;0,0025;0,0062;0,0025;0,0048
590;0,0027;0,0042;0,0042;0,0026;0,0061;0,0025;0,0048
590,1;0,0027;0,0042;0,0042;0,0026;0,0061;0,0025;0,0047
590,2;0,0027;0,0043;0,0041;0,0028;0,0061;0,0028;0,0047
590,3;0,0027;0,0043;0,0041;0,0028;0,0062;0,0028;0,0048
590,4;0,0026;0,0042;0,0041;0,0026;0,0062;0,0026;0,0048
590,5;0,0027;0,0042;0,0041;0,0026;0,0062;0,0026;0,0047
590,6;0,0027;0,004;0,0041;0,0025;0,0062;0,0024;0,0047
590,7;0,0026;0,0039;0,0042;0,0024;0,0061;0,0024;0,0047
590,8;0,0026;0,0039;0,0041;0,0025;0,006;0,0024;0,0047
590,9;0,0025;0,004;0,0041;0,0025;0,006;0,0025;0,0047
591;0,0025;0,0041;0,0041;0,0025;0,006;0,0025;0,0046
591,1;0,0026;0,0042;0,004;0,0025;0,006;0,0026;0,0046
591,2;0,0026;0,0041;0,004;0,0023;0,006;0,0024;0,0045
591,3;0,0026;0,0041;0,004;0,0023;0,0059;0,0024;0,0045
591,4;0,0026;0,004;0,0039;0,0023;0,0059;0,0024;0,0046
591,5;0,0025;0,0039;0,004;0,0023;0,0059;0,0023;0,0045
591,6;0,0027;0,0039;0,004;0,0023;0,0059;0,0023;0,0047
591,7;0,0027;0,0038;0,004;0,0024;0,006;0,0023;0,0047
591,8;0,0025;0,0038;0,004;0,0024;0,0059;0,0024;0,0045
591,9;0,0025;0,0039;0,004;0,0024;0,006;0,0024;0,0046
592;0,0023;0,004;0,0039;0,0024;0,0059;0,0024;0,0044
592,1;0,0023;0,004;0,004;0,0024;0,0058;0,0024;0,0044
592,2;0,0023;0,0039;0,0038;0,0023;0,0057;0,0023;0,0043
592,3;0,0023;0,0038;0,0038;0,0022;0,0057;0,0022;0,0043
592,4;0,0024;0,0038;0,0037;0,0022;0,0056;0,0021;0,0043
592,5;0,0024;0,0038;0,0036;0,0021;0,0056;0,002;0,0044
592,6;0,0025;0,0039;0,0037;0,0022;0,0057;0,0021;0,0045
592,7;0,0024;0,0038;0,0037;0,0021;0,0057;0,0021;0,0045
592,8;0,0024;0,0038;0,0037;0,0022;0,0057;0,0021;0,0045
592,9;0,0023;0,0038;0,0037;0,0022;0,0057;0,0022;0,0045
593;0,0022;0,0038;0,0036;0,0022;0,0056;0,0022;0,0043
593,1;0,0023;0,0038;0,0038;0,0022;0,0057;0,0022;0,0045
593,2;0,0024;0,0037;0,0038;0,002;0,0057;0,0021;0,0044
593,3;0,0024;0,0038;0,0038;0,0021;0,0057;0,0021;0,0044
593,4;0,0025;0,0037;0,0039;0,002;0,0058;0,0021;0,0046
593,5;0,0024;0,0038;0,0038;0,0021;0,0057;0,0022;0,0044
593,6;0,0023;0,0039;0,0037;0,0023;0,0056;0,0023;0,0043
593,7;0,0023;0,0039;0,0036;0,0022;0,0056;0,0023;0,0043
593,8;0,0022;0,0039;0,0035;0,0023;0,0055;0,0024;0,0041
593,9;0,0022;0,0039;0,0035;0,0022;0,0056;0,0022;0,0042
594;0,0022;0,0038;0,0036;0,0022;0,0055;0,0022;0,0041
594,1;0,0022;0,0038;0,0035;0,0021;0,0055;0,0022;0,0041
594,2;0,0022;0,0038;0,0036;0,0021;0,0056;0,0022;0,0042
594,3;0,0022;0,0037;0,0035;0,002;0,0054;0,0021;0,0041
594,4;0,0022;0,0036;0,0036;0,0019;0,0055;0,002;0,0042
594,5;0,0022;0,0036;0,0036;0,0019;0,0055;0,002;0,0042
594,6;0,0022;0,0036;0,0036;0,0019;0,0054;0,002;0,0042
594,7;0,0022;0,0035;0,0036;0,0017;0,0054;0,0019;0,0041
594,8;0,0022;0,0035;0,0035;0,0017;0,0054;0,0019;0,0042
594,9;0,0022;0,0035;0,0034;0,0018;0,0054;0,0019;0,0042
595;0,0021;0,0036;0,0034;0,0019;0,0054;0,0019;0,0041
595,1;0,0021;0,0036;0,0033;0,002;0,0054;0,002;0,0041
595,2;0,002;0,0036;0,0033;0,002;0,0053;0,002;0,004
595,3;0,002;0,0036;0,0034;0,002;0,0054;0,002;0,0041
595,4;0,0021;0,0036;0,0034;0,002;0,0053;0,002;0,004
595,5;0,0021;0,0036;0,0034;0,002;0,0054;0,002;0,004
595,6;0,0021;0,0037;0,0034;0,0021;0,0053;0,0021;0,004
595,7;0,0022;0,0037;0,0034;0,0021;0,0054;0,0021;0,0042
595,8;0,002;0,0037;0,0032;0,0021;0,0053;0,0021;0,004
595,9;0,0021;0,0036;0,0033;0,0021;0,0053;0,0021;0,0041
596;0,002;0,0035;0,0032;0,002;0,0052;0,0021;0,0039
596,1;0,002;0,0035;0,0033;0,002;0,0052;0,0021;0,0039
596,2;0,0019;0,0035;0,0032;0,002;0,0051;0,0021;0,0038
596,3;0,0018;0,0034;0,0032;0,0019;0,0051;0,002;0,0037
596,4;0,0018;0,0035;0,0032;0,0019;0,0051;0,002;0,0037
596,5;0,0018;0,0035;0,0031;0,0019;0,0051;0,0019;0,0036
596,6;0,0019;0,0035;0,0033;0,0019;0,0053;0,0019;0,0038
596,7;0,0019;0,0035;0,0033;0,0018;0,0052;0,0019;0,0038
596,8;0,0019;0,0035;0,0033;0,0018;0,0052;0,0018;0,0038
596,9;0,002;0,0035;0,0034;0,0018;0,0053;0,0018;0,0039
597;0,0018;0,0034;0,0032;0,0018;0,0052;0,0017;0,0038
597,1;0,0018;0,0034;0,0032;0,0017;0,0052;0,0017;0,0038
597,2;0,0018;0,0034;0,0032;0,0017;0,0052;0,0018;0,0038
597,3;0,0018;0,0033;0,0032;0,0016;0,0051;0,0017;0,0038
597,4;0,0018;0,0034;0,0032;0,0017;0,0051;0,0018;0,0039
597,5;0,0019;0,0033;0,0033;0,0017;0,0052;0,0018;0,004
597,6;0,0019;0,0033;0,0032;0,0016;0,0051;0,0018;0,004
597,7;0,0018;0,0033;0,0031;0,0016;0,0051;0,0017;0,0038
597,8;0,0018;0,0033;0,0031;0,0016;0,005;0,0017;0,0038
597,9;0,0019;0,0034;0,003;0,0017;0,0051;0,0018;0,0038
598;0,0018;0,0033;0,003;0,0017;0,0051;0,0017;0,0038
598,1;0,0017;0,0034;0,0029;0,0018;0,0049;0,0019;0,0037
598,2;0,0018;0,0032;0,003;0,0017;0,005;0,0017;0,0038
598,3;0,0017;0,0033;0,003;0,0018;0,005;0,0017;0,0038
598,4;0,0017;0,0032;0,0031;0,0017;0,005;0,0016;0,0037
598,5;0,0018;0,0032;0,0031;0,0017;0,0051;0,0016;0,0038
598,6;0,0017;0,0032;0,0031;0,0017;0,0051;0,0016;0,0037
598,7;0,0017;0,0031;0,003;0,0015;0,005;0,0016;0,0036
598,8;0,0017;0,003;0,003;0,0015;0,0051;0,0016;0,0036
598,9;0,0018;0,003;0,0031;0,0014;0,005;0,0015;0,0036
599;0,0018;0,003;0,003;0,0014;0,005;0,0016;0,0036
599,1;0,0018;0,0031;0,003;0,0015;0,005;0,0016;0,0036
599,2;0,0018;0,0032;0,0031;0,0016;0,005;0,0015;0,0036
599,3;0,0018;0,0031;0,0031;0,0015;0,005;0,0013;0,0037
599,4;0,0017;0,0031;0,0031;0,0015;0,0051;0,0013;0,0037
599,5;0,0017;0,0031;0,003;0,0016;0,005;0,0013;0,0036
599,6;0,0017;0,003;0,0029;0,0015;0,0051;0,0013;0,0037
599,7;0,0016;0,003;0,0028;0,0015;0,005;0,0013;0,0036
599,8;0,0016;0,003;0,0028;0,0016;0,0049;0,0014;0,0036
599,9;0,0015;0,003;0,0029;0,0016;0,0049;0,0014;0,0036
600;0,0014;0,0031;0,0028;0,0017;0,0048;0,0015;0,0035
600,1;0,0013;0,0031;0,0027;0,0016;0,0048;0,0015;0,0034
600,2;0,0014;0,0031;0,0029;0,0015;0,0049;0,0015;0,0035
600,3;0,0015;0,003;0,0029;0,0015;0,0049;0,0015;0,0035
600,4;0,0017;0,0031;0,003;0,0015;0,005;0,0015;0,0036
600,5;0,0017;0,0031;0,003;0,0016;0,0049;0,0015;0,0036
600,6;0,0017;0,0031;0,003;0,0015;0,0049;0,0015;0,0036
600,7;0,0016;0,0031;0,003;0,0014;0,0049;0,0015;0,0035
600,8;0,0016;0,0031;0,0029;0,0014;0,0048;0,0014;0,0035
600,9;0,0016;0,0032;0,0029;0,0015;0,0048;0,0015;0,0035
601;0,0016;0,0032;0,0028;0,0015;0,0047;0,0014;0,0034
601,1;0,0016;0,0031;0,0027;0,0015;0,0047;0,0014;0,0034
601,2;0,0016;0,0031;0,0027;0,0016;0,0047;0,0014;0,0033
601,3;0,0015;0,003;0,0026;0,0016;0,0046;0,0014;0,0033
601,4;0,0014;0,003;0,0025;0,0016;0,0045;0,0014;0,0033
601,5;0,0014;0,003;0,0026;0,0016;0,0045;0,0014;0,0032
601,6;0,0013;0,0029;0,0026;0,0015;0,0045;0,0013;0,0033
601,7;0,0016;0,0029;0,0028;0,0014;0,0047;0,0013;0,0035
601,8;0,0016;0,0029;0,0029;0,0014;0,0047;0,0013;0,0035
601,9;0,0016;0,0028;0,0028;0,0012;0,0048;0,0013;0,0035
602;0,0016;0,0028;0,0028;0,0012;0,0048;0,0012;0,0035
602,1;0,0015;0,0029;0,0027;0,0013;0,0048;0,0012;0,0034
602,2;0,0014;0,0029;0,0027;0,0013;0,0048;0,0013;0,0032
602,3;0,0014;0,003;0,0027;0,0015;0,0047;0,0013;0,0032
602,4;0,0015;0,003;0,0028;0,0015;0,0049;0,0013;0,0034
602,5;0,0015;0,003;0,0028;0,0015;0,0048;0,0013;0,0034
602,6;0,0015;0,003;0,0027;0,0015;0,0048;0,0013;0,0035
602,7;0,0016;0,0029;0,0027;0,0014;0,0048;0,0012;0,0034
602,8;0,0015;0,0029;0,0026;0,0013;0,0046;0,0013;0,0033
602,9;0,0015;0,003;0,0026;0,0012;0,0046;0,0013;0,0033
603;0,0014;0,0029;0,0026;0,0012;0,0046;0,0012;0,0033
603,1;0,0014;0,003;0,0027;0,0013;0,0046;0,0012;0,0033
603,2;0,0014;0,0029;0,0027;0,0013;0,0046;0,0012;0,0033
603,3;0,0014;0,0028;0,0027;0,0012;0,0046;0,0011;0,0033
603,4;0,0015;0,0027;0,0026;0,0012;0,0046;0,0011;0,0033
603,5;0,0015;0,0027;0,0026;0,0012;0,0046;0,0011;0,0033
603,6;0,0015;0,0027;0,0026;0,0012;0,0046;0,0011;0,0032
603,7;0,0014;0,0027;0,0026;0,0011;0,0046;0,0011;0,0032
603,8;0,0015;0,0028;0,0026;0,0013;0,0045;0,0013;0,0032
603,9;0,0014;0,0028;0,0025;0,0013;0,0045;0,0013;0,0032
604;0,0013;0,0027;0,0024;0,0013;0,0044;0,0012;0,0031
604,1;0,0013;0,0028;0,0025;0,0013;0,0044;0,0012;0,0032
604,2;0,0014;0,0028;0,0026;0,0013;0,0045;0,0013;0,0032
604,3;0,0014;0,0029;0,0026;0,0014;0,0044;0,0012;0,0031
604,4;0,0014;0,0029;0,0025;0,0013;0,0044;0,0012;0,0032
604,5;0,0015;0,0027;0,0025;0,0012;0,0044;0,001;0,0031
604,6;0,0015;0,0027;0,0025;0,0012;0,0044;0,001;0,0031
604,7;0,0014;0,0026;0,0024;0,0011;0,0044;0,0009;0,0031
604,8;0,0015;0,0027;0,0026;0,0012;0,0045;0,001;0,0032
604,9;0,0014;0,0027;0,0026;0,0012;0,0045;0,0011;0,0032
605;0,0014;0,0028;0,0026;0,0013;0,0045;0,0012;0,0032
605,1;0,0013;0,0028;0,0026;0,0012;0,0045;0,0012;0,0031
605,2;0,0012;0,0028;0,0025;0,0013;0,0044;0,0012;0,003
605,3;0,0013;0,0028;0,0025;0,0012;0,0045;0,0012;0,0032
605,4;0,0014;0,0028;0,0025;0,0013;0,0044;0,0011;0,0032
605,5;0,0014;0,0027;0,0025;0,0013;0,0044;0,0011;0,0032
605,6;0,0013;0,0027;0,0025;0,0012;0,0045;0,0011;0,0032
605,7;0,0013;0,0027;0,0025;0,0012;0,0045;0,001;0,0031
605,8;0,0012;0,0027;0,0024;0,0011;0,0044;0,001;0,003
605,9;0,0012;0,0027;0,0023;0,0012;0,0044;0,001;0,003
606;0,0012;0,0027;0,0023;0,0013;0,0044;0,001;0,0029
606,1;0,0011;0,0026;0,0022;0,0012;0,0043;0,0011;0,0029
606,2;0,0012;0,0025;0,0022;0,0011;0,0043;0,001;0,003
606,3;0,0012;0,0025;0,0022;0,001;0,0042;0,001;0,003
606,4;0,0012;0,0025;0,0023;0,001;0,0042;0,0009;0,003
606,5;0,0013;0,0025;0,0024;0,001;0,0043;0,0009;0,0031
606,6;0,0013;0,0025;0,0024;0,001;0,0043;0,0009;0,003
606,7;0,0014;0,0026;0,0024;0,0012;0,0043;0,001;0,0029
606,8;0,0013;0,0026;0,0023;0,0011;0,0042;0,001;0,003
606,9;0,0012;0,0027;0,0023;0,0011;0,0042;0,001;0,0029
607;0,0012;0,0027;0,0022;0,0011;0,0043;0,001;0,0029
607,1;0,0011;0,0027;0,0022;0,0011;0,0042;0,001;0,0029
607,2;0,0011;0,0026;0,0022;0,0011;0,0042;0,001;0,0029
607,3;0,0011;0,0026;0,0023;0,0011;0,0041;0,001;0,0029
607,4;0,0011;0,0026;0,0022;0,0011;0,004;0,0009;0,0029
607,5;0,0011;0,0026;0,0023;0,0011;0,0041;0,001;0,0029
607,6;0,0012;0,0027;0,0023;0,0011;0,0042;0,001;0,0029
607,7;0,0011;0,0027;0,0022;0,001;0,0041;0,001;0,0028
607,8;0,0012;0,0027;0,0023;0,001;0,0042;0,001;0,0029
607,9;0,0012;0,0027;0,0023;0,0011;0,0042;0,001;0,0029
608;0,0012;0,0027;0,0023;0,001;0,0042;0,0009;0,0029
608,1;0,0011;0,0026;0,0023;0,0011;0,0042;0,001;0,0029
608,2;0,0011;0,0026;0,0023;0,001;0,0042;0,001;0,0029
608,3;0,001;0,0026;0,0022;0,0009;0,0041;0,001;0,0028
608,4;0,001;0,0026;0,0022;0,001;0,0041;0,001;0,0028
608,5;0,0012;0,0026;0,0022;0,001;0,0042;0,001;0,0029
608,6;0,001;0,0026;0,0022;0,0011;0,0041;0,001;0,0028
608,7;0,0011;0,0026;0,0023;0,0011;0,0042;0,0009;0,0029
608,8;0,0011;0,0025;0,0023;0,0012;0,0042;0,0009;0,0029
608,9;0,0011;0,0026;0,0023;0,0012;0,0042;0,0009;0,0029
609;0,0012;0,0025;0,0024;0,0011;0,0043;0,0009;0,003
609,1;0,0011;0,0025;0,0023;0,0011;0,0043;0,0009;0,0029
609,2;0,0011;0,0025;0,0023;0,001;0,0042;0,0009;0,0029
609,3;0,001;0,0026;0,0022;0,0009;0,0041;0,0009;0,0028
609,4;0,001;0,0025;0,0022;0,0009;0,0041;0,0009;0,0028
609,5;0,001;0,0026;0,0022;0,001;0,0041;0,001;0,0028
609,6;0,0011;0,0026;0,0023;0,0011;0,0041;0,001;0,0027
609,7;0,0011;0,0026;0,0022;0,0011;0,0041;0,0009;0,0027
609,8;0,001;0,0026;0,0023;0,0011;0,004;0,001;0,0026
609,9;0,001;0,0026;0,0023;0,001;0,004;0,0009;0,0026
610;0,001;0,0025;0,0023;0,0009;0,004;0,0007;0,0026
610,1;0,001;0,0024;0,0023;0,0009;0,0041;0,0008;0,0026
610,2;0,0011;0,0024;0,0022;0,0008;0,0041;0,0007;0,0027
610,3;0,001;0,0024;0,0021;0,0008;0,004;0,0007;0,0026
610,4;0,001;0,0024;0,0021;0,0009;0,004;0,0008;0,0027
610,5;0,0009;0,0025;0,002;0,0009;0,0039;0,001;0,0026
610,6;0,0009;0,0024;0,002;0,0009;0,0039;0,001;0,0026
610,7;0,0009;0,0025;0,0021;0,0011;0,004;0,0011;0,0027
610,8;0,001;0,0025;0,0022;0,0011;0,004;0,001;0,0028
610,9;0,0009;0,0025;0,0021;0,0011;0,0039;0,0009;0,0027
611;0,0009;0,0025;0,0021;0,0011;0,0039;0,0008;0,0027
611,1;0,0009;0,0024;0,0021;0,0009;0,0039;0,0008;0,0027
611,2;0,0009;0,0024;0,0021;0,0009;0,004;0,0007;0,0027
611,3;0,0009;0,0023;0,0021;0,0009;0,004;0,0007;0,0026
611,4;0,001;0,0024;0,002;0,0009;0,004;0,0008;0,0026
611,5;0,001;0,0023;0,002;0,0008;0,0039;0,0007;0,0027
611,6;0,001;0,0024;0,0021;0,0009;0,0039;0,0009;0,0027
611,7;0,0009;0,0024;0,0021;0,0009;0,0039;0,0008;0,0027
611,8;0,0009;0,0024;0,0022;0,0009;0,0039;0,0008;0,0027
611,9;0,0008;0,0023;0,0022;0,0009;0,004;0,0008;0,0027
612;0,0007;0,0023;0,0021;0,0009;0,0039;0,0008;0,0026
612,1;0,0006;0,0022;0,002;0,0008;0,0037;0,0007;0,0025
612,2;0,0008;0,0022;0,0022;0,0008;0,0039;0,0007;0,0028
612,3;0,0009;0,0022;0,0022;0,0008;0,0039;0,0008;0,0028
612,4;0,001;0,0023;0,0022;0,0008;0,0039;0,0008;0,0027
612,5;0,001;0,0023;0,0022;0,0008;0,004;0,0008;0,0027
612,6;0,0009;0,0023;0,0021;0,0009;0,0039;0,0008;0,0026
612,7;0,0008;0,0022;0,002;0,0008;0,0038;0,0006;0,0025
612,8;0,0008;0,0022;0,0021;0,0008;0,0037;0,0005;0,0026
612,9;0,0009;0,0022;0,0022;0,0009;0,0037;0,0005;0,0026
613;0,0008;0,0021;0,0021;0,0008;0,0038;0,0005;0,0026
613,1;0,0009;0,0023;0,0022;0,0009;0,0039;0,0007;0,0027
613,2;0,0009;0,0023;0,0021;0,0008;0,004;0,0007;0,0026
613,3;0,0009;0,0023;0,0021;0,0008;0,004;0,0007;0,0027
613,4;0,001;0,0024;0,0022;0,0009;0,004;0,0008;0,0027
613,5;0,0009;0,0024;0,0021;0,0009;0,0039;0,0008;0,0027
613,6;0,0009;0,0024;0,002;0,0009;0,0038;0,0008;0,0026
613,7;0,0009;0,0024;0,002;0,0009;0,0038;0,0008;0,0025
613,8;0,0008;0,0024;0,002;0,0009;0,0038;0,0008;0,0025
613,9;0,0008;0,0024;0,002;0,0009;0,0038;0,0008;0,0024
614;0,0009;0,0022;0,0021;0,0009;0,0039;0,0007;0,0025
614,1;0,001;0,0021;0,0021;0,0008;0,004;0,0006;0,0026
614,2;0,001;0,0021;0,0021;0,0007;0,004;0,0005;0,0026
614,3;0,001;0,0021;0,002;0,0007;0,0039;0,0004;0,0026
614,4;0,0008;0,0022;0,0018;0,0007;0,0038;0,0006;0,0025
614,5;0,0008;0,0022;0,0018;0,0007;0,0037;0,0006;0,0025
614,6;0,0008;0,0022;0,0019;0,0007;0,0039;0,0006;0,0026
614,7;0,0008;0,0022;0,002;0,0007;0,0039;0,0007;0,0026
614,8;0,0008;0,0022;0,002;0,0007;0,0039;0,0007;0,0026
614,9;0,0009;0,0023;0,0022;0,0008;0,0039;0,0007;0,0027
615;0,0008;0,0023;0,0021;0,0007;0,0038;0,0007;0,0025
615,1;0,0008;0,0023;0,0021;0,0007;0,0038;0,0006;0,0025
615,2;0,0008;0,0021;0,0021;0,0006;0,0038;0,0006;0,0024
615,3;0,0008;0,0021;0,002;0,0006;0,0038;0,0006;0,0024
615,4;0,0009;0,0022;0,0021;0,0007;0,0038;0,0007;0,0026
615,5;0,0008;0,0022;0,002;0,0007;0,0038;0,0007;0,0026
615,6;0,0008;0,0022;0,002;0,0007;0,0038;0,0007;0,0026
615,7;0,0008;0,0021;0,002;0,0006;0,0037;0,0006;0,0026
615,8;0,0007;0,002;0,0019;0,0006;0,0037;0,0006;0,0024
615,9;0,0007;0,0021;0,002;0,0005;0,0036;0,0006;0,0024
616;0,0007;0,002;0,002;0,0006;0,0037;0,0006;0,0024
616,1;0,0007;0,002;0,0019;0,0006;0,0037;0,0005;0,0023
616,2;0,0007;0,002;0,0019;0,0006;0,0037;0,0005;0,0024
616,3;0,0007;0,002;0,0019;0,0006;0,0037;0,0005;0,0024
616,4;0,0007;0,0021;0,0019;0,0007;0,0037;0,0006;0,0024
616,5;0,0008;0,0021;0,002;0,0006;0,0038;0,0007;0,0026
616,6;0,0008;0,002;0,002;0,0005;0,0037;0,0006;0,0025
616,7;0,0008;0,0022;0,002;0,0006;0,0037;0,0007;0,0025
616,8;0,0008;0,0021;0,002;0,0005;0,0037;0,0006;0,0024
616,9;0,0007;0,0021;0,0019;0,0005;0,0037;0,0006;0,0024
617;0,0007;0,0021;0,0019;0,0006;0,0038;0,0005;0,0024
617,1;0,0007;0,002;0,0019;0,0005;0,0038;0,0004;0,0024
617,2;0,0008;0,002;0,002;0,0005;0,0039;0,0004;0,0025
617,3;0,0008;0,0022;0,002;0,0006;0,0039;0,0005;0,0025
617,4;0,0009;0,0022;0,0021;0,0007;0,0038;0,0005;0,0025
617,5;0,0009;0,0021;0,002;0,0006;0,0038;0,0005;0,0026
617,6;0,0007;0,0021;0,0019;0,0006;0,0036;0,0005;0,0025
617,7;0,0007;0,002;0,0019;0,0005;0,0036;0,0004;0,0025
617,8;0,0008;0,0021;0,0019;0,0006;0,0037;0,0005;0,0025
617,9;0,0008;0,0021;0,0019;0,0005;0,0037;0,0004;0,0025
618;0,0008;0,0021;0,0019;0,0006;0,0037;0,0005;0,0024
618,1;0,0008;0,0021;0,0019;0,0006;0,0038;0,0005;0,0024
618,2;0,0007;0,0021;0,0018;0,0007;0,0036;0,0005;0,0023
618,3;0,0008;0,0021;0,002;0,0008;0,0038;0,0006;0,0025
618,4;0,0008;0,0021;0,002;0,0008;0,0037;0,0006;0,0025
618,5;0,0008;0,0021;0,002;0,0008;0,0037;0,0006;0,0025
618,6;0,0008;0,0019;0,0021;0,0006;0,0037;0,0005;0,0025
618,7;0,0007;0,002;0,002;0,0006;0,0036;0,0005;0,0024
618,8;0,0007;0,002;0,0019;0,0006;0,0036;0,0005;0,0024
618,9;0,0007;0,002;0,0019;0,0006;0,0036;0,0005;0,0024
619;0,0008;0,0021;0,002;0,0007;0,0036;0,0005;0,0024
619,1;0,0007;0,0021;0,002;0,0008;0,0036;0,0005;0,0024
619,2;0,0006;0,0021;0,0019;0,0008;0,0036;0,0005;0,0023
619,3;0,0007;0,0019;0,0019;0,0007;0,0035;0,0003;0,0023
619,4;0,0007;0,0019;0,0019;0,0007;0,0036;0,0004;0,0024
619,5;0,0007;0,002;0,0018;0,0006;0,0037;0,0005;0,0024
619,6;0,0008;0,002;0,0019;0,0005;0,0037;0,0005;0,0025
619,7;0,0007;0,0019;0,0018;0,0003;0,0036;0,0004;0,0024
619,8;0,0007;0,002;0,0018;0,0003;0,0036;0,0003;0,0025
619,9;0,0007;0,0021;0,0018;0,0004;0,0035;0,0004;0,0025
620;0,0007;0,002;0,0018;0,0005;0,0035;0,0004;0,0024
620,1;0,0006;0,002;0,0018;0,0005;0,0034;0,0004;0,0024
620,2;0,0006;0,002;0,0019;0,0005;0,0034;0,0004;0,0023
620,3;0,0006;0,002;0,0017;0,0006;0,0033;0,0004;0,0022
620,4;0,0007;0,002;0,0018;0,0006;0,0034;0,0004;0,0023
620,5;0,0008;0,0021;0,0019;0,0006;0,0036;0,0005;0,0025
620,6;0,0008;0,002;0,002;0,0005;0,0037;0,0005;0,0026
620,7;0,0008;0,002;0,002;0,0004;0,0038;0,0005;0,0026
620,8;0,0007;0,002;0,0019;0,0005;0,0037;0,0005;0,0025
620,9;0,0007;0,002;0,0019;0,0005;0,0036;0,0005;0,0024
621;0,0006;0,002;0,0017;0,0005;0,0035;0,0003;0,0023
621,1;0,0006;0,002;0,0017;0,0007;0,0035;0,0004;0,0022
621,2;0,0006;0,0021;0,0017;0,0007;0,0034;0,0004;0,0022
621,3;0,0006;0,0021;0,0017;0,0007;0,0034;0,0004;0,0022
621,4;0,0006;0,002;0,0018;0,0006;0,0035;0,0004;0,0022
621,5;0,0006;0,002;0,0018;0,0004;0,0034;0,0003;0,0022
621,6;0,0005;0,0019;0,0018;0,0003;0,0035;0,0002;0,0023
621,7;0,0005;0,0019;0,0018;0,0004;0,0034;0,0002;0,0023
621,8;0,0004;0,0018;0,0018;0,0004;0,0034;0,0002;0,0024
621,9;0,0004;0,0019;0,0018;0,0006;0,0034;0,0003;0,0024
622;0,0004;0,0019;0,0018;0,0006;0,0033;0,0003;0,0024
622,1;0,0004;0,002;0,0018;0,0006;0,0033;0,0003;0,0023
622,2;0,0005;0,0019;0,0017;0,0006;0,0034;0,0003;0,0022
622,3;0,0004;0,0019;0,0017;0,0006;0,0034;0,0002;0,0022
622,4;0,0004;0,002;0,0015;0,0007;0,0033;0,0003;0,0021
622,5;0,0004;0,0019;0,0015;0,0006;0,0033;0,0004;0,002
622,6;0,0005;0,0019;0,0017;0,0006;0,0034;0,0004;0,0021
622,7;0,0005;0,0019;0,0016;0,0005;0,0034;0,0004;0,0021
622,8;0,0005;0,0019;0,0017;0,0005;0,0034;0,0005;0,0021
622,9;0,0006;0,0019;0,0018;0,0005;0,0035;0,0004;0,0023
623;0,0006;0,0019;0,0018;0,0006;0,0035;0,0005;0,0023
623,1;0,0005;0,002;0,0018;0,0006;0,0034;0,0005;0,0024
623,2;0,0006;0,002;0,0017;0,0005;0,0034;0,0004;0,0024
623,3;0,0005;0,0021;0,0016;0,0006;0,0033;0,0005;0,0023
623,4;0,0005;0,002;0,0016;0,0004;0,0033;0,0004;0,0023
623,5;0,0005;0,0019;0,0016;0,0004;0,0033;0,0004;0,0022
623,6;0,0004;0,0019;0,0016;0,0006;0,0033;0,0005;0,0022
623,7;0,0006;0,0018;0,0016;0,0005;0,0034;0,0004;0,0023
623,8;0,0006;0,0019;0,0016;0,0006;0,0034;0,0005;0,0023
623,9;0,0006;0,0019;0,0016;0,0005;0,0034;0,0005;0,0022
624;0,0006;0,002;0,0016;0,0005;0,0034;0,0006;0,0023
624,1;0,0006;0,002;0,0016;0,0004;0,0034;0,0006;0,0023
624,2;0,0005;0,002;0,0015;0,0004;0,0033;0,0006;0,0022
624,3;0,0004;0,0019;0,0016;0,0003;0,0033;0,0004;0,0022
624,4;0,0004;0,0018;0,0016;0,0003;0,0033;0,0004;0,0022
624,5;0,0004;0,0018;0,0016;0,0003;0,0033;0,0004;0,0022
624,6;0,0005;0,0018;0,0016;0,0004;0,0034;0,0003;0,0021
624,7;0,0005;0,0019;0,0015;0,0005;0,0034;0,0005;0,0021
624,8;0,0006;0,002;0,0015;0,0005;0,0034;0,0004;0,0022
624,9;0,0005;0,0019;0,0015;0,0004;0,0034;0,0003;0,0022
625;0,0003;0,002;0,0014;0,0003;0,0032;0,0004;0,0022
625,1;0,0003;0,002;0,0014;0,0002;0,0032;0,0003;0,0021
625,2;0,0003;0,0019;0,0015;0,0003;0,0032;0,0003;0,0021
625,3;0,0003;0,002;0,0015;0,0003;0,0032;0,0003;0,0021
625,4;0,0004;0,0019;0,0016;0,0004;0,0032;0,0004;0,0021
625,5;0,0004;0,002;0,0016;0,0005;0,0032;0,0004;0,0022
625,6;0,0005;0,002;0,0015;0,0005;0,0033;0,0004;0,0022
