wavelength;s1.3;s2.3;s3.3;s4.3;s5.3;s6.3;hcl
325,2;0,0211;0,039;0,0115;0,0252;0,0182;0,0144;0,0023
325,3;0,0219;0,0392;0,0115;0,0258;0,0185;0,0148;0,0023
325,4;0,0226;0,0384;0,0119;0,0252;0,0185;0,0142;0,003
325,5;0,0223;0,0385;0,0121;0,0248;0,0184;0,0146;0,0032
325,6;0,022;0,0381;0,0121;0,0241;0,0181;0,0145;0,0034
325,7;0,0215;0,0386;0,0124;0,024;0,0182;0,015;0,0033
325,8;0,021;0,0392;0,0119;0,0245;0,018;0,0155;0,0026
325,9;0,0212;0,0386;0,0121;0,0245;0,018;0,0149;0,003
326;0,0212;0,0385;0,0119;0,0247;0,0182;0,015;0,0031
326,1;0,021;0,038;0,0118;0,0245;0,0182;0,0144;0,0032
326,2;0,0208;0,0376;0,0122;0,0239;0,0186;0,0144;0,0036
326,3;0,0204;0,0378;0,0118;0,024;0,0185;0,0146;0,0032
326,4;0,0203;0,0378;0,012;0,024;0,0179;0,0143;0,0031
326,5;0,0202;0,0382;0,0114;0,0243;0,0179;0,0142;0,0027
326,6;0,02;0,0383;0,0112;0,0243;0,0176;0,014;0,0028
326,7;0,02;0,0382;0,0112;0,024;0,0173;0,0141;0,0029
326,8;0,02;0,0381;0,011;0,0238;0,0183;0,0144;0,003
326,9;0,02;0,0372;0,0109;0,0235;0,018;0,0144;0,0033
327;0,0203;0,0372;0,0111;0,0237;0,0183;0,0145;0,0033
327,1;0,0207;0,0372;0,0119;0,0242;0,0188;0,0151;0,0033
327,2;0,0204;0,0373;0,0119;0,0244;0,0182;0,015;0,0031
327,3;0,0206;0,0381;0,0122;0,0249;0,0181;0,0152;0,0029
327,4;0,0203;0,0382;0,012;0,0252;0,0176;0,0153;0,0027
327,5;0,0195;0,0383;0,0113;0,0253;0,0173;0,0148;0,0024
327,6;0,0197;0,0384;0,0115;0,0251;0,0175;0,0148;0,0026
327,7;0,0192;0,038;0,0113;0,0248;0,0175;0,0147;0,0023
327,8;0,0197;0,0373;0,0112;0,0243;0,0179;0,0145;0,0026
327,9;0,0203;0,0374;0,0112;0,0241;0,018;0,0141;0,0027
328;0,0205;0,0367;0,0108;0,0241;0,0179;0,0132;0,003
328,1;0,0212;0,0369;0,0107;0,024;0,0182;0,013;0,0035
328,2;0,0205;0,0378;0,0106;0,0246;0,0177;0,0135;0,0028
328,3;0,02;0,0375;0,0105;0,0246;0,0176;0,0135;0,0029
328,4;0,0201;0,0382;0,0104;0,0251;0,0178;0,0146;0,0023
328,5;0,0193;0,0381;0,0103;0,0251;0,0176;0,0148;0,0021
328,6;0,0197;0,0379;0,0105;0,0248;0,0177;0,0144;0,0026
328,7;0,0202;0,0381;0,0109;0,0248;0,0177;0,0145;0,0027
328,8;0,0204;0,0384;0,0113;0,0245;0,0175;0,0148;0,0029
328,9;0,0213;0,0388;0,0115;0,0247;0,0179;0,0147;0,0033
329;0,0216;0,0388;0,0115;0,0251;0,018;0,015;0,0033
329,1;0,0222;0,0386;0,0118;0,0248;0,0182;0,0145;0,0038
329,2;0,0227;0,0384;0,0121;0,0247;0,0186;0,0142;0,0042
329,3;0,0223;0,0383;0,012;0,0248;0,0181;0,0142;0,0039
329,4;0,0218;0,0379;0,0117;0,0241;0,0176;0,0138;0,0038
329,5;0,0211;0,0377;0,0115;0,0237;0,0175;0,0137;0,0035
329,6;0,0203;0,0377;0,0112;0,024;0,0172;0,0136;0,003
329,7;0,0205;0,0383;0,0115;0,0247;0,0174;0,0139;0,0027
329,8;0,0211;0,0388;0,012;0,0253;0,0179;0,0139;0,0027
329,9;0,021;0,0394;0,0119;0,0258;0,0175;0,0142;0,0023
330;0,0211;0,0396;0,0119;0,0258;0,0173;0,0142;0,002
330,1;0,0213;0,0395;0,0121;0,0255;0,0176;0,014;0,0026
330,2;0,0213;0,0394;0,0121;0,0252;0,0174;0,014;0,0027
330,3;0,0217;0,0394;0,0122;0,0253;0,0176;0,0136;0,0031
330,4;0,0222;0,0396;0,0128;0,025;0,0175;0,0136;0,0037
330,5;0,0219;0,0393;0,0125;0,0252;0,0171;0,0135;0,0032
330,6;0,0218;0,0393;0,0127;0,0252;0,0173;0,0134;0,0034
330,7;0,0223;0,04;0,0131;0,0258;0,0171;0,0137;0,0031
330,8;0,0223;0,04;0,0127;0,0263;0,0172;0,0134;0,0028
330,9;0,0229;0,0404;0,0132;0,0265;0,0173;0,0133;0,0031
331;0,0234;0,0405;0,0134;0,027;0,0173;0,0133;0,003
331,1;0,0235;0,0407;0,0135;0,027;0,0172;0,0139;0,0029
331,2;0,0237;0,041;0,0138;0,0269;0,0175;0,0142;0,0028
331,3;0,0236;0,0415;0,0141;0,0271;0,0178;0,0148;0,0024
331,4;0,0239;0,0421;0,0141;0,0273;0,0177;0,015;0,0023
331,5;0,0242;0,0425;0,014;0,0276;0,0175;0,0149;0,002
331,6;0,0244;0,0429;0,0142;0,0284;0,017;0,0148;0,0017
331,7;0,0246;0,0427;0,0145;0,0285;0,0172;0,0145;0,0023
331,8;0,0247;0,0424;0,0144;0,028;0,0172;0,0138;0,0028
331,9;0,0249;0,0426;0,0149;0,028;0,0178;0,0138;0,003
332;0,0246;0,0423;0,0147;0,0275;0,0179;0,0137;0,0033
332,1;0,0248;0,0427;0,0143;0,0276;0,0173;0,0136;0,0027
332,2;0,0249;0,0433;0,0147;0,0279;0,0172;0,0139;0,0026
332,3;0,0251;0,043;0,0145;0,0275;0,017;0,0135;0,0031
332,4;0,0252;0,0433;0,0147;0,0278;0,0171;0,0135;0,0031
332,5;0,0256;0,0439;0,015;0,0283;0,0172;0,0137;0,003
332,6;0,0262;0,0447;0,015;0,0289;0,0174;0,0139;0,0027
332,7;0,0263;0,0447;0,0149;0,0293;0,017;0,0141;0,0024
332,8;0,0272;0,0449;0,0157;0,0295;0,0172;0,014;0,0027
332,9;0,0277;0,0447;0,016;0,029;0,017;0,0134;0,0032
333;0,0281;0,0446;0,0164;0,0292;0,0172;0,0131;0,0036
333,1;0,0286;0,0459;0,017;0,0296;0,0173;0,0132;0,0035
333,2;0,0289;0,0466;0,0168;0,0294;0,0173;0,0131;0,0037
333,3;0,0292;0,0471;0,0168;0,0296;0,0174;0,0131;0,0038
333,4;0,0295;0,0473;0,0171;0,03;0,017;0,0131;0,0035
333,5;0,0298;0,0474;0,0168;0,0301;0,0172;0,0132;0,0034
333,6;0,0304;0,0472;0,0173;0,0305;0,0172;0,013;0,0034
333,7;0,0306;0,048;0,0175;0,0312;0,0171;0,0132;0,003
333,8;0,0307;0,0489;0,0177;0,0314;0,0172;0,0136;0,0028
333,9;0,0309;0,0497;0,0181;0,0326;0,0172;0,0138;0,0023
334;0,0311;0,0504;0,0183;0,0327;0,017;0,0138;0,0021
334,1;0,0322;0,0507;0,019;0,0331;0,0176;0,0141;0,0023
334,2;0,0332;0,0511;0,0193;0,0334;0,0177;0,0142;0,0024
334,3;0,0341;0,0509;0,0199;0,0331;0,0175;0,014;0,0029
334,4;0,0347;0,051;0,0202;0,0333;0,0174;0,014;0,003
334,5;0,0352;0,0517;0,0204;0,0335;0,0175;0,0141;0,0032
334,6;0,0351;0,0521;0,0204;0,0336;0,0172;0,0137;0,0033
334,7;0,0352;0,0528;0,0201;0,0331;0,0175;0,0132;0,0036
334,8;0,0351;0,0534;0,0203;0,0337;0,0176;0,0133;0,0033
334,9;0,0352;0,0537;0,0205;0,0339;0,0171;0,0134;0,0029
335;0,0361;0,0538;0,0212;0,034;0,0169;0,0131;0,0032
335,1;0,0364;0,0545;0,0214;0,035;0,0164;0,0134;0,0025
335,2;0,0371;0,055;0,0214;0,0349;0,0165;0,0135;0,0026
335,3;0,0374;0,0558;0,0213;0,0349;0,0165;0,0134;0,0026
335,4;0,0372;0,0562;0,0212;0,0349;0,017;0,0138;0,0021
335,5;0,0374;0,0562;0,0218;0,0345;0,0173;0,0137;0,0023
335,6;0,0376;0,0566;0,0221;0,0349;0,0173;0,0138;0,0023
335,7;0,0381;0,0571;0,0221;0,0353;0,0177;0,0138;0,0025
335,8;0,0385;0,057;0,0218;0,0353;0,017;0,0136;0,0026
335,9;0,0392;0,0571;0,0214;0,0354;0,0171;0,0134;0,0029
336;0,0398;0,057;0,0215;0,0353;0,0173;0,0131;0,0032
336,1;0,0399;0,0567;0,0218;0,0354;0,0167;0,013;0,0029
336,2;0,0399;0,0569;0,0221;0,0355;0,017;0,0132;0,0029
336,3;0,0399;0,0572;0,0225;0,0358;0,017;0,0136;0,0028
336,4;0,0402;0,0573;0,022;0,0359;0,0169;0,014;0,0023
336,5;0,0401;0,0577;0,0221;0,0359;0,0177;0,0144;0,0024
336,6;0,0404;0,0578;0,0222;0,0354;0,0179;0,0141;0,0029
336,7;0,0403;0,0578;0,0217;0,0351;0,0178;0,0137;0,0029
336,8;0,0402;0,0579;0,0222;0,0349;0,018;0,0132;0,0035
336,9;0,0401;0,0575;0,0221;0,0346;0,0174;0,0128;0,0037
337;0,0397;0,0569;0,0218;0,0352;0,0168;0,0131;0,003
337,1;0,0392;0,0569;0,022;0,0351;0,0166;0,0135;0,0027
337,2;0,0388;0,0575;0,0215;0,0351;0,0164;0,014;0,002
337,3;0,0386;0,0573;0,021;0,0346;0,0162;0,0142;0,0017
337,4;0,0391;0,0575;0,0205;0,0344;0,0167;0,0141;0,0022
337,5;0,0389;0,0573;0,0196;0,0342;0,0167;0,0141;0,0022
337,6;0,0388;0,057;0,0193;0,0343;0,0167;0,0143;0,0022
337,7;0,0388;0,0569;0,0193;0,0344;0,0171;0,014;0,0025
337,8;0,0382;0,0578;0,0191;0,0346;0,0166;0,0144;0,0018
337,9;0,0383;0,0574;0,0196;0,034;0,0165;0,0139;0,0021
338;0,038;0,0569;0,0191;0,0336;0,0163;0,0134;0,0021
338,1;0,038;0,0571;0,0189;0,0335;0,0161;0,0137;0,0018
338,2;0,038;0,0563;0,019;0,0329;0,0165;0,0131;0,0023
338,3;0,0382;0,056;0,0191;0,0332;0,0165;0,0131;0,0024
338,4;0,0385;0,0561;0,0199;0,0334;0,0166;0,0134;0,0025
338,5;0,0388;0,0556;0,02;0,033;0,0172;0,0132;0,0028
338,6;0,0391;0,0555;0,0199;0,0333;0,0174;0,0136;0,0029
338,7;0,0393;0,0558;0,0197;0,0335;0,0175;0,0138;0,0028
338,8;0,0386;0,0558;0,0193;0,0331;0,0172;0,014;0,0026
338,9;0,0378;0,0562;0,0189;0,0332;0,0167;0,0139;0,0024
339;0,0373;0,056;0,0189;0,0326;0,0162;0,0135;0,0024
339,1;0,0367;0,0556;0,0185;0,0323;0,0162;0,0134;0,0024
339,2;0,037;0,0554;0,0187;0,0322;0,017;0,0132;0,0028
339,3;0,0374;0,055;0,0187;0,0321;0,0173;0,0136;0,0029
339,4;0,0372;0,055;0,0182;0,0321;0,0174;0,0144;0,0024
339,5;0,0367;0,0548;0,0177;0,0314;0,0174;0,0139;0,0024
339,6;0,0366;0,0539;0,0172;0,0308;0,0171;0,0133;0,0026
339,7;0,0361;0,0536;0,0171;0,0309;0,017;0,0131;0,0026
339,8;0,0364;0,0529;0,017;0,0306;0,0171;0,0125;0,0031
339,9;0,0365;0,0522;0,0173;0,0303;0,017;0,0127;0,0033
340;0,0361;0,052;0,0171;0,0308;0,0173;0,0132;0,0031
340,1;0,0354;0,0513;0,0167;0,0301;0,0173;0,0132;0,0033
340,2;0,0341;0,0516;0,0161;0,0303;0,0175;0,0138;0,0028
340,3;0,0337;0,0512;0,0161;0,0303;0,018;0,0135;0,0032
340,4;0,0334;0,0511;0,0156;0,0297;0,0176;0,0132;0,0032
340,5;0,0331;0,0507;0,0159;0,0297;0,0173;0,0131;0,0031
340,6;0,0331;0,0499;0,0156;0,0292;0,0171;0,0126;0,0032
340,7;0,0324;0,05;0,0152;0,0293;0,0167;0,0132;0,0026
340,8;0,0317;0,0501;0,0151;0,0294;0,0165;0,0132;0,0022
340,9;0,0321;0,0501;0,0149;0,029;0,0172;0,0131;0,0027
341;0,0319;0,0499;0,0149;0,0288;0,0172;0,0129;0,003
341,1;0,032;0,0495;0,0146;0,0287;0,0171;0,0128;0,0029
341,2;0,0318;0,0489;0,0148;0,0287;0,0173;0,013;0,003
341,3;0,0317;0,0483;0,0151;0,0293;0,0176;0,0134;0,0029
341,4;0,0309;0,0479;0,0153;0,0293;0,0175;0,014;0,0025
341,5;0,031;0,0473;0,0152;0,0285;0,0176;0,0134;0,0033
341,6;0,0307;0,0469;0,0146;0,0281;0,0173;0,0134;0,0035
341,7;0,0303;0,0469;0,0141;0,0277;0,017;0,0135;0,0033
341,8;0,0305;0,0467;0,0137;0,0274;0,017;0,0132;0,0034
341,9;0,0299;0,0468;0,0144;0,0279;0,0174;0,0134;0,0032
342;0,0296;0,0465;0,0141;0,0276;0,0176;0,0135;0,003
342,1;0,0294;0,0461;0,0137;0,0273;0,0176;0,0126;0,0032
342,2;0,0291;0,0459;0,0137;0,0277;0,0178;0,0125;0,0031
342,3;0,0287;0,0449;0,0132;0,0274;0,0173;0,0122;0,0033
342,4;0,0291;0,0446;0,0138;0,0272;0,0176;0,0118;0,0039
342,5;0,0286;0,0441;0,0144;0,0267;0,0172;0,0119;0,004
342,6;0,0285;0,044;0,0146;0,0261;0,0171;0,0119;0,0041
342,7;0,0277;0,0439;0,014;0,0259;0,0169;0,0122;0,0036
342,8;0,0265;0,0439;0,0134;0,0265;0,0162;0,0128;0,0026
342,9;0,0263;0,0436;0,0131;0,0266;0,0163;0,013;0,0025
343;0,0259;0,0433;0,0128;0,027;0,0165;0,0134;0,0023
343,1;0,0264;0,0429;0,0135;0,0268;0,0172;0,0131;0,0029
343,2;0,0271;0,0422;0,0135;0,0263;0,0172;0,0125;0,0034
343,3;0,0272;0,0421;0,0134;0,0267;0,0172;0,0129;0,0033
343,4;0,0271;0,0428;0,0129;0,0267;0,0166;0,0133;0,0026
343,5;0,0269;0,0429;0,0131;0,0266;0,0167;0,0135;0,0026
343,6;0,0265;0,0429;0,0132;0,0265;0,017;0,0133;0,0026
343,7;0,026;0,043;0,0132;0,0266;0,0172;0,0135;0,0025
343,8;0,0263;0,0421;0,0134;0,0262;0,0172;0,0132;0,0031
343,9;0,0256;0,0423;0,0126;0,0267;0,0167;0,0132;0,0024
344;0,0258;0,042;0,0126;0,0266;0,0167;0,0135;0,0025
344,1;0,0252;0,0419;0,0121;0,0261;0,0161;0,0135;0,0022
344,2;0,0247;0,0417;0,012;0,0257;0,0161;0,0129;0,0023
344,3;0,0248;0,0415;0,0124;0,0257;0,0163;0,0128;0,0026
344,4;0,0244;0,0411;0,0124;0,026;0,0166;0,013;0,0025
344,5;0,0242;0,041;0,0129;0,0263;0,0169;0,0125;0,0024
344,6;0,024;0,0411;0,0127;0,0267;0,0167;0,0132;0,0021
344,7;0,0234;0,0409;0,0121;0,0262;0,016;0,0133;0,0018
344,8;0,0235;0,0413;0,0117;0,0261;0,016;0,0131;0,0017
344,9;0,0237;0,0411;0,0113;0,0259;0,016;0,0131;0,0017
345;0,0243;0,0407;0,0117;0,0259;0,0166;0,0125;0,0024
345,1;0,0247;0,0406;0,0121;0,026;0,0173;0,0123;0,0029
345,2;0,0249;0,0402;0,0124;0,0255;0,0172;0,0122;0,0032
345,3;0,0251;0,0399;0,0128;0,0254;0,0172;0,0122;0,0036
345,4;0,0246;0,0405;0,0126;0,0258;0,0169;0,0128;0,0027
345,5;0,0246;0,0409;0,0126;0,0254;0,0167;0,0124;0,0026
345,6;0,024;0,0412;0,012;0,0257;0,0162;0,0123;0,002
345,7;0,024;0,0411;0,0119;0,0253;0,0159;0,0127;0,002
345,8;0,0244;0,0405;0,0121;0,025;0,0161;0,0123;0,0026
345,9;0,0246;0,0405;0,012;0,0255;0,0162;0,0128;0,0023
346;0,0248;0,0402;0,0122;0,0256;0,0165;0,0132;0,0026
346,1;0,0251;0,0405;0,0123;0,0262;0,0165;0,0131;0,0025
346,2;0,0246;0,0407;0,0121;0,0262;0,016;0,0128;0,0023
346,3;0,0242;0,0407;0,0122;0,0259;0,0159;0,0127;0,0023
346,4;0,0249;0,0409;0,0131;0,0257;0,0163;0,0125;0,0031
346,5;0,0247;0,041;0,0131;0,0254;0,0164;0,0127;0,003
346,6;0,0251;0,041;0,0131;0,0253;0,0168;0,013;0,0028
346,7;0,0254;0,0408;0,0129;0,0253;0,0169;0,0129;0,0029
346,8;0,0254;0,0409;0,0128;0,0255;0,0169;0,013;0,0025
346,9;0,0251;0,0414;0,0126;0,0257;0,0168;0,0128;0,0023
347;0,0252;0,0418;0,0124;0,0264;0,0167;0,0132;0,0022
347,1;0,0253;0,0419;0,0125;0,0264;0,0163;0,0131;0,0021
347,2;0,025;0,0418;0,012;0,0261;0,0157;0,0131;0,0016
347,3;0,0252;0,0413;0,0123;0,0262;0,016;0,0127;0,0019
347,4;0,0255;0,0415;0,0128;0,0263;0,016;0,0125;0,0019
347,5;0,0268;0,0421;0,0138;0,0264;0,0173;0,0128;0,0025
347,6;0,0272;0,0429;0,0143;0,0271;0,0176;0,0136;0,0024
347,7;0,0274;0,0432;0,0144;0,0272;0,0172;0,0139;0,0022
347,8;0,027;0,0428;0,0147;0,0272;0,0171;0,0136;0,0021
347,9;0,0263;0,0428;0,0144;0,0276;0,0164;0,0134;0,0016
348;0,0265;0,0423;0,0142;0,0274;0,0162;0,0126;0,002
348,1;0,0271;0,0423;0,0143;0,027;0,0167;0,0124;0,0028
348,2;0,0278;0,0424;0,0147;0,0269;0,0171;0,0128;0,0032
348,3;0,0282;0,042;0,0152;0,0265;0,0178;0,0123;0,0042
348,4;0,0286;0,0421;0,0157;0,0265;0,0177;0,0125;0,0046
348,5;0,0282;0,042;0,0157;0,0265;0,0173;0,0126;0,0042
348,6;0,0283;0,0423;0,0153;0,0265;0,0173;0,0125;0,004
348,7;0,0278;0,0427;0,015;0,0267;0,0164;0,0131;0,0031
348,8;0,0281;0,043;0,0148;0,0266;0,0165;0,0132;0,0026
348,9;0,0281;0,0436;0,0146;0,0271;0,0162;0,013;0,0023
349;0,0284;0,0437;0,0151;0,0273;0,0165;0,0129;0,0025
349,1;0,0288;0,0435;0,0148;0,0273;0,0163;0,0128;0,0023
349,2;0,0285;0,0437;0,0146;0,0274;0,0162;0,0125;0,0025
349,3;0,0286;0,0439;0,0145;0,0275;0,0161;0,0125;0,0025
349,4;0,0289;0,0444;0,0143;0,0281;0,0156;0,0123;0,0022
349,5;0,0301;0,0447;0,0152;0,0286;0,0161;0,0124;0,0027
349,6;0,0301;0,0449;0,0157;0,0285;0,0162;0,0122;0,0026
349,7;0,0307;0,0449;0,016;0,0285;0,0161;0,0122;0,0027
349,8;0,0305;0,0454;0,0158;0,0281;0,016;0,0118;0,0028
349,9;0,0304;0,0459;0,0156;0,028;0,0161;0,0116;0,0028
350;0,0309;0,0463;0,0156;0,0286;0,0161;0,0118;0,0026
350,1;0,0311;0,0467;0,016;0,0286;0,0161;0,0117;0,0023
350,2;0,0317;0,0466;0,0168;0,029;0,0162;0,0126;0,0021
350,3;0,032;0,0469;0,0173;0,0289;0,016;0,0127;0,0023
350,4;0,0325;0,0475;0,0175;0,029;0,0157;0,0132;0,0021
350,5;0,0337;0,0472;0,0177;0,0287;0,016;0,0128;0,0031
350,6;0,0339;0,0479;0,0179;0,0292;0,0159;0,0129;0,0028
350,7;0,034;0,0484;0,018;0,0297;0,0159;0,0129;0,0025
350,8;0,0344;0,0485;0,0182;0,0299;0,0162;0,0128;0,0026
350,9;0,0347;0,0491;0,0183;0,0299;0,0164;0,0128;0,0024
351;0,0353;0,0499;0,0177;0,0298;0,0162;0,0123;0,0025
351,1;0,0366;0,0505;0,0185;0,0301;0,0169;0,0121;0,0028
351,2;0,0372;0,0507;0,0185;0,03;0,0171;0,0119;0,003
351,3;0,0374;0,0513;0,0192;0,031;0,0175;0,0125;0,0028
351,4;0,0372;0,0517;0,0193;0,0317;0,0176;0,0128;0,0023
351,5;0,0373;0,0525;0,0198;0,0318;0,0173;0,013;0,0025
351,6;0,0372;0,0537;0,0201;0,033;0,0164;0,0132;0,0017
351,7;0,0376;0,054;0,0196;0,0332;0,0154;0,0129;0,0013
351,8;0,0384;0,0541;0,0198;0,0329;0,0154;0,0127;0,0017
351,9;0,0382;0,0541;0,019;0,0331;0,0149;0,0126;0,0012
352;0,0388;0,0537;0,0196;0,0327;0,0157;0,012;0,0021
352,1;0,0389;0,0542;0,0199;0,0328;0,0158;0,0119;0,002
352,2;0,0394;0,0546;0,0208;0,0326;0,0154;0,0119;0,0024
352,3;0,0405;0,0547;0,0216;0,0329;0,0155;0,0117;0,0029
352,4;0,0408;0,0548;0,0209;0,0328;0,0151;0,0115;0,0027
352,5;0,0416;0,0549;0,0214;0,0329;0,0156;0,0112;0,0035
352,6;0,0413;0,0546;0,021;0,0328;0,0162;0,0109;0,0033
352,7;0,0415;0,0555;0,0211;0,0332;0,0163;0,0111;0,0028
352,8;0,0416;0,057;0,0216;0,0341;0,0162;0,0119;0,0019
352,9;0,0416;0,0575;0,0217;0,0343;0,0159;0,0124;0,0013
353;0,0423;0,0584;0,0217;0,0355;0,0157;0,0133;0,0006
353,1;0,0431;0,0583;0,0222;0,035;0,0159;0,0133;0,0008
353,2;0,0442;0,0577;0,0229;0,0346;0,0168;0,0126;0,002
353,3;0,0452;0,0577;0,0235;0,0342;0,0166;0,0119;0,0029
353,4;0,0462;0,0579;0,0241;0,0338;0,0169;0,0114;0,0035
353,5;0,0461;0,0587;0,0233;0,0343;0,0165;0,0114;0,0032
353,6;0,0459;0,0588;0,0228;0,0341;0,0157;0,0113;0,0029
353,7;0,0461;0,0594;0,0231;0,0346;0,0161;0,0117;0,0025
353,8;0,046;0,0599;0,0232;0,0346;0,0156;0,0119;0,0022
353,9;0,0464;0,0606;0,0236;0,0353;0,0153;0,0124;0,0017
354;0,047;0,0616;0,0241;0,0362;0,0157;0,0128;0,0017
354,1;0,0467;0,0622;0,0238;0,0365;0,0155;0,0132;0,0011
354,2;0,0475;0,0622;0,0241;0,0364;0,0155;0,0129;0,0013
354,3;0,0475;0,0617;0,0245;0,0357;0,0158;0,0123;0,0018
354,4;0,0475;0,0616;0,024;0,0349;0,0153;0,0116;0,002
354,5;0,0481;0,0619;0,0245;0,0352;0,015;0,0116;0,0022
354,6;0,0485;0,0619;0,0249;0,0352;0,0151;0,0113;0,003
354,7;0,0494;0,0628;0,0252;0,0356;0,0153;0,0117;0,0033
354,8;0,0498;0,0641;0,0256;0,0365;0,0159;0,0127;0,0028
354,9;0,0504;0,064;0,0253;0,0366;0,0158;0,0126;0,0026
355;0,0512;0,0648;0,0253;0,037;0,016;0,0131;0,0021
355,1;0,0514;0,0654;0,0253;0,0376;0,0156;0,0134;0,0014
355,2;0,0513;0,0649;0,0251;0,0369;0,0149;0,0126;0,0014
355,3;0,0516;0,0651;0,0247;0,0364;0,0152;0,0122;0,0018
355,4;0,0512;0,0651;0,025;0,0367;0,0154;0,012;0,0018
355,5;0,0518;0,065;0,0255;0,0364;0,0157;0,0124;0,0021
355,6;0,0524;0,0651;0,0262;0,0367;0,0166;0,0129;0,0024
355,7;0,0528;0,0657;0,0269;0,037;0,0167;0,013;0,0025
355,8;0,0537;0,0664;0,0271;0,0369;0,0165;0,0125;0,0028
355,9;0,0542;0,0667;0,0271;0,0372;0,0159;0,0117;0,0028
356;0,054;0,0669;0,0266;0,0375;0,0149;0,0113;0,0022
356,1;0,0545;0,0673;0,0265;0,0374;0,0152;0,011;0,0025
356,2;0,0547;0,067;0,0259;0,0378;0,0151;0,0115;0,0021
356,3;0,0544;0,0673;0,0252;0,0374;0,0153;0,0115;0,0021
356,4;0,055;0,0676;0,0255;0,0373;0,0156;0,0119;0,0023
356,5;0,0549;0,0678;0,0256;0,0376;0,0149;0,0124;0,0016
356,6;0,055;0,0676;0,0256;0,0371;0,0147;0,0122;0,002
356,7;0,055;0,067;0,0264;0,0372;0,0149;0,012;0,0027
356,8;0,0551;0,0668;0,0258;0,0371;0,0151;0,0112;0,0029
356,9;0,055;0,0668;0,0262;0,037;0,015;0,0109;0,0031
357;0,055;0,0682;0,0266;0,0373;0,0149;0,0114;0,0023
357,1;0,0553;0,0691;0,0263;0,037;0,0151;0,0119;0,002
357,2;0,0557;0,07;0,0268;0,0369;0,0149;0,0125;0,0019
357,3;0,0561;0,07;0,0271;0,0367;0,0154;0,0121;0,0027
357,4;0,056;0,0692;0,027;0,0367;0,0156;0,0113;0,0031
357,5;0,0567;0,0686;0,0276;0,0368;0,016;0,0106;0,0037
357,6;0,0568;0,0682;0,028;0,0364;0,0165;0,0103;0,0042
357,7;0,057;0,0683;0,0277;0,0368;0,0168;0,0108;0,0037
357,8;0,0577;0,0685;0,0287;0,0367;0,0174;0,0112;0,004
357,9;0,0575;0,069;0,0289;0,0372;0,0168;0,012;0,0033
358;0,0567;0,0692;0,0281;0,0381;0,0159;0,0126;0,0023
358,1;0,0561;0,0697;0,0278;0,0385;0,0154;0,0127;0,0016
358,2;0,0558;0,07;0,0269;0,0388;0,015;0,013;0,0012
358,3;0,0559;0,0698;0,0267;0,0384;0,0148;0,0128;0,0014
358,4;0,0563;0,0689;0,0269;0,0375;0,0153;0,0117;0,0022
358,5;0,0564;0,0684;0,0273;0,0368;0,0157;0,0119;0,0024
358,6;0,0557;0,0682;0,0269;0,037;0,0156;0,0123;0,002
358,7;0,0552;0,0683;0,0263;0,037;0,016;0,0124;0,0018
358,8;0,0552;0,0685;0,0263;0,0372;0,0158;0,0128;0,0015
358,9;0,0554;0,068;0,0261;0,037;0,0155;0,0125;0,0018
359;0,0551;0,0678;0,0262;0,0366;0,0152;0,0121;0,0019
359,1;0,0554;0,0675;0,026;0,0361;0,015;0,0117;0,0018
359,2;0,055;0,0673;0,0256;0,0359;0,0147;0,0121;0,0017
359,3;0,055;0,0673;0,0249;0,0361;0,015;0,0124;0,0017
359,4;0,0554;0,0666;0,0248;0,0355;0,0153;0,012;0,002
359,5;0,0557;0,066;0,0257;0,0356;0,0158;0,0119;0,0023
359,6;0,056;0,0658;0,0262;0,036;0,0163;0,0118;0,0025
359,7;0,0554;0,0655;0,0265;0,0355;0,0166;0,0113;0,0027
359,8;0,0548;0,0656;0,0263;0,0355;0,0164;0,0115;0,0025
359,9;0,0538;0,0657;0,0256;0,0354;0,0162;0,0116;0,0023
360;0,0532;0,0654;0,025;0,0348;0,0161;0,0114;0,0022
360,1;0,0531;0,0651;0,0249;0,0348;0,0156;0,0115;0,0019
360,2;0,0529;0,0652;0,0248;0,0349;0,0156;0,0117;0,0016
360,3;0,0523;0,0649;0,0248;0,0348;0,0155;0,0118;0,0015
360,4;0,0519;0,0649;0,0246;0,0347;0,0154;0,012;0,0012
360,5;0,0515;0,0646;0,0245;0,0345;0,0155;0,0118;0,0014
360,6;0,0513;0,0641;0,0244;0,0346;0,0156;0,0117;0,0015
360,7;0,0513;0,0637;0,0244;0,0345;0,0158;0,0118;0,0016
360,8;0,0513;0,0632;0,0243;0,0343;0,0156;0,0116;0,0017
360,9;0,0506;0,0629;0,0238;0,0343;0,0152;0,0117;0,0013
361;0,0505;0,0626;0,0236;0,0342;0,0152;0,0118;0,0013
361,1;0,0503;0,0623;0,0234;0,0341;0,0151;0,0119;0,0012
361,2;0,0498;0,062;0,023;0,034;0,015;0,012;0,001
361,3;0,0496;0,0616;0,0232;0,0335;0,0152;0,0118;0,0014
361,4;0,0493;0,0614;0,0233;0,0334;0,0154;0,0119;0,0014
361,5;0,049;0,0607;0,0231;0,0331;0,0154;0,0118;0,0016
361,6;0,0485;0,0603;0,0229;0,033;0,0153;0,0117;0,0015
361,7;0,0483;0,0601;0,0226;0,033;0,0152;0,0117;0,0015
