wavelength;s1.3;s2.3;s3.3;s4.3;s5.3;s6.3;hcl
600,9;0,0077;0,0087;0,0033;0,0048;0,0067;0,0049;0,0002
601;0,0076;0,0086;0,0032;0,0048;0,0068;0,0049;0,0002
601,1;0,0077;0,0086;0,0033;0,0047;0,0069;0,0049;0,0003
601,2;0,0077;0,0086;0,0032;0,0047;0,0068;0,0049;0,0003
601,3;0,0075;0,0086;0,0031;0,0048;0,0067;0,0049;1,00E-04
601,4;0,0074;0,0086;0,0031;0,0049;0,0067;0,0049;1,00E-04
601,5;0,0074;0,0086;0,0031;0,0049;0,0067;0,0049;1,00E-04
601,6;0,0074;0,0085;0,0031;0,0049;0,0067;0,0049;1,00E-04
601,7;0,0075;0,0083;0,0033;0,0049;0,0068;0,0048;0,0003
601,8;0,0074;0,0082;0,0032;0,0048;0,0067;0,0047;0,0003
601,9;0,0075;0,0082;0,0032;0,0048;0,0068;0,0047;0,0003
602;0,0075;0,0081;0,0033;0,0048;0,0068;0,0047;0,0003
602,1;0,0074;0,0081;0,0032;0,0048;0,0068;0,0047;0,0003
602,2;0,0074;0,0082;0,0032;0,0049;0,0068;0,0048;0,0002
602,3;0,0075;0,0081;0,0033;0,0048;0,0069;0,0048;0,0003
602,4;0,0074;0,0081;0,0031;0,0048;0,0068;0,0049;0,0002
602,5;0,0074;0,0082;0,0032;0,0047;0,0068;0,0049;0,0002
602,6;0,0073;0,0081;0,0032;0,0048;0,0069;0,0049;0,0002
602,7;0,0073;0,0081;0,0032;0,0047;0,0069;0,0049;0,0003
602,8;0,0073;0,0081;0,0032;0,0047;0,0069;0,0049;0,0003
602,9;0,0074;0,0081;0,0033;0,0047;0,0069;0,0049;0,0004
603;0,0073;0,008;0,0032;0,0046;0,0068;0,0048;0,0004
603,1;0,0073;0,0081;0,0032;0,0047;0,0068;0,0049;0,0003
603,2;0,0074;0,008;0,0032;0,0045;0,0067;0,0048;0,0004
603,3;0,0073;0,0079;0,0031;0,0045;0,0067;0,0048;0,0003
603,4;0,0073;0,0079;0,0032;0,0045;0,0068;0,0048;0,0004
603,5;0,0073;0,0079;0,0032;0,0045;0,0068;0,0048;0,0004
603,6;0,0072;0,008;0,0032;0,0046;0,0068;0,0048;0,0003
603,7;0,0072;0,0079;0,0032;0,0046;0,0068;0,0049;0,0003
603,8;0,0071;0,0079;0,0031;0,0046;0,0066;0,0048;0,0002
603,9;0,007;0,0079;0,003;0,0046;0,0065;0,0048;0,0001
604;0,0071;0,0079;0,003;0,0046;0,0066;0,0049;0,0002
604,1;0,0071;0,0078;0,003;0,0046;0,0066;0,0048;0,0002
604,2;0,0072;0,0078;0,0031;0,0046;0,0067;0,0049;0,0003
604,3;0,007;0,0077;0,003;0,0045;0,0066;0,0048;0,0003
604,4;0,007;0,0077;0,003;0,0044;0,0066;0,0047;0,0003
604,5;0,0071;0,0077;0,0031;0,0044;0,0067;0,0048;0,0004
604,6;0,007;0,0076;0,0031;0,0044;0,0066;0,0048;0,0003
604,7;0,0069;0,0077;0,0031;0,0045;0,0066;0,0049;0,0002
604,8;0,007;0,0076;0,0031;0,0046;0,0067;0,0049;0,0003
604,9;0,007;0,0077;0,0031;0,0046;0,0067;0,0049;0,0002
605;0,0071;0,0077;0,0031;0,0045;0,0068;0,0049;0,0003
605,1;0,0071;0,0075;0,0031;0,0044;0,0069;0,0048;0,0004
605,2;0,007;0,0076;0,003;0,0045;0,0067;0,0049;0,0002
605,3;0,0069;0,0076;0,0029;0,0045;0,0066;0,0049;1,00E-04
605,4;0,0069;0,0076;0,0029;0,0045;0,0066;0,0049;1,00E-04
605,5;0,0069;0,0075;0,0029;0,0044;0,0066;0,0049;1,00E-04
605,6;0,0068;0,0074;0,0029;0,0043;0,0066;0,0048;0,0002
605,7;0,0069;0,0074;0,003;0,0043;0,0067;0,0047;0,0003
605,8;0,0069;0,0076;0,003;0,0045;0,0066;0,0048;0,0002
605,9;0,0069;0,0075;0,0029;0,0045;0,0066;0,0046;0,0003
606;0,0069;0,0075;0,0029;0,0045;0,0066;0,0046;0,0003
606,1;0,007;0,0075;0,0031;0,0044;0,0066;0,0046;0,0004
606,2;0,0069;0,0075;0,0029;0,0045;0,0066;0,0046;0,0003
606,3;0,0069;0,0074;0,0029;0,0044;0,0066;0,0046;0,0003
606,4;0,0068;0,0073;0,0029;0,0044;0,0067;0,0047;0,0003
606,5;0,0068;0,0073;0,0029;0,0044;0,0067;0,0047;0,0003
606,6;0,0068;0,0073;0,0028;0,0044;0,0067;0,0048;0,0003
606,7;0,0067;0,0073;0,0029;0,0043;0,0067;0,0048;0,0003
606,8;0,0067;0,0073;0,0028;0,0043;0,0067;0,0048;0,0003
606,9;0,0067;0,0074;0,0028;0,0044;0,0067;0,0049;0,0002
607;0,0067;0,0074;0,0029;0,0043;0,0067;0,0048;0,0002
607,1;0,0069;0,0072;0,003;0,0043;0,0068;0,0047;0,0004
607,2;0,0069;0,0072;0,003;0,0043;0,0068;0,0047;0,0004
607,3;0,0068;0,0072;0,0029;0,0042;0,0067;0,0048;0,0003
607,4;0,0068;0,0071;0,0028;0,0042;0,0067;0,0048;0,0003
607,5;0,0067;0,0071;0,0027;0,0042;0,0067;0,0048;0,0003
607,6;0,0068;0,007;0,0028;0,0042;0,0067;0,0048;0,0003
607,7;0,0067;0,0071;0,0028;0,0043;0,0068;0,0048;0,0002
607,8;0,0067;0,007;0,0029;0,0043;0,0067;0,0048;0,0003
607,9;0,0066;0,007;0,0029;0,0043;0,0067;0,0047;0,0003
608;0,0066;0,007;0,0028;0,0043;0,0067;0,0047;0,0003
608,1;0,0065;0,0071;0,0027;0,0044;0,0065;0,0048;1,00E-04
608,2;0,0066;0,0071;0,0026;0,0044;0,0065;0,0048;1,00E-04
608,3;0,0065;0,0071;0,0025;0,0044;0,0064;0,0049;0
608,4;0,0065;0,007;0,0026;0,0042;0,0064;0,0048;0,0001
608,5;0,0065;0,007;0,0025;0,0043;0,0064;0,0047;0,0001
608,6;0,0066;0,0069;0,0026;0,0042;0,0064;0,0047;0,0002
608,7;0,0065;0,0069;0,0025;0,0043;0,0064;0,0046;0,0002
608,8;0,0066;0,0071;0,0026;0,0044;0,0065;0,0048;0,0002
608,9;0,0066;0,007;0,0027;0,0044;0,0065;0,0048;0,0002
609;0,0066;0,007;0,0027;0,0044;0,0066;0,0048;0,0002
609,1;0,0066;0,0069;0,0027;0,0044;0,0066;0,0047;0,0002
609,2;0,0066;0,0069;0,0027;0,0043;0,0066;0,0047;0,0002
609,3;0,0065;0,0069;0,0026;0,0043;0,0066;0,0047;0,0002
609,4;0,0064;0,007;0,0026;0,0043;0,0066;0,0048;1,00E-04
609,5;0,0062;0,0071;0,0025;0,0043;0,0065;0,0048;0
609,6;0,0062;0,007;0,0025;0,0042;0,0065;0,0047;1,00E-04
609,7;0,0062;0,007;0,0026;0,0042;0,0065;0,0047;1,00E-04
609,8;0,0062;0,007;0,0026;0,0042;0,0065;0,0047;1,00E-04
609,9;0,0064;0,0068;0,0027;0,0041;0,0067;0,0046;0,0003
610;0,0064;0,0067;0,0028;0,0041;0,0066;0,0046;0,0003
610,1;0,0063;0,0066;0,0027;0,0041;0,0066;0,0046;0,0002
610,2;0,0063;0,0066;0,0027;0,0041;0,0066;0,0046;0,0002
610,3;0,0062;0,0066;0,0026;0,0041;0,0065;0,0047;0,0001
610,4;0,0063;0,0067;0,0027;0,0041;0,0067;0,0047;0,0002
610,5;0,0063;0,0067;0,0026;0,0041;0,0066;0,0048;0,0002
610,6;0,0062;0,0067;0,0025;0,0041;0,0065;0,0048;0,0001
610,7;0,0063;0,0067;0,0025;0,0041;0,0065;0,0048;0,0001
610,8;0,0063;0,0067;0,0025;0,0041;0,0065;0,0048;0,0001
610,9;0,0062;0,0067;0,0025;0,0041;0,0065;0,0047;0,0002
611;0,0063;0,0067;0,0025;0,0041;0,0065;0,0047;0,0002
611,1;0,0063;0,0067;0,0025;0,0042;0,0065;0,0047;0,0002
611,2;0,0063;0,0066;0,0026;0,0042;0,0065;0,0048;0,0002
611,3;0,0063;0,0066;0,0026;0,0042;0,0065;0,0048;0,0002
611,4;0,0062;0,0066;0,0026;0,0041;0,0065;0,0048;0,0002
611,5;0,0063;0,0066;0,0027;0,0042;0,0066;0,0049;0,0002
611,6;0,0062;0,0065;0,0027;0,0041;0,0067;0,0048;0,0003
611,7;0,0061;0,0065;0,0026;0,0042;0,0066;0,0048;0,0002
611,8;0,0062;0,0065;0,0026;0,0042;0,0066;0,0048;0,0002
611,9;0,0063;0,0064;0,0026;0,0042;0,0066;0,0048;0,0003
612;0,0062;0,0064;0,0026;0,0041;0,0065;0,0048;0,0002
612,1;0,0062;0,0065;0,0025;0,0042;0,0065;0,0049;1,00E-04
612,2;0,0061;0,0065;0,0026;0,0041;0,0065;0,0048;1,00E-04
612,3;0,006;0,0065;0,0024;0,0042;0,0063;0,0048;0
612,4;0,0061;0,0065;0,0025;0,0042;0,0064;0,0049;1,00E-04
612,5;0,0061;0,0065;0,0025;0,0042;0,0064;0,0049;1,00E-04
612,6;0,0062;0,0064;0,0025;0,0041;0,0065;0,0048;0,0002
612,7;0,0062;0,0064;0,0025;0,004;0,0066;0,0048;0,0002
612,8;0,0063;0,0064;0,0026;0,004;0,0066;0,0047;0,0003
612,9;0,0062;0,0063;0,0026;0,004;0,0066;0,0046;0,0004
613;0,0063;0,0063;0,0026;0,0041;0,0066;0,0047;0,0003
613,1;0,0062;0,0062;0,0025;0,0041;0,0065;0,0047;0,0003
613,2;0,0061;0,0062;0,0024;0,0041;0,0064;0,0047;0,0002
613,3;0,0062;0,0062;0,0025;0,004;0,0065;0,0046;0,0003
613,4;0,0061;0,0064;0,0025;0,004;0,0065;0,0048;0,0002
613,5;0,0061;0,0063;0,0025;0,0039;0,0065;0,0047;0,0003
613,6;0,0061;0,0063;0,0025;0,0038;0,0065;0,0048;0,0003
613,7;0,006;0,0062;0,0023;0,0038;0,0064;0,0047;0,0002
613,8;0,0059;0,0062;0,0023;0,0039;0,0064;0,0048;1,00E-04
613,9;0,006;0,0064;0,0024;0,004;0,0064;0,0048;0,0001
614;0,006;0,0064;0,0025;0,004;0,0065;0,0048;0,0002
614,1;0,006;0,0063;0,0024;0,0041;0,0064;0,0048;0,0002
614,2;0,0061;0,0062;0,0024;0,0041;0,0064;0,0047;0,0002
614,3;0,006;0,0062;0,0024;0,004;0,0065;0,0047;0,0002
614,4;0,0059;0,0062;0,0023;0,004;0,0063;0,0047;0,0001
614,5;0,0059;0,0062;0,0023;0,0039;0,0064;0,0047;0,0001
614,6;0,0059;0,0061;0,0022;0,0038;0,0064;0,0046;0,0002
614,7;0,0057;0,0062;0,0022;0,0039;0,0062;0,0047;0
614,8;0,0057;0,0062;0,0022;0,0039;0,0062;0,0047;0
614,9;0,0058;0,0061;0,0022;0,0039;0,0063;0,0047;0,0001
615;0,0058;0,0061;0,0022;0,0039;0,0063;0,0047;0,0001
615,1;0,0057;0,0061;0,0023;0,004;0,0063;0,0048;0
615,2;0,0058;0,0061;0,0024;0,004;0,0065;0,0048;1,00E-04
615,3;0,006;0,0061;0,0025;0,0039;0,0066;0,0048;0,0002
615,4;0,0059;0,0061;0,0025;0,0039;0,0066;0,0048;0,0002
615,5;0,0059;0,006;0,0023;0,0038;0,0065;0,0046;0,0002
615,6;0,0058;0,006;0,0023;0,0038;0,0064;0,0046;0,0002
615,7;0,0058;0,006;0,0023;0,0038;0,0065;0,0046;0,0002
615,8;0,0058;0,006;0,0022;0,0039;0,0065;0,0046;0,0002
615,9;0,0058;0,0059;0,0022;0,0038;0,0064;0,0047;0,0002
616;0,0059;0,0058;0,0022;0,0038;0,0064;0,0046;0,0002
616,1;0,006;0,0058;0,0023;0,0038;0,0064;0,0047;0,0003
616,2;0,0059;0,0058;0,0024;0,0038;0,0065;0,0047;0,0003
616,3;0,0059;0,006;0,0024;0,004;0,0065;0,0048;0,0002
616,4;0,0059;0,006;0,0025;0,0039;0,0066;0,0048;0,0002
616,5;0,0058;0,006;0,0024;0,0038;0,0065;0,0048;1,00E-04
616,6;0,0059;0,006;0,0023;0,0038;0,0064;0,0048;1,00E-04
616,7;0,0057;0,0058;0,0022;0,0037;0,0063;0,0046;0,0001
616,8;0,0057;0,0058;0,0022;0,0037;0,0064;0,0047;0,0001
616,9;0,0057;0,0056;0,0022;0,0035;0,0064;0,0046;0,0002
617;0,0057;0,0057;0,0022;0,0037;0,0064;0,0046;0,0001
617,1;0,0058;0,0058;0,0023;0,0037;0,0065;0,0047;0,0002
617,2;0,0058;0,0058;0,0023;0,0037;0,0065;0,0047;0,0002
617,3;0,0058;0,006;0,0024;0,0038;0,0066;0,0048;0,0002
617,4;0,0057;0,0059;0,0023;0,0037;0,0065;0,0047;0,0002
617,5;0,0057;0,0059;0,0023;0,0037;0,0065;0,0047;0,0002
617,6;0,0058;0,0059;0,0023;0,0037;0,0064;0,0047;0,0002
617,7;0,0058;0,0059;0,0022;0,0037;0,0063;0,0047;0,0001
617,8;0,0057;0,0058;0,0022;0,0038;0,0064;0,0048;0,0001
617,9;0,0057;0,0058;0,0022;0,0038;0,0064;0,0048;0,0001
618;0,0057;0,0056;0,0022;0,0037;0,0064;0,0046;0,0002
618,1;0,0056;0,0056;0,0022;0,0038;0,0064;0,0046;0,0002
618,2;0,0055;0,0057;0,0021;0,0037;0,0062;0,0046;1,00E-04
618,3;0,0055;0,0057;0,0021;0,0038;0,0062;0,0045;1,00E-04
618,4;0,0055;0,0057;0,0022;0,0038;0,0064;0,0046;0,0002
618,5;0,0055;0,0058;0,0022;0,0038;0,0064;0,0047;0,0001
618,6;0,0055;0,0057;0,0022;0,0037;0,0064;0,0046;0,0002
618,7;0,0056;0,0057;0,0022;0,0036;0,0064;0,0046;0,0002
618,8;0,0055;0,0058;0,0022;0,0036;0,0062;0,0046;1,00E-04
618,9;0,0056;0,0057;0,0021;0,0036;0,0062;0,0046;1,00E-04
619;0,0057;0,0057;0,0021;0,0036;0,0063;0,0046;1,00E-04
619,1;0,0057;0,0057;0,0022;0,0037;0,0064;0,0047;1,00E-04
619,2;0,0058;0,0056;0,0021;0,0037;0,0064;0,0047;1,00E-04
619,3;0,0058;0,0057;0,0021;0,0037;0,0064;0,0046;1,00E-04
