X MnCl+;Y MnCl+;X MnCl2;Y MnCl2;X MnCl3-;Y MnCl3-;X MnClH2O;Y MnClH2O;X MnCl2aq;Y MnCl2aq;X MnH2O;Y MnH2O
191,84;4438,191332;190,24;16787,49069;194,56;9611,874079;;;193,2;17830,58364;163,2;10073,50557
192,08;4497,185689;190,38;16280,61434;194,72;9149,111783;;;193,4;17164,39583;163,4;10580,80041
192,32;4516,02566;190,52;15758,98031;194,88;8678,844583;;;193,6;16465,57325;163,6;10986,90683
192,56;4494,49911;190,66;15224,75138;195,04;8204,618682;;;193,8;15740,07401;163,8;11279,12084
192,8;4433,472835;190,8;14680,09424;195,2;7729,838701;;;194;14993,93548;164;11448,44685
193,04;4334,84067;190,94;14127,17204;195,36;7257,726007;;;194,2;14233,15944;164,2;11490,05858
193,28;4201,428121;191,08;13568,13609;195,52;6791,283246;;;194,4;13463,6121;164,4;11403,52444
193,52;4036,860035;191,22;13005,1168;195,68;6333,265384;;;194,6;12690,93913;164,6;11192,7835
193,76;3845,399759;191,36;12440,2138;195,84;5886,157342;;;194,8;11920,49544;164,8;10865,87801
194;3631,769505;191,5;11875,48544;196;5452,158199;;;195;11157,28869;165;10434,46678
194,24;3400,962211;191,64;11312,93763;196,16;5033,171721;;;195,2;10405,93562;165,2;9913,159684
194,48;3158,054972;191,78;10754,5125;196,32;4630,802903;;;195,4;9670,629849;165,4;9318,725267
194,72;2908,033281;191,92;10202,07678;196,48;4246,360043;;;195,6;8955,119843;165,6;8669,229744
194,96;2655,633926;192,06;9657,410393;196,64;3880,861823;;;195,8;8262,695974;165,8;7983,167004
195,2;2405,212607;192,2;9122,19538;196,8;3535,048775;;;196;7596,185393;166;7278,635226
195,44;2160,640318;192,34;8598,005428;196,96;3209,398474;;;196,2;6957,953821;166,2;6572,607461
195,68;1925,230522;192,48;8086,296285;197,12;2904,143778;;;196,4;6349,913384;166,4;5880,332205
195,92;1701,697147;192,62;7588,397256;197,28;2619,29344;;;196,6;5773,535729;166,6;5214,886892
196,16;1492,141759;192,76;7105,503982;197,44;2354,654413;;;196,8;5229,869822;166,8;4586,893781
196,4;1298,066849;192,9;6638,672674;197,6;2109,855227;;;197;4719,563824;167;4004,395183
196,64;1120,411178;193,04;6188,81592;197,76;1884,369838;;;197,2;4242,890524;167,2;3472,874345
196,88;959,6025101;193,18;5756,70017;197,92;1677,541432;;;197,4;3799,775815;167,4;2995,400248
197,12;815,6228499;193,32;5342,944921;198,08;1488,605693;;;197,6;3389,829669;167,6;2572,869465
197,36;688,0813953;193,46;4948,02362;198,24;1316,713154;;;197,8;3012,379085;167,8;2204,315918
197,6;576,2908395;193,6;4572,26623;198,4;1160,950294;;;198;2666,502417;168;1887,259748
197,84;479,3432291;193,74;4215,863404;198,56;1020,359112;;;198,2;2351,064514;168,2;1618,06893
198,08;396,1823196;193,88;3878,872126;198,72;893,9549968;;;198,4;2064,752053;168,4;1392,311218
198,32;325,6701381;194,02;3561,222707;198,88;780,7427677;;;198,6;1806,108481;168,6;1205,07887
198,56;266,6462283;194,16;3262,72694;199,04;679,7307991;;;198,8;1573,567995;168,8;1051,273718
198,8;217,9787467;194,3;2983,087263;199,2;589,9432335;;;199;1365,488012;169;925,845149
199,04;178,6071715;194,44;2721,906709;199,36;510,4303026;;;199,2;1180,179678;169,2;823,9779925
199,28;147,5768572;194,58;2478,699447;199,52;440,2768279;;;199,4;1015,935985;169,4;741,2309559
199,52;124,0659913;194,72;2252,901727;199,68;378,609002;;;199,6;871,0572044;169,6;673,62905
199,76;107,4057111;194,86;2043,883006;199,84;324,5995775;;;199,8;743,8733865;169,8;617,7153322
200;97,0942051;195;1850,957091;200;277,4716046;;;200;632,7638017;170;570,5683864
200,24;92,8055911;195,14;1673,393102;200,16;236,5008753;;;200,2;536,1732751;170,2;529,7923679
200,48;94,39424755;195,28;1510,426112;200,32;201,0172337;;;200,4;452,6254534;170,4;493,4863117
200,72;101,895098;195,42;1361,26732;200,48;170,404917;;;200,6;380,7331215;170,6;460,198901
200,96;115,5201464;195,56;1225,113633;200,64;144,1020862;;;200,8;319,2057476;170,8;428,8741478
201,2;135,6513523;195,7;1101,156559;200,8;121,5997009;;;201;266,8544877;171;398,7925805
201,44;162,8297424;195,84;988,5903479;200,96;102,4398842;;;201,2;222,594917;171,2;369,5116399
201,68;197,7405104;195,98;886,6193056;201,12;86,21391131;;;201,4;185,4477757;171,4;340,8081368
201,92;241,1937621;196,12;794,4642684;201,28;72,55994629;;;201,6;154,5380305;171,6;312,6248519
202,16;294,1005447;196,26;711,3682084;201,44;61,16063478;;;201,8;129,0925428;171,8;285,0226797
202,4;357,4438582;196,4;636,6009823;201,6;51,74065121;;;202;108,4366271;172;258,1391555
202,64;432,2444888;196,54;569,4632399;201,76;44,06428301;;;202,2;91,98975414;172,2;232,1537321
202,88;519,5217237;196,68;509,289526;201,92;37,93312312;;;202,4;79,26062979;172,4;207,2598068
203,12;620,2492981;196,82;455,4506222;202,08;33,18392884;;;202,6;69,84184055;172,6;183,6432092
203,36;735,3072659;196,96;407,3551804;202,24;29,68669418;;;202,8;63,40422462;172,8;161,4666494
203,6;865,4308653;197,1;364,4507108;202,4;27,34297132;;;203;59,69108795;173;140,8594765
203,84;1011,15783;197,24;326,2239901;202,56;26,08446714;;;203,2;58,51234903;173,2;121,9120058
204,08;1172,775963;197,38;292,2009589;202,72;25,87193143;;;203,4;59,73866317;173,4;104,6736274
204,32;1350,273084;197,52;261,9461791;202,88;26,69434451;;;203,6;63,29554717;173,6;89,15390455
204,56;1543,291712;197,66;235,0619201;203,04;28,56840434;;;203,8;69,15750092;173,8;75,32590143
204,8;1751,090917;197,8;211,186944;203,2;31,53830579;;;204;77,34210344;174;63,13103677
205,04;1972,517795;197,94;189,9950533;203,36;35,67579776;;;204,2;87,90404835;174,2;52,48483957
205,28;2205,990822;198,08;171,1934634;203,52;41,08049736;;;204,4;100,9290773;174,4;43,28307478
205,52;2449,497032;198,22;154,5210575;203,68;47,88043449;;;204,6;116,5277702;174,6;35,40780734
205,76;2700,604486;198,36;139,7465748;203,84;56,23279377;;;204,8;134,8291573;174,8;28,73307472
206;2956,4909;198,5;126,666779;204;66,32481579;;;205;155,9741303;175;23,12993487
206,24;3213,988595;198,64;115,1046492;204,16;78,37481364;;;205,2;180,1086474;175,2;18,47074588
206,48;3469,645143;198,78;104,9076264;204,32;92,63325597;;;205,4;207,3767463;175,4;14,63261059
206,72;3719,798293;198,92;95,94594782;204,48;109,3838629;;;205,6;237,9134077;175,6;11,49998306
206,96;3960,662988;199,06;88,11109143;204,64;128,9446566;;;205,8;271,8373331;175,8;8,96648257
