Wavelengt [nm],s1.4,s2.4,s3.4,s4.4,s5.4,s6.4,s7.4
807.3,-1.3009753883069288e-24,1.4868290152079186e-24,0.0,-3.7170725380197966e-25,2.4160971497128677e-24,3.7170725380197966e-25,1.6726826421089084e-24
807.4,-1.4868290152079186e-24,1.3009753883069288e-24,-1.8585362690098983e-25,-3.7170725380197966e-25,2.4160971497128677e-24,1.8585362690098983e-25,1.6726826421089084e-24
807.5,-1.4868290152079186e-24,9.292681345049492e-25,-1.8585362690098983e-25,0.0,2.044389895910888e-24,1.8585362690098983e-25,1.6726826421089084e-24
807.6,-1.4868290152079186e-24,1.1151217614059388e-24,-1.8585362690098983e-25,0.0,2.2302435228118777e-24,1.8585362690098983e-25,1.8585362690098984e-24
807.7,-1.8585362690098984e-24,7.434145076039593e-25,-1.8585362690098983e-25,-5.575608807029694e-25,2.2302435228118777e-24,-1.8585362690098983e-25,1.6726826421089084e-24
807.8,-2.044389895910888e-24,7.434145076039593e-25,0.0,-5.575608807029694e-25,2.2302435228118777e-24,-1.8585362690098983e-25,1.6726826421089084e-24
807.9,-1.8585362690098984e-24,1.1151217614059388e-24,0.0,-3.7170725380197966e-25,2.6019507766138577e-24,0.0,1.8585362690098984e-24
808.0,-1.8585362690098984e-24,1.1151217614059388e-24,-1.8585362690098983e-25,-3.7170725380197966e-25,2.7878044035148473e-24,0.0,2.044389895910888e-24
808.1,-1.8585362690098984e-24,1.4868290152079186e-24,3.7170725380197966e-25,3.7170725380197966e-25,3.345365284217817e-24,7.434145076039593e-25,2.4160971497128677e-24
808.2,-1.4868290152079186e-24,1.3009753883069288e-24,3.7170725380197966e-25,1.8585362690098983e-25,3.5312189111188065e-24,5.575608807029694e-25,2.4160971497128677e-24
808.3,-1.6726826421089084e-24,1.3009753883069288e-24,5.575608807029694e-25,1.8585362690098983e-25,3.5312189111188065e-24,3.7170725380197966e-25,2.2302435228118777e-24
808.4,-2.044389895910888e-24,1.4868290152079186e-24,3.7170725380197966e-25,0.0,3.159511657316827e-24,3.7170725380197966e-25,2.044389895910888e-24
808.5,-2.4160971497128677e-24,1.4868290152079186e-24,-1.8585362690098983e-25,-1.8585362690098983e-25,2.4160971497128677e-24,1.8585362690098983e-25,1.4868290152079186e-24
808.6,-2.6019507766138577e-24,1.3009753883069288e-24,-3.7170725380197966e-25,-3.7170725380197966e-25,2.044389895910888e-24,1.8585362690098983e-25,1.3009753883069288e-24
808.7,-2.7878044035148473e-24,1.6726826421089084e-24,-3.7170725380197966e-25,-3.7170725380197966e-25,1.8585362690098984e-24,1.8585362690098983e-25,1.1151217614059388e-24
808.8,-2.4160971497128677e-24,1.4868290152079186e-24,-1.8585362690098983e-25,-3.7170725380197966e-25,2.2302435228118777e-24,0.0,1.3009753883069288e-24
808.9,-2.044389895910888e-24,1.6726826421089084e-24,0.0,-1.8585362690098983e-25,2.7878044035148473e-24,1.8585362690098983e-25,1.6726826421089084e-24
809.0,-2.2302435228118777e-24,1.6726826421089084e-24,0.0,-1.8585362690098983e-25,2.9736580304158373e-24,0.0,1.4868290152079186e-24
809.1,-1.8585362690098984e-24,1.4868290152079186e-24,3.7170725380197966e-25,-1.8585362690098983e-25,3.5312189111188065e-24,1.8585362690098983e-25,1.8585362690098984e-24
809.2,-1.8585362690098984e-24,1.6726826421089084e-24,5.575608807029694e-25,-7.434145076039593e-25,3.717072538019797e-24,0.0,1.8585362690098984e-24
809.3,-1.6726826421089084e-24,1.6726826421089084e-24,7.434145076039593e-25,-9.292681345049492e-25,3.717072538019797e-24,-3.7170725380197966e-25,2.2302435228118777e-24
809.4,-1.6726826421089084e-24,1.3009753883069288e-24,9.292681345049492e-25,-1.1151217614059388e-24,3.717072538019797e-24,-3.7170725380197966e-25,2.2302435228118777e-24
809.5,-1.6726826421089084e-24,1.4868290152079186e-24,5.575608807029694e-25,-7.434145076039593e-25,3.345365284217817e-24,-1.8585362690098983e-25,1.6726826421089084e-24
809.6,-1.6726826421089084e-24,1.3009753883069288e-24,3.7170725380197966e-25,-3.7170725380197966e-25,3.159511657316827e-24,0.0,1.8585362690098984e-24
809.7,-2.044389895910888e-24,1.3009753883069288e-24,1.8585362690098983e-25,-1.8585362690098983e-25,2.7878044035148473e-24,0.0,1.4868290152079186e-24
809.8,-1.8585362690098984e-24,1.4868290152079186e-24,1.8585362690098983e-25,1.8585362690098983e-25,2.6019507766138577e-24,1.8585362690098983e-25,1.4868290152079186e-24
809.9,-1.8585362690098984e-24,1.3009753883069288e-24,5.575608807029694e-25,0.0,2.7878044035148473e-24,1.8585362690098983e-25,1.8585362690098984e-24
810.0,-1.8585362690098984e-24,1.4868290152079186e-24,7.434145076039593e-25,3.7170725380197966e-25,2.6019507766138577e-24,1.8585362690098983e-25,1.6726826421089084e-24
810.1,-1.6726826421089084e-24,1.1151217614059388e-24,3.7170725380197966e-25,0.0,2.7878044035148473e-24,-1.8585362690098983e-25,1.8585362690098984e-24
810.2,-1.4868290152079186e-24,1.3009753883069288e-24,3.7170725380197966e-25,-1.8585362690098983e-25,2.7878044035148473e-24,-3.7170725380197966e-25,1.8585362690098984e-24
810.3,-1.1151217614059388e-24,1.3009753883069288e-24,3.7170725380197966e-25,-3.7170725380197966e-25,3.345365284217817e-24,-1.8585362690098983e-25,1.8585362690098984e-24
810.4,-1.1151217614059388e-24,1.3009753883069288e-24,1.8585362690098983e-25,-7.434145076039593e-25,3.345365284217817e-24,-1.8585362690098983e-25,2.2302435228118777e-24
810.5,-7.434145076039593e-25,1.1151217614059388e-24,3.7170725380197966e-25,-5.575608807029694e-25,3.345365284217817e-24,0.0,2.4160971497128677e-24
810.6,-7.434145076039593e-25,7.434145076039593e-25,5.575608807029694e-25,-7.434145076039593e-25,3.345365284217817e-24,-1.8585362690098983e-25,2.4160971497128677e-24
810.7,-1.4868290152079186e-24,9.292681345049492e-25,1.8585362690098983e-25,-7.434145076039593e-25,2.9736580304158373e-24,-1.8585362690098983e-25,2.2302435228118777e-24
810.8,-1.8585362690098984e-24,9.292681345049492e-25,1.8585362690098983e-25,-7.434145076039593e-25,2.9736580304158373e-24,-3.7170725380197966e-25,2.2302435228118777e-24
810.9,-2.2302435228118777e-24,7.434145076039593e-25,1.8585362690098983e-25,-1.1151217614059388e-24,3.159511657316827e-24,-7.434145076039593e-25,2.044389895910888e-24
811.0,-2.2302435228118777e-24,1.3009753883069288e-24,1.8585362690098983e-25,-7.434145076039593e-25,3.159511657316827e-24,-5.575608807029694e-25,2.4160971497128677e-24
811.1,-2.044389895910888e-24,1.1151217614059388e-24,1.8585362690098983e-25,-5.575608807029694e-25,3.159511657316827e-24,-3.7170725380197966e-25,2.2302435228118777e-24
811.2,-2.044389895910888e-24,1.1151217614059388e-24,0.0,-3.7170725380197966e-25,3.159511657316827e-24,-1.8585362690098983e-25,2.2302435228118777e-24
811.3,-2.2302435228118777e-24,1.3009753883069288e-24,0.0,-3.7170725380197966e-25,3.159511657316827e-24,-1.8585362690098983e-25,1.8585362690098984e-24
811.4,-2.044389895910888e-24,1.1151217614059388e-24,1.8585362690098983e-25,-1.8585362690098983e-25,3.345365284217817e-24,-1.8585362690098983e-25,1.8585362690098984e-24
811.5,-2.2302435228118777e-24,7.434145076039593e-25,1.8585362690098983e-25,-7.434145076039593e-25,3.159511657316827e-24,-5.575608807029694e-25,1.6726826421089084e-24
811.6,-2.044389895910888e-24,7.434145076039593e-25,3.7170725380197966e-25,-7.434145076039593e-25,2.9736580304158373e-24,-5.575608807029694e-25,1.4868290152079186e-24
811.7,-1.8585362690098984e-24,9.292681345049492e-25,3.7170725380197966e-25,-3.7170725380197966e-25,2.7878044035148473e-24,0.0,1.6726826421089084e-24
811.8,-1.4868290152079186e-24,7.434145076039593e-25,7.434145076039593e-25,-3.7170725380197966e-25,2.9736580304158373e-24,0.0,2.044389895910888e-24
811.9,-1.4868290152079186e-24,9.292681345049492e-25,7.434145076039593e-25,-5.575608807029694e-25,2.9736580304158373e-24,-3.7170725380197966e-25,2.2302435228118777e-24
812.0,-1.1151217614059388e-24,7.434145076039593e-25,9.292681345049492e-25,-5.575608807029694e-25,3.345365284217817e-24,-7.434145076039593e-25,2.4160971497128677e-24
812.1,-1.3009753883069288e-24,5.575608807029694e-25,9.292681345049492e-25,-7.434145076039593e-25,3.159511657316827e-24,-1.3009753883069288e-24,2.4160971497128677e-24
812.2,-1.6726826421089084e-24,9.292681345049492e-25,7.434145076039593e-25,-7.434145076039593e-25,2.9736580304158373e-24,-7.434145076039593e-25,2.2302435228118777e-24
812.3,-1.6726826421089084e-24,1.3009753883069288e-24,7.434145076039593e-25,-3.7170725380197966e-25,2.7878044035148473e-24,-3.7170725380197966e-25,2.044389895910888e-24
812.4,-2.044389895910888e-24,1.3009753883069288e-24,5.575608807029694e-25,-7.434145076039593e-25,2.4160971497128677e-24,0.0,2.044389895910888e-24
812.5,-1.8585362690098984e-24,9.292681345049492e-25,9.292681345049492e-25,-9.292681345049492e-25,2.6019507766138577e-24,0.0,2.2302435228118777e-24
812.6,-1.8585362690098984e-24,5.575608807029694e-25,7.434145076039593e-25,-9.292681345049492e-25,2.7878044035148473e-24,-3.7170725380197966e-25,2.044389895910888e-24
812.7,-1.6726826421089084e-24,7.434145076039593e-25,7.434145076039593e-25,-7.434145076039593e-25,2.7878044035148473e-24,0.0,2.044389895910888e-24
812.8,-2.044389895910888e-24,5.575608807029694e-25,1.8585362690098983e-25,-7.434145076039593e-25,2.4160971497128677e-24,-1.8585362690098983e-25,1.6726826421089084e-24
812.9,-2.2302435228118777e-24,7.434145076039593e-25,1.8585362690098983e-25,-7.434145076039593e-25,2.6019507766138577e-24,-3.7170725380197966e-25,1.4868290152079186e-24
813.0,-2.4160971497128677e-24,7.434145076039593e-25,0.0,-5.575608807029694e-25,2.6019507766138577e-24,-3.7170725380197966e-25,1.4868290152079186e-24
813.1,-2.6019507766138577e-24,5.575608807029694e-25,0.0,-9.292681345049492e-25,2.7878044035148473e-24,-1.1151217614059388e-24,1.4868290152079186e-24
813.2,-2.2302435228118777e-24,7.434145076039593e-25,0.0,-7.434145076039593e-25,3.159511657316827e-24,-5.575608807029694e-25,1.6726826421089084e-24
813.3,-2.2302435228118777e-24,1.1151217614059388e-24,-1.8585362690098983e-25,-7.434145076039593e-25,2.6019507766138577e-24,-3.7170725380197966e-25,1.6726826421089084e-24
813.4,-2.4160971497128677e-24,1.1151217614059388e-24,-1.8585362690098983e-25,-1.1151217614059388e-24,2.7878044035148473e-24,-7.434145076039593e-25,1.4868290152079186e-24
813.5,-2.4160971497128677e-24,1.1151217614059388e-24,0.0,-1.1151217614059388e-24,2.6019507766138577e-24,-5.575608807029694e-25,1.6726826421089084e-24
813.6,-2.4160971497128677e-24,1.1151217614059388e-24,1.8585362690098983e-25,-1.1151217614059388e-24,2.4160971497128677e-24,-3.7170725380197966e-25,1.4868290152079186e-24
813.7,-2.4160971497128677e-24,9.292681345049492e-25,3.7170725380197966e-25,-9.292681345049492e-25,2.9736580304158373e-24,-5.575608807029694e-25,1.8585362690098984e-24
813.8,-2.6019507766138577e-24,9.292681345049492e-25,0.0,-7.434145076039593e-25,2.4160971497128677e-24,-3.7170725380197966e-25,1.6726826421089084e-24
813.9,-2.6019507766138577e-24,9.292681345049492e-25,-3.7170725380197966e-25,-7.434145076039593e-25,2.2302435228118777e-24,-1.8585362690098983e-25,1.4868290152079186e-24
814.0,-2.4160971497128677e-24,5.575608807029694e-25,-1.8585362690098983e-25,-9.292681345049492e-25,2.7878044035148473e-24,-3.7170725380197966e-25,2.044389895910888e-24
814.1,-2.7878044035148473e-24,1.8585362690098983e-25,-3.7170725380197966e-25,-1.3009753883069288e-24,2.4160971497128677e-24,-5.575608807029694e-25,2.044389895910888e-24
814.2,-2.6019507766138577e-24,-1.8585362690098983e-25,-7.434145076039593e-25,-1.1151217614059388e-24,2.2302435228118777e-24,-5.575608807029694e-25,1.8585362690098984e-24
814.3,-2.6019507766138577e-24,3.7170725380197966e-25,-3.7170725380197966e-25,-5.575608807029694e-25,2.6019507766138577e-24,-7.434145076039593e-25,2.044389895910888e-24
814.4,-2.9736580304158373e-24,3.7170725380197966e-25,-7.434145076039593e-25,-3.7170725380197966e-25,2.4160971497128677e-24,-7.434145076039593e-25,1.6726826421089084e-24
814.5,-2.6019507766138577e-24,5.575608807029694e-25,-5.575608807029694e-25,-1.8585362690098983e-25,2.6019507766138577e-24,-5.575608807029694e-25,1.6726826421089084e-24
814.6,-2.6019507766138577e-24,7.434145076039593e-25,-3.7170725380197966e-25,-3.7170725380197966e-25,2.9736580304158373e-24,-7.434145076039593e-25,1.6726826421089084e-24
814.7,-2.4160971497128677e-24,3.7170725380197966e-25,-3.7170725380197966e-25,-9.292681345049492e-25,2.7878044035148473e-24,-7.434145076039593e-25,1.6726826421089084e-24
814.8,-2.4160971497128677e-24,3.7170725380197966e-25,-3.7170725380197966e-25,-9.292681345049492e-25,2.6019507766138577e-24,-9.292681345049492e-25,1.8585362690098984e-24
814.9,-2.6019507766138577e-24,5.575608807029694e-25,-3.7170725380197966e-25,-7.434145076039593e-25,2.4160971497128677e-24,-9.292681345049492e-25,1.6726826421089084e-24
815.0,-2.6019507766138577e-24,5.575608807029694e-25,1.8585362690098983e-25,-9.292681345049492e-25,2.4160971497128677e-24,-7.434145076039593e-25,1.8585362690098984e-24
815.1,-2.044389895910888e-24,5.575608807029694e-25,3.7170725380197966e-25,-9.292681345049492e-25,2.6019507766138577e-24,-9.292681345049492e-25,2.044389895910888e-24
815.2,-1.8585362690098984e-24,5.575608807029694e-25,7.434145076039593e-25,-9.292681345049492e-25,2.7878044035148473e-24,-7.434145076039593e-25,2.044389895910888e-24
815.3,-1.6726826421089084e-24,7.434145076039593e-25,7.434145076039593e-25,-9.292681345049492e-25,2.9736580304158373e-24,-1.1151217614059388e-24,2.044389895910888e-24
815.4,-1.6726826421089084e-24,9.292681345049492e-25,5.575608807029694e-25,-3.7170725380197966e-25,3.159511657316827e-24,-3.7170725380197966e-25,1.8585362690098984e-24
815.5,-1.6726826421089084e-24,7.434145076039593e-25,5.575608807029694e-25,-5.575608807029694e-25,3.345365284217817e-24,-1.8585362690098983e-25,1.8585362690098984e-24
815.6,-1.8585362690098984e-24,7.434145076039593e-25,3.7170725380197966e-25,-5.575608807029694e-25,2.7878044035148473e-24,0.0,1.4868290152079186e-24
815.7,-2.044389895910888e-24,7.434145076039593e-25,3.7170725380197966e-25,-5.575608807029694e-25,2.7878044035148473e-24,1.8585362690098983e-25,1.6726826421089084e-24
815.8,-1.8585362690098984e-24,9.292681345049492e-25,5.575608807029694e-25,-7.434145076039593e-25,2.4160971497128677e-24,-3.7170725380197966e-25,1.6726826421089084e-24
815.9,-2.2302435228118777e-24,7.434145076039593e-25,0.0,-9.292681345049492e-25,2.044389895910888e-24,-5.575608807029694e-25,1.1151217614059388e-24
816.0,-2.4160971497128677e-24,1.1151217614059388e-24,-3.7170725380197966e-25,-7.434145076039593e-25,2.044389895910888e-24,-3.7170725380197966e-25,9.292681345049492e-25
816.1,-2.2302435228118777e-24,5.575608807029694e-25,-1.8585362690098983e-25,-1.3009753883069288e-24,2.2302435228118777e-24,-9.292681345049492e-25,1.1151217614059388e-24
816.2,-2.2302435228118777e-24,3.7170725380197966e-25,-3.7170725380197966e-25,-1.3009753883069288e-24,2.2302435228118777e-24,-7.434145076039593e-25,1.1151217614059388e-24
816.3,-2.044389895910888e-24,5.575608807029694e-25,-5.575608807029694e-25,-9.292681345049492e-25,2.4160971497128677e-24,-7.434145076039593e-25,1.6726826421089084e-24
816.4,-1.6726826421089084e-24,1.8585362690098983e-25,-3.7170725380197966e-25,-1.4868290152079186e-24,2.7878044035148473e-24,-1.1151217614059388e-24,1.8585362690098984e-24
816.5,-1.8585362690098984e-24,5.575608807029694e-25,-5.575608807029694e-25,-1.1151217614059388e-24,2.6019507766138577e-24,-5.575608807029694e-25,1.8585362690098984e-24
816.6,-2.2302435228118777e-24,5.575608807029694e-25,-5.575608807029694e-25,-1.3009753883069288e-24,2.7878044035148473e-24,-1.1151217614059388e-24,1.8585362690098984e-24
816.7,-2.6019507766138577e-24,5.575608807029694e-25,-1.8585362690098983e-25,-1.4868290152079186e-24,2.9736580304158373e-24,-1.1151217614059388e-24,1.8585362690098984e-24
816.8,-2.6019507766138577e-24,5.575608807029694e-25,0.0,-1.3009753883069288e-24,2.7878044035148473e-24,-1.3009753883069288e-24,2.044389895910888e-24
816.9,-2.6019507766138577e-24,5.575608807029694e-25,0.0,-1.3009753883069288e-24,2.7878044035148473e-24,-1.6726826421089084e-24,2.044389895910888e-24
817.0,-2.2302435228118777e-24,5.575608807029694e-25,1.8585362690098983e-25,-7.434145076039593e-25,2.6019507766138577e-24,-1.3009753883069288e-24,1.6726826421089084e-24
817.1,-2.044389895910888e-24,5.575608807029694e-25,0.0,-7.434145076039593e-25,2.2302435228118777e-24,-1.1151217614059388e-24,1.4868290152079186e-24
817.2,-2.2302435228118777e-24,7.434145076039593e-25,0.0,-9.292681345049492e-25,2.2302435228118777e-24,-9.292681345049492e-25,1.4868290152079186e-24
817.3,-2.2302435228118777e-24,1.1151217614059388e-24,0.0,-5.575608807029694e-25,2.044389895910888e-24,-3.7170725380197966e-25,1.1151217614059388e-24
817.4,-1.8585362690098984e-24,1.4868290152079186e-24,0.0,-3.7170725380197966e-25,2.044389895910888e-24,-1.8585362690098983e-25,1.3009753883069288e-24
817.5,-2.044389895910888e-24,1.8585362690098984e-24,1.8585362690098983e-25,-1.8585362690098983e-25,2.044389895910888e-24,3.7170725380197966e-25,9.292681345049492e-25
817.6,-2.4160971497128677e-24,1.4868290152079186e-24,0.0,-1.8585362690098983e-25,2.2302435228118777e-24,1.8585362690098983e-25,1.1151217614059388e-24
817.7,-2.2302435228118777e-24,7.434145076039593e-25,-1.8585362690098983e-25,-7.434145076039593e-25,2.2302435228118777e-24,-3.7170725380197966e-25,1.4868290152079186e-24
817.8,-2.7878044035148473e-24,3.7170725380197966e-25,-3.7170725380197966e-25,-1.3009753883069288e-24,2.2302435228118777e-24,-7.434145076039593e-25,1.4868290152079186e-24
817.9,-2.7878044035148473e-24,1.8585362690098983e-25,-7.434145076039593e-25,-1.6726826421089084e-24,2.2302435228118777e-24,-9.292681345049492e-25,1.4868290152079186e-24
818.0,-2.2302435228118777e-24,-1.8585362690098983e-25,-7.434145076039593e-25,-1.8585362690098984e-24,2.4160971497128677e-24,-1.3009753883069288e-24,1.6726826421089084e-24
818.1,-2.2302435228118777e-24,0.0,-3.7170725380197966e-25,-2.044389895910888e-24,2.4160971497128677e-24,-1.1151217614059388e-24,1.6726826421089084e-24
818.2,-2.4160971497128677e-24,-1.8585362690098983e-25,-5.575608807029694e-25,-1.8585362690098984e-24,2.2302435228118777e-24,-1.3009753883069288e-24,1.4868290152079186e-24
818.3,-2.044389895910888e-24,1.8585362690098983e-25,-1.8585362690098983e-25,-1.4868290152079186e-24,2.4160971497128677e-24,-1.3009753883069288e-24,1.6726826421089084e-24
818.4,-2.6019507766138577e-24,0.0,1.8585362690098983e-25,-1.4868290152079186e-24,2.044389895910888e-24,-1.1151217614059388e-24,1.6726826421089084e-24
818.5,-2.7878044035148473e-24,0.0,0.0,-1.3009753883069288e-24,2.2302435228118777e-24,-9.292681345049492e-25,1.6726826421089084e-24
818.6,-2.6019507766138577e-24,5.575608807029694e-25,1.8585362690098983e-25,-7.434145076039593e-25,2.2302435228118777e-24,-3.7170725380197966e-25,1.8585362690098984e-24
818.7,-2.7878044035148473e-24,7.434145076039593e-25,-1.8585362690098983e-25,-7.434145076039593e-25,2.4160971497128677e-24,0.0,1.3009753883069288e-24
818.8,-2.4160971497128677e-24,7.434145076039593e-25,-1.8585362690098983e-25,-7.434145076039593e-25,2.9736580304158373e-24,0.0,1.4868290152079186e-24
818.9,-2.4160971497128677e-24,7.434145076039593e-25,-1.8585362690098983e-25,-7.434145076039593e-25,2.4160971497128677e-24,-3.7170725380197966e-25,1.1151217614059388e-24
819.0,-2.4160971497128677e-24,3.7170725380197966e-25,-3.7170725380197966e-25,-1.1151217614059388e-24,2.6019507766138577e-24,-5.575608807029694e-25,1.1151217614059388e-24
819.1,-2.2302435228118777e-24,5.575608807029694e-25,0.0,-9.292681345049492e-25,2.4160971497128677e-24,-5.575608807029694e-25,1.4868290152079186e-24
819.2,-2.044389895910888e-24,7.434145076039593e-25,1.8585362690098983e-25,-7.434145076039593e-25,2.044389895910888e-24,-5.575608807029694e-25,1.6726826421089084e-24
819.3,-1.8585362690098984e-24,1.1151217614059388e-24,1.8585362690098983e-25,-5.575608807029694e-25,2.2302435228118777e-24,-1.8585362690098983e-25,1.6726826421089084e-24
819.4,-2.044389895910888e-24,1.3009753883069288e-24,1.8585362690098983e-25,-5.575608807029694e-25,2.044389895910888e-24,-1.8585362690098983e-25,1.1151217614059388e-24
819.5,-2.4160971497128677e-24,9.292681345049492e-25,-1.8585362690098983e-25,-7.434145076039593e-25,2.2302435228118777e-24,-1.8585362690098983e-25,1.1151217614059388e-24
819.6,-2.7878044035148473e-24,5.575608807029694e-25,-3.7170725380197966e-25,-5.575608807029694e-25,2.2302435228118777e-24,-3.7170725380197966e-25,9.292681345049492e-25
819.7,-3.345365284217817e-24,1.8585362690098983e-25,-7.434145076039593e-25,-5.575608807029694e-25,2.044389895910888e-24,-5.575608807029694e-25,5.575608807029694e-25
819.8,-2.9736580304158373e-24,0.0,-5.575608807029694e-25,-9.292681345049492e-25,2.4160971497128677e-24,-1.1151217614059388e-24,1.1151217614059388e-24
819.9,-2.9736580304158373e-24,3.7170725380197966e-25,-7.434145076039593e-25,-7.434145076039593e-25,2.044389895910888e-24,-9.292681345049492e-25,1.1151217614059388e-24
820.0,-2.9736580304158373e-24,5.575608807029694e-25,-9.292681345049492e-25,-1.1151217614059388e-24,1.8585362690098984e-24,-9.292681345049492e-25,9.292681345049492e-25
820.1,-2.2302435228118777e-24,5.575608807029694e-25,-5.575608807029694e-25,-1.1151217614059388e-24,2.044389895910888e-24,-9.292681345049492e-25,1.4868290152079186e-24
820.2,-2.2302435228118777e-24,5.575608807029694e-25,-7.434145076039593e-25,-1.1151217614059388e-24,1.8585362690098984e-24,-7.434145076039593e-25,1.1151217614059388e-24
820.3,-2.2302435228118777e-24,1.8585362690098983e-25,-5.575608807029694e-25,-1.4868290152079186e-24,2.044389895910888e-24,-9.292681345049492e-25,1.1151217614059388e-24
820.4,-2.2302435228118777e-24,0.0,-5.575608807029694e-25,-1.6726826421089084e-24,2.2302435228118777e-24,-1.1151217614059388e-24,1.3009753883069288e-24
820.5,-2.7878044035148473e-24,0.0,-9.292681345049492e-25,-1.6726826421089084e-24,2.044389895910888e-24,-1.1151217614059388e-24,1.1151217614059388e-24
820.6,-2.7878044035148473e-24,3.7170725380197966e-25,-7.434145076039593e-25,-1.4868290152079186e-24,2.044389895910888e-24,-9.292681345049492e-25,1.1151217614059388e-24
820.7,-2.6019507766138577e-24,1.8585362690098983e-25,-5.575608807029694e-25,-1.3009753883069288e-24,2.2302435228118777e-24,-1.1151217614059388e-24,1.3009753883069288e-24
820.8,-2.7878044035148473e-24,7.434145076039593e-25,-3.7170725380197966e-25,-5.575608807029694e-25,2.044389895910888e-24,-5.575608807029694e-25,9.292681345049492e-25
820.9,-2.6019507766138577e-24,7.434145076039593e-25,0.0,-5.575608807029694e-25,2.2302435228118777e-24,-1.8585362690098983e-25,7.434145076039593e-25
821.0,-2.7878044035148473e-24,7.434145076039593e-25,1.8585362690098983e-25,-3.7170725380197966e-25,2.2302435228118777e-24,-1.8585362690098983e-25,1.1151217614059388e-24
821.1,-2.7878044035148473e-24,7.434145076039593e-25,0.0,-3.7170725380197966e-25,2.044389895910888e-24,1.8585362690098983e-25,1.1151217614059388e-24
821.2,-2.7878044035148473e-24,5.575608807029694e-25,0.0,-3.7170725380197966e-25,1.8585362690098984e-24,-1.8585362690098983e-25,1.3009753883069288e-24
821.3,-2.9736580304158373e-24,3.7170725380197966e-25,0.0,-7.434145076039593e-25,1.8585362690098984e-24,-7.434145076039593e-25,1.4868290152079186e-24
821.4,-3.159511657316827e-24,1.8585362690098983e-25,-5.575608807029694e-25,-1.1151217614059388e-24,1.6726826421089084e-24,-1.1151217614059388e-24,1.1151217614059388e-24
821.5,-3.159511657316827e-24,1.8585362690098983e-25,-5.575608807029694e-25,-1.3009753883069288e-24,1.6726826421089084e-24,-1.4868290152079186e-24,1.1151217614059388e-24
821.6,-2.6019507766138577e-24,1.8585362690098983e-25,-5.575608807029694e-25,-1.3009753883069288e-24,1.8585362690098984e-24,-1.4868290152079186e-24,1.3009753883069288e-24
821.7,-2.6019507766138577e-24,3.7170725380197966e-25,-9.292681345049492e-25,-1.3009753883069288e-24,2.044389895910888e-24,-1.1151217614059388e-24,9.292681345049492e-25
821.8,-2.7878044035148473e-24,7.434145076039593e-25,-9.292681345049492e-25,-9.292681345049492e-25,2.044389895910888e-24,-7.434145076039593e-25,1.1151217614059388e-24
821.9,-2.6019507766138577e-24,5.575608807029694e-25,-7.434145076039593e-25,-1.3009753883069288e-24,1.8585362690098984e-24,-9.292681345049492e-25,1.3009753883069288e-24
822.0,-2.7878044035148473e-24,5.575608807029694e-25,-9.292681345049492e-25,-1.4868290152079186e-24,1.8585362690098984e-24,-7.434145076039593e-25,1.4868290152079186e-24
822.1,-2.7878044035148473e-24,5.575608807029694e-25,-7.434145076039593e-25,-9.292681345049492e-25,1.6726826421089084e-24,-7.434145076039593e-25,1.4868290152079186e-24
822.2,-2.4160971497128677e-24,3.7170725380197966e-25,-3.7170725380197966e-25,-1.1151217614059388e-24,1.8585362690098984e-24,-1.1151217614059388e-24,1.4868290152079186e-24
822.3,-2.7878044035148473e-24,0.0,-3.7170725380197966e-25,-1.1151217614059388e-24,1.6726826421089084e-24,-1.1151217614059388e-24,9.292681345049492e-25
822.4,-2.7878044035148473e-24,0.0,-1.8585362690098983e-25,-9.292681345049492e-25,1.3009753883069288e-24,-1.1151217614059388e-24,7.434145076039593e-25
822.5,-3.5312189111188065e-24,0.0,-5.575608807029694e-25,-1.1151217614059388e-24,1.1151217614059388e-24,-9.292681345049492e-25,7.434145076039593e-25
822.6,-3.345365284217817e-24,1.8585362690098983e-25,-5.575608807029694e-25,-1.1151217614059388e-24,1.3009753883069288e-24,-9.292681345049492e-25,7.434145076039593e-25
822.7,-3.345365284217817e-24,3.7170725380197966e-25,-1.8585362690098983e-25,-7.434145076039593e-25,1.8585362690098984e-24,-9.292681345049492e-25,1.1151217614059388e-24
822.8,-3.345365284217817e-24,1.8585362690098983e-25,-1.8585362690098983e-25,-9.292681345049492e-25,2.044389895910888e-24,-1.3009753883069288e-24,1.3009753883069288e-24
822.9,-2.7878044035148473e-24,3.7170725380197966e-25,-1.8585362690098983e-25,-7.434145076039593e-25,2.4160971497128677e-24,-1.1151217614059388e-24,1.3009753883069288e-24
823.0,-2.7878044035148473e-24,1.8585362690098983e-25,-3.7170725380197966e-25,-7.434145076039593e-25,2.2302435228118777e-24,-9.292681345049492e-25,1.1151217614059388e-24
823.1,-3.159511657316827e-24,3.7170725380197966e-25,-9.292681345049492e-25,-1.1151217614059388e-24,1.8585362690098984e-24,-9.292681345049492e-25,7.434145076039593e-25
823.2,-3.159511657316827e-24,3.7170725380197966e-25,-7.434145076039593e-25,-1.1151217614059388e-24,2.044389895910888e-24,-9.292681345049492e-25,5.575608807029694e-25
823.3,-3.345365284217817e-24,1.8585362690098983e-25,-1.3009753883069288e-24,-1.3009753883069288e-24,1.8585362690098984e-24,-9.292681345049492e-25,1.8585362690098983e-25
