Wavelengt [nm],s1.4,s2.4,s3.4,s4.4,s5.4,s6.4,s7.4
259.9,4.274633418722766e-23,4.237462693342568e-23,4.6277553098346464e-23,1.6726826421089082e-23,5.4826819935792e-23,1.5983411913485124e-23,3.7914139887801927e-23
260.0,4.2188773306524693e-23,4.3118041441029634e-23,4.6091699471445473e-23,1.784194818249502e-23,5.4640966308891e-23,1.6169265540386114e-23,3.772828626090093e-23
260.1,4.20029196796237e-23,4.348974869483162e-23,4.6277553098346464e-23,1.784194818249502e-23,5.519852718959398e-23,1.6355119167287104e-23,3.809999351470292e-23
260.2,4.163121242582172e-23,4.441901682933657e-23,4.553413859074251e-23,1.8213655436297002e-23,5.4826819935792e-23,1.6726826421089082e-23,3.772828626090093e-23
260.3,4.088779791821776e-23,4.423316320243558e-23,4.516243133694052e-23,1.8213655436297002e-23,5.408340542818804e-23,1.6355119167287104e-23,3.7170725380197966e-23
260.4,4.051609066441578e-23,4.348974869483162e-23,4.441901682933657e-23,1.6726826421089082e-23,5.371169817438605e-23,1.5797558286584136e-23,3.6984871753296975e-23
260.5,4.051609066441578e-23,4.3118041441029634e-23,4.423316320243558e-23,1.7098533674891063e-23,5.29682836667821e-23,1.5611704659683143e-23,3.6241457245693014e-23
260.6,4.107365154511875e-23,4.274633418722766e-23,4.3861455948633595e-23,1.7470240928693044e-23,5.352584454748507e-23,1.5983411913485124e-23,3.6241457245693014e-23
260.7,4.088779791821776e-23,4.293218781412865e-23,4.3861455948633595e-23,1.7656094555594034e-23,5.29682836667821e-23,1.6912680047990075e-23,3.6241457245693014e-23
260.8,4.088779791821776e-23,4.237462693342568e-23,4.4047309575534585e-23,1.784194818249502e-23,5.333999092058407e-23,1.7284387301792053e-23,3.605560361879203e-23
260.9,4.051609066441578e-23,4.237462693342568e-23,4.441901682933657e-23,1.8399509063197992e-23,5.352584454748507e-23,1.784194818249502e-23,3.586974999189104e-23
261.0,3.995852978371281e-23,4.1817066052722707e-23,4.516243133694052e-23,1.8585362690098983e-23,5.315413729368309e-23,1.7656094555594034e-23,3.6799018126395985e-23
261.1,3.995852978371281e-23,4.20029196796237e-23,4.497657771003954e-23,1.877121631699997e-23,5.371169817438605e-23,1.7470240928693044e-23,3.6613164499494995e-23
261.2,4.0144383410613805e-23,4.256048056032667e-23,4.553413859074251e-23,1.914292357080195e-23,5.426925905508903e-23,1.784194818249502e-23,3.6984871753296975e-23
261.3,4.051609066441578e-23,4.256048056032667e-23,4.553413859074251e-23,1.8585362690098983e-23,5.408340542818804e-23,1.7098533674891063e-23,3.754243263399994e-23
261.4,4.051609066441578e-23,4.256048056032667e-23,4.57199922176435e-23,1.784194818249502e-23,5.426925905508903e-23,1.5983411913485124e-23,3.7170725380197966e-23
261.5,4.0144383410613805e-23,4.293218781412865e-23,4.553413859074251e-23,1.7656094555594034e-23,5.389755180128705e-23,1.5797558286584136e-23,3.6984871753296975e-23
261.6,4.033023703751479e-23,4.256048056032667e-23,4.516243133694052e-23,1.7284387301792053e-23,5.333999092058407e-23,1.5611704659683143e-23,3.6799018126395985e-23
261.7,4.051609066441578e-23,4.256048056032667e-23,4.4790724083138547e-23,1.7284387301792053e-23,5.352584454748507e-23,1.6169265540386114e-23,3.6241457245693014e-23
261.8,4.051609066441578e-23,4.3118041441029634e-23,4.4604870456237556e-23,1.8027801809396015e-23,5.426925905508903e-23,1.7284387301792053e-23,3.6427310872594004e-23
261.9,4.088779791821776e-23,4.293218781412865e-23,4.441901682933657e-23,1.784194818249502e-23,5.4640966308891e-23,1.7284387301792053e-23,3.6427310872594004e-23
262.0,4.033023703751479e-23,4.3861455948633595e-23,4.441901682933657e-23,1.877121631699997e-23,5.4640966308891e-23,1.8027801809396015e-23,3.6613164499494995e-23
262.1,4.033023703751479e-23,4.441901682933657e-23,4.4790724083138547e-23,1.877121631699997e-23,5.4640966308891e-23,1.7656094555594034e-23,3.754243263399994e-23
262.2,3.9400968903009844e-23,4.4047309575534585e-23,4.3861455948633595e-23,1.8213655436297002e-23,5.352584454748507e-23,1.6912680047990075e-23,3.605560361879203e-23
262.3,3.847170076850489e-23,4.367560232173261e-23,4.367560232173261e-23,1.8027801809396015e-23,5.2782430039881114e-23,1.5797558286584136e-23,3.549804273808905e-23
262.4,3.7914139887801927e-23,4.293218781412865e-23,4.274633418722766e-23,1.7470240928693044e-23,5.241072278607913e-23,1.4682436525178197e-23,3.512633548428708e-23
262.5,3.7356579007098956e-23,4.3118041441029634e-23,4.330389506793063e-23,1.784194818249502e-23,5.241072278607913e-23,1.5054143778980175e-23,3.494048185738609e-23
262.6,3.772828626090093e-23,4.274633418722766e-23,4.293218781412865e-23,1.784194818249502e-23,5.259657641298012e-23,1.4868290152079187e-23,3.568389636499004e-23
262.7,3.7914139887801927e-23,4.237462693342568e-23,4.3118041441029634e-23,1.7284387301792053e-23,5.259657641298012e-23,1.4682436525178197e-23,3.605560361879203e-23
262.8,3.847170076850489e-23,4.20029196796237e-23,4.367560232173261e-23,1.7656094555594034e-23,5.259657641298012e-23,1.4310729271376216e-23,3.531218911118807e-23
262.9,3.754243263399994e-23,4.144535879892073e-23,4.256048056032667e-23,1.7470240928693044e-23,5.1667308278475166e-23,1.3753168390673248e-23,3.4011213722881135e-23
263.0,3.7914139887801927e-23,4.1817066052722707e-23,4.348974869483162e-23,1.8213655436297002e-23,5.259657641298012e-23,1.3753168390673248e-23,3.4568774603584106e-23
263.1,3.754243263399994e-23,4.20029196796237e-23,4.330389506793063e-23,1.8585362690098983e-23,5.241072278607913e-23,1.4682436525178197e-23,3.494048185738609e-23
263.2,3.7914139887801927e-23,4.256048056032667e-23,4.348974869483162e-23,1.877121631699997e-23,5.2782430039881114e-23,1.5239997405881168e-23,3.586974999189104e-23
263.3,3.8843408022306867e-23,4.20029196796237e-23,4.4047309575534585e-23,1.7656094555594034e-23,5.371169817438605e-23,1.5611704659683143e-23,3.6984871753296975e-23
263.4,3.9400968903009844e-23,4.20029196796237e-23,4.348974869483162e-23,1.7098533674891063e-23,5.259657641298012e-23,1.5983411913485124e-23,3.605560361879203e-23
263.5,3.9400968903009844e-23,4.274633418722766e-23,4.293218781412865e-23,1.7284387301792053e-23,5.222486915917814e-23,1.5797558286584136e-23,3.531218911118807e-23
263.6,3.9029261649207863e-23,4.274633418722766e-23,4.3118041441029634e-23,1.6912680047990075e-23,5.185316190537616e-23,1.5611704659683143e-23,3.4754628230485097e-23
263.7,3.809999351470292e-23,4.348974869483162e-23,4.293218781412865e-23,1.7470240928693044e-23,5.129560102467319e-23,1.6169265540386114e-23,3.4197067349782126e-23
263.8,3.6984871753296975e-23,4.423316320243558e-23,4.20029196796237e-23,1.8213655436297002e-23,5.055218651706923e-23,1.6540972794188095e-23,3.4382920976683116e-23
263.9,3.6984871753296975e-23,4.348974869483162e-23,4.2188773306524693e-23,1.784194818249502e-23,5.0738040143970226e-23,1.6540972794188095e-23,3.4382920976683116e-23
264.0,3.7356579007098956e-23,4.3861455948633595e-23,4.20029196796237e-23,1.784194818249502e-23,5.092389377087121e-23,1.6726826421089082e-23,3.4197067349782126e-23
264.1,3.6984871753296975e-23,4.348974869483162e-23,4.125950517201974e-23,1.784194818249502e-23,5.11097473977722e-23,1.6169265540386114e-23,3.4382920976683116e-23
264.2,3.6241457245693014e-23,4.3861455948633595e-23,4.163121242582172e-23,1.7470240928693044e-23,5.1667308278475166e-23,1.5983411913485124e-23,3.4011213722881135e-23
264.3,3.605560361879203e-23,4.348974869483162e-23,4.1817066052722707e-23,1.7656094555594034e-23,5.185316190537616e-23,1.5983411913485124e-23,3.4197067349782126e-23
264.4,3.568389636499004e-23,4.274633418722766e-23,4.163121242582172e-23,1.7098533674891063e-23,5.2039015532277153e-23,1.5611704659683143e-23,3.4754628230485097e-23
264.5,3.6427310872594004e-23,4.2188773306524693e-23,4.237462693342568e-23,1.6912680047990075e-23,5.185316190537616e-23,1.5611704659683143e-23,3.494048185738609e-23
264.6,3.754243263399994e-23,4.051609066441578e-23,4.330389506793063e-23,1.6169265540386114e-23,5.222486915917814e-23,1.4496582898277207e-23,3.6241457245693014e-23
264.7,3.772828626090093e-23,4.033023703751479e-23,4.367560232173261e-23,1.5983411913485124e-23,5.2039015532277153e-23,1.3939022017574236e-23,3.6241457245693014e-23
264.8,3.7170725380197966e-23,4.033023703751479e-23,4.348974869483162e-23,1.6169265540386114e-23,5.1481454651574176e-23,1.3939022017574236e-23,3.568389636499004e-23
264.9,3.6799018126395985e-23,4.088779791821776e-23,4.330389506793063e-23,1.6169265540386114e-23,5.129560102467319e-23,1.3939022017574236e-23,3.586974999189104e-23
265.0,3.568389636499004e-23,4.107365154511875e-23,4.237462693342568e-23,1.6540972794188095e-23,4.9994625636366265e-23,1.4310729271376216e-23,3.382536009598015e-23
265.1,3.549804273808905e-23,4.088779791821776e-23,4.20029196796237e-23,1.6912680047990075e-23,5.036633289016824e-23,1.4496582898277207e-23,3.4197067349782126e-23
265.2,3.4754628230485097e-23,4.107365154511875e-23,4.163121242582172e-23,1.7470240928693044e-23,5.018047926326725e-23,1.5054143778980175e-23,3.4011213722881135e-23
265.3,3.4568774603584106e-23,4.107365154511875e-23,4.144535879892073e-23,1.6540972794188095e-23,5.036633289016824e-23,1.4682436525178197e-23,3.28960919614752e-23
265.4,3.512633548428708e-23,4.144535879892073e-23,4.163121242582172e-23,1.6726826421089082e-23,5.1667308278475166e-23,1.5054143778980175e-23,3.4011213722881135e-23
265.5,3.4568774603584106e-23,4.125950517201974e-23,4.125950517201974e-23,1.6726826421089082e-23,5.129560102467319e-23,1.5611704659683143e-23,3.363950646907916e-23
265.6,3.494048185738609e-23,4.107365154511875e-23,4.163121242582172e-23,1.6169265540386114e-23,5.11097473977722e-23,1.5611704659683143e-23,3.4197067349782126e-23
265.7,3.512633548428708e-23,4.125950517201974e-23,4.20029196796237e-23,1.7284387301792053e-23,5.11097473977722e-23,1.6912680047990075e-23,3.494048185738609e-23
265.8,3.512633548428708e-23,4.107365154511875e-23,4.237462693342568e-23,1.6912680047990075e-23,5.036633289016824e-23,1.6355119167287104e-23,3.549804273808905e-23
265.9,3.586974999189104e-23,4.107365154511875e-23,4.256048056032667e-23,1.5983411913485124e-23,4.9994625636366265e-23,1.5425851032782156e-23,3.586974999189104e-23
266.0,3.6427310872594004e-23,4.144535879892073e-23,4.256048056032667e-23,1.7098533674891063e-23,5.055218651706923e-23,1.5797558286584136e-23,3.6241457245693014e-23
266.1,3.586974999189104e-23,4.088779791821776e-23,4.2188773306524693e-23,1.6726826421089082e-23,4.9808772009465275e-23,1.5239997405881168e-23,3.568389636499004e-23
266.2,3.6241457245693014e-23,4.088779791821776e-23,4.256048056032667e-23,1.6355119167287104e-23,5.055218651706923e-23,1.6169265540386114e-23,3.531218911118807e-23
266.3,3.6241457245693014e-23,4.125950517201974e-23,4.3118041441029634e-23,1.6726826421089082e-23,5.1481454651574176e-23,1.6912680047990075e-23,3.512633548428708e-23
266.4,3.6613164499494995e-23,4.107365154511875e-23,4.330389506793063e-23,1.5983411913485124e-23,5.222486915917814e-23,1.6540972794188095e-23,3.4197067349782126e-23
266.5,3.6799018126395985e-23,4.125950517201974e-23,4.330389506793063e-23,1.5611704659683143e-23,5.241072278607913e-23,1.5611704659683143e-23,3.4197067349782126e-23
266.6,3.6241457245693014e-23,4.163121242582172e-23,4.274633418722766e-23,1.6726826421089082e-23,5.222486915917814e-23,1.5425851032782156e-23,3.382536009598015e-23
266.7,3.549804273808905e-23,4.125950517201974e-23,4.2188773306524693e-23,1.6169265540386114e-23,5.0738040143970226e-23,1.5054143778980175e-23,3.363950646907916e-23
266.8,3.494048185738609e-23,4.033023703751479e-23,4.144535879892073e-23,1.5611704659683143e-23,4.943706475566329e-23,1.4310729271376216e-23,3.382536009598015e-23
266.9,3.4754628230485097e-23,4.051609066441578e-23,4.088779791821776e-23,1.6169265540386114e-23,4.9622918382564284e-23,1.4124875644475226e-23,3.4011213722881135e-23
267.0,3.512633548428708e-23,3.958682252991083e-23,4.125950517201974e-23,1.5611704659683143e-23,4.9994625636366265e-23,1.3753168390673248e-23,3.4568774603584106e-23
267.1,3.586974999189104e-23,3.9400968903009844e-23,4.088779791821776e-23,1.6169265540386114e-23,5.092389377087121e-23,1.3753168390673248e-23,3.382536009598015e-23
267.2,3.6241457245693014e-23,3.9215115276108854e-23,4.070194429131677e-23,1.6355119167287104e-23,5.0738040143970226e-23,1.3381461136871267e-23,3.382536009598015e-23
267.3,3.568389636499004e-23,3.8843408022306867e-23,4.051609066441578e-23,1.6540972794188095e-23,4.9994625636366265e-23,1.3381461136871267e-23,3.3453652842178164e-23
267.4,3.568389636499004e-23,3.865755439540588e-23,4.033023703751479e-23,1.6169265540386114e-23,4.9994625636366265e-23,1.3381461136871267e-23,3.363950646907916e-23
267.5,3.586974999189104e-23,3.865755439540588e-23,4.088779791821776e-23,1.5983411913485124e-23,4.9994625636366265e-23,1.3381461136871267e-23,3.4382920976683116e-23
267.6,3.586974999189104e-23,3.9029261649207863e-23,4.125950517201974e-23,1.6169265540386114e-23,5.11097473977722e-23,1.3939022017574236e-23,3.4568774603584106e-23
267.7,3.6799018126395985e-23,3.9029261649207863e-23,4.20029196796237e-23,1.5611704659683143e-23,5.222486915917814e-23,1.4682436525178197e-23,3.512633548428708e-23
267.8,3.7356579007098956e-23,3.977267615681182e-23,4.20029196796237e-23,1.5611704659683143e-23,5.222486915917814e-23,1.4868290152079187e-23,3.4568774603584106e-23
267.9,3.754243263399994e-23,3.958682252991083e-23,4.20029196796237e-23,1.5054143778980175e-23,5.2782430039881114e-23,1.4868290152079187e-23,3.494048185738609e-23
268.0,3.7170725380197966e-23,3.977267615681182e-23,4.237462693342568e-23,1.5425851032782156e-23,5.185316190537616e-23,1.5239997405881168e-23,3.4568774603584106e-23
268.1,3.6984871753296975e-23,3.9400968903009844e-23,4.237462693342568e-23,1.5797558286584136e-23,5.1481454651574176e-23,1.4868290152079187e-23,3.4754628230485097e-23
268.2,3.586974999189104e-23,3.958682252991083e-23,4.237462693342568e-23,1.6169265540386114e-23,5.11097473977722e-23,1.5054143778980175e-23,3.4568774603584106e-23
268.3,3.531218911118807e-23,4.051609066441578e-23,4.237462693342568e-23,1.7098533674891063e-23,5.055218651706923e-23,1.5054143778980175e-23,3.4197067349782126e-23
268.4,3.605560361879203e-23,4.107365154511875e-23,4.256048056032667e-23,1.7470240928693044e-23,5.11097473977722e-23,1.5425851032782156e-23,3.512633548428708e-23
268.5,3.586974999189104e-23,4.125950517201974e-23,4.20029196796237e-23,1.6912680047990075e-23,5.129560102467319e-23,1.5054143778980175e-23,3.494048185738609e-23
268.6,3.605560361879203e-23,4.070194429131677e-23,4.125950517201974e-23,1.6355119167287104e-23,5.018047926326725e-23,1.4868290152079187e-23,3.4754628230485097e-23
268.7,3.605560361879203e-23,3.977267615681182e-23,4.088779791821776e-23,1.5983411913485124e-23,4.9994625636366265e-23,1.4496582898277207e-23,3.4568774603584106e-23
268.8,3.549804273808905e-23,3.9029261649207863e-23,4.088779791821776e-23,1.5054143778980175e-23,4.9994625636366265e-23,1.3939022017574236e-23,3.4011213722881135e-23
268.9,3.512633548428708e-23,3.9029261649207863e-23,4.051609066441578e-23,1.5239997405881168e-23,4.9251211128762304e-23,1.4868290152079187e-23,3.3453652842178164e-23
269.0,3.549804273808905e-23,3.865755439540588e-23,4.144535879892073e-23,1.4868290152079187e-23,4.9994625636366265e-23,1.4310729271376216e-23,3.382536009598015e-23
269.1,3.512633548428708e-23,3.9029261649207863e-23,4.107365154511875e-23,1.4868290152079187e-23,4.9808772009465275e-23,1.4682436525178197e-23,3.4011213722881135e-23
269.2,3.512633548428708e-23,3.8843408022306867e-23,4.070194429131677e-23,1.4868290152079187e-23,4.943706475566329e-23,1.4124875644475226e-23,3.4011213722881135e-23
269.3,3.4568774603584106e-23,3.9400968903009844e-23,4.051609066441578e-23,1.5239997405881168e-23,4.9808772009465275e-23,1.3381461136871267e-23,3.363950646907916e-23
269.4,3.382536009598015e-23,3.977267615681182e-23,4.0144383410613805e-23,1.6726826421089082e-23,5.036633289016824e-23,1.3939022017574236e-23,3.363950646907916e-23
269.5,3.382536009598015e-23,4.0144383410613805e-23,4.0144383410613805e-23,1.7284387301792053e-23,5.0738040143970226e-23,1.4124875644475226e-23,3.382536009598015e-23
269.6,3.382536009598015e-23,4.051609066441578e-23,4.0144383410613805e-23,1.784194818249502e-23,5.055218651706923e-23,1.5239997405881168e-23,3.3453652842178164e-23
269.7,3.382536009598015e-23,3.977267615681182e-23,4.033023703751479e-23,1.7470240928693044e-23,5.055218651706923e-23,1.4868290152079187e-23,3.3267799215277174e-23
269.8,3.4568774603584106e-23,3.9215115276108854e-23,4.033023703751479e-23,1.6540972794188095e-23,4.9808772009465275e-23,1.4310729271376216e-23,3.3267799215277174e-23
269.9,3.4754628230485097e-23,3.847170076850489e-23,4.051609066441578e-23,1.5425851032782156e-23,4.9251211128762304e-23,1.4496582898277207e-23,3.3267799215277174e-23
270.0,3.512633548428708e-23,3.6984871753296975e-23,4.051609066441578e-23,1.4682436525178197e-23,4.9251211128762304e-23,1.3381461136871267e-23,3.3453652842178164e-23
270.1,3.531218911118807e-23,3.6613164499494995e-23,4.107365154511875e-23,1.4496582898277207e-23,4.869365024805933e-23,1.4310729271376216e-23,3.4011213722881135e-23
270.2,3.494048185738609e-23,3.754243263399994e-23,4.088779791821776e-23,1.5425851032782156e-23,4.869365024805933e-23,1.5425851032782156e-23,3.382536009598015e-23
270.3,3.4568774603584106e-23,3.7914139887801927e-23,4.0144383410613805e-23,1.5611704659683143e-23,4.9065357501861313e-23,1.5239997405881168e-23,3.382536009598015e-23
270.4,3.4011213722881135e-23,3.977267615681182e-23,3.9400968903009844e-23,1.6169265540386114e-23,4.9251211128762304e-23,1.5797558286584136e-23,3.308194558837619e-23
270.5,3.4197067349782126e-23,3.9400968903009844e-23,3.977267615681182e-23,1.6355119167287104e-23,4.943706475566329e-23,1.4868290152079187e-23,3.28960919614752e-23
270.6,3.4011213722881135e-23,3.8843408022306867e-23,4.051609066441578e-23,1.5797558286584136e-23,4.943706475566329e-23,1.3567314763772258e-23,3.271023833457421e-23
270.7,3.4011213722881135e-23,3.82858471416039e-23,4.088779791821776e-23,1.5797558286584136e-23,4.887950387496032e-23,1.3381461136871267e-23,3.233853108077223e-23
270.8,3.4197067349782126e-23,3.7170725380197966e-23,4.107365154511875e-23,1.5054143778980175e-23,4.869365024805933e-23,1.3195607509970279e-23,3.3453652842178164e-23
270.9,3.3267799215277174e-23,3.7914139887801927e-23,3.995852978371281e-23,1.4310729271376216e-23,4.7950235740455377e-23,1.3381461136871267e-23,3.28960919614752e-23
271.0,3.4011213722881135e-23,3.82858471416039e-23,3.995852978371281e-23,1.4496582898277207e-23,4.832194299425735e-23,1.3939022017574236e-23,3.363950646907916e-23
271.1,3.3453652842178164e-23,3.82858471416039e-23,3.977267615681182e-23,1.4124875644475226e-23,4.832194299425735e-23,1.3567314763772258e-23,3.363950646907916e-23
271.2,3.28960919614752e-23,3.8843408022306867e-23,3.977267615681182e-23,1.4496582898277207e-23,4.7578528486653396e-23,1.3939022017574236e-23,3.28960919614752e-23
271.3,3.3267799215277174e-23,3.865755439540588e-23,4.033023703751479e-23,1.4682436525178197e-23,4.850779662115835e-23,1.3939022017574236e-23,3.3267799215277174e-23
271.4,3.3267799215277174e-23,3.847170076850489e-23,3.977267615681182e-23,1.4496582898277207e-23,4.850779662115835e-23,1.3939022017574236e-23,3.3453652842178164e-23
271.5,3.308194558837619e-23,3.809999351470292e-23,3.995852978371281e-23,1.5054143778980175e-23,4.850779662115835e-23,1.4496582898277207e-23,3.3267799215277174e-23
271.6,3.28960919614752e-23,3.754243263399994e-23,3.9029261649207863e-23,1.4868290152079187e-23,4.832194299425735e-23,1.3381461136871267e-23,3.271023833457421e-23
271.7,3.215267745387124e-23,3.6799018126395985e-23,3.865755439540588e-23,1.5054143778980175e-23,4.7578528486653396e-23,1.3753168390673248e-23,3.178097020006926e-23
271.8,3.178097020006926e-23,3.6427310872594004e-23,3.8843408022306867e-23,1.4868290152079187e-23,4.7950235740455377e-23,1.3567314763772258e-23,3.159511657316827e-23
271.9,3.178097020006926e-23,3.6427310872594004e-23,3.9029261649207863e-23,1.4310729271376216e-23,4.7950235740455377e-23,1.3009753883069288e-23,3.2524384707673224e-23
272.0,3.271023833457421e-23,3.6427310872594004e-23,4.051609066441578e-23,1.3753168390673248e-23,4.813608936735636e-23,1.3195607509970279e-23,3.363950646907916e-23
272.1,3.363950646907916e-23,3.6984871753296975e-23,4.107365154511875e-23,1.3753168390673248e-23,4.887950387496032e-23,1.3009753883069288e-23,3.512633548428708e-23
272.2,3.382536009598015e-23,3.754243263399994e-23,4.088779791821776e-23,1.3939022017574236e-23,4.832194299425735e-23,1.3753168390673248e-23,3.4754628230485097e-23
272.3,3.4197067349782126e-23,3.809999351470292e-23,4.033023703751479e-23,1.4868290152079187e-23,4.813608936735636e-23,1.4124875644475226e-23,3.363950646907916e-23
272.4,3.382536009598015e-23,3.7914139887801927e-23,3.958682252991083e-23,1.5054143778980175e-23,4.850779662115835e-23,1.3939022017574236e-23,3.233853108077223e-23
272.5,3.28960919614752e-23,3.772828626090093e-23,3.865755439540588e-23,1.4868290152079187e-23,4.7578528486653396e-23,1.3753168390673248e-23,3.10375556924653e-23
272.6,3.271023833457421e-23,3.6613164499494995e-23,3.82858471416039e-23,1.4310729271376216e-23,4.7020967605950425e-23,1.2823900256168298e-23,3.10375556924653e-23
272.7,3.233853108077223e-23,3.6984871753296975e-23,3.809999351470292e-23,1.4496582898277207e-23,4.6649260352148444e-23,1.3009753883069288e-23,3.1409262946267276e-23
272.8,3.233853108077223e-23,3.6984871753296975e-23,3.7914139887801927e-23,1.4496582898277207e-23,4.6091699471445473e-23,1.3381461136871267e-23,3.178097020006926e-23
272.9,3.28960919614752e-23,3.6984871753296975e-23,3.8843408022306867e-23,1.4310729271376216e-23,4.646340672524746e-23,1.2823900256168298e-23,3.2524384707673224e-23
273.0,3.215267745387124e-23,3.7170725380197966e-23,3.8843408022306867e-23,1.4682436525178197e-23,4.7206821232851415e-23,1.2823900256168298e-23,3.196682382697025e-23
273.1,3.28960919614752e-23,3.605560361879203e-23,3.958682252991083e-23,1.3753168390673248e-23,4.7578528486653396e-23,1.2823900256168298e-23,3.196682382697025e-23
273.2,3.28960919614752e-23,3.6613164499494995e-23,3.995852978371281e-23,1.3753168390673248e-23,4.813608936735636e-23,1.2638046629267308e-23,3.28960919614752e-23
273.3,3.233853108077223e-23,3.7170725380197966e-23,3.9029261649207863e-23,1.3753168390673248e-23,4.7578528486653396e-23,1.3381461136871267e-23,3.215267745387124e-23
273.4,3.3267799215277174e-23,3.772828626090093e-23,3.9215115276108854e-23,1.3567314763772258e-23,4.7206821232851415e-23,1.3753168390673248e-23,3.196682382697025e-23
273.5,3.271023833457421e-23,3.82858471416039e-23,3.9400968903009844e-23,1.4124875644475226e-23,4.7206821232851415e-23,1.4124875644475226e-23,3.215267745387124e-23
273.6,3.271023833457421e-23,3.865755439540588e-23,3.977267615681182e-23,1.5239997405881168e-23,4.7764382113554387e-23,1.5054143778980175e-23,3.215267745387124e-23
273.7,3.28960919614752e-23,3.865755439540588e-23,4.0144383410613805e-23,1.5797558286584136e-23,4.7950235740455377e-23,1.4496582898277207e-23,3.215267745387124e-23
273.8,3.215267745387124e-23,3.82858471416039e-23,3.977267615681182e-23,1.6355119167287104e-23,4.73926748597524e-23,1.4124875644475226e-23,3.2524384707673224e-23
273.9,3.159511657316827e-23,3.82858471416039e-23,3.8843408022306867e-23,1.6540972794188095e-23,4.7020967605950425e-23,1.3567314763772258e-23,3.159511657316827e-23
274.0,3.178097020006926e-23,3.7356579007098956e-23,3.847170076850489e-23,1.5054143778980175e-23,4.6649260352148444e-23,1.2823900256168298e-23,3.178097020006926e-23
274.1,3.2524384707673224e-23,3.7356579007098956e-23,3.847170076850489e-23,1.4310729271376216e-23,4.6277553098346464e-23,1.3009753883069288e-23,3.196682382697025e-23
274.2,3.28960919614752e-23,3.6799018126395985e-23,3.9029261649207863e-23,1.3753168390673248e-23,4.7020967605950425e-23,1.2823900256168298e-23,3.233853108077223e-23
274.3,3.308194558837619e-23,3.6984871753296975e-23,3.9029261649207863e-23,1.3195607509970279e-23,4.646340672524746e-23,1.2638046629267308e-23,3.2524384707673224e-23
274.4,3.271023833457421e-23,3.6799018126395985e-23,3.977267615681182e-23,1.3753168390673248e-23,4.6277553098346464e-23,1.2452193002366319e-23,3.233853108077223e-23
274.5,3.196682382697025e-23,3.605560361879203e-23,3.977267615681182e-23,1.4496582898277207e-23,4.6835113979049435e-23,1.2266339375465328e-23,3.271023833457421e-23
274.6,3.178097020006926e-23,3.586974999189104e-23,3.958682252991083e-23,1.4496582898277207e-23,4.7020967605950425e-23,1.2638046629267308e-23,3.28960919614752e-23
274.7,3.196682382697025e-23,3.6241457245693014e-23,4.0144383410613805e-23,1.5611704659683143e-23,4.7764382113554387e-23,1.3381461136871267e-23,3.271023833457421e-23
274.8,3.178097020006926e-23,3.586974999189104e-23,3.9215115276108854e-23,1.5239997405881168e-23,4.7764382113554387e-23,1.3567314763772258e-23,3.233853108077223e-23
274.9,3.2524384707673224e-23,3.6613164499494995e-23,3.865755439540588e-23,1.5611704659683143e-23,4.7206821232851415e-23,1.4496582898277207e-23,3.159511657316827e-23
275.0,3.215267745387124e-23,3.6241457245693014e-23,3.847170076850489e-23,1.5054143778980175e-23,4.646340672524746e-23,1.3939022017574236e-23,3.066584843866332e-23
275.1,3.233853108077223e-23,3.586974999189104e-23,3.809999351470292e-23,1.4310729271376216e-23,4.6277553098346464e-23,1.3567314763772258e-23,3.10375556924653e-23
275.2,3.271023833457421e-23,3.605560361879203e-23,3.9029261649207863e-23,1.4682436525178197e-23,4.73926748597524e-23,1.4124875644475226e-23,3.159511657316827e-23
275.3,3.215267745387124e-23,3.4568774603584106e-23,3.9400968903009844e-23,1.3753168390673248e-23,4.7950235740455377e-23,1.3381461136871267e-23,3.178097020006926e-23
275.4,3.271023833457421e-23,3.531218911118807e-23,3.9400968903009844e-23,1.3753168390673248e-23,4.813608936735636e-23,1.3009753883069288e-23,3.271023833457421e-23
275.5,3.271023833457421e-23,3.549804273808905e-23,3.958682252991083e-23,1.3939022017574236e-23,4.832194299425735e-23,1.3567314763772258e-23,3.28960919614752e-23
275.6,3.196682382697025e-23,3.531218911118807e-23,3.8843408022306867e-23,1.3195607509970279e-23,4.7578528486653396e-23,1.2638046629267308e-23,3.3267799215277174e-23
275.7,3.1223409319366286e-23,3.605560361879203e-23,3.7914139887801927e-23,1.3939022017574236e-23,4.6277553098346464e-23,1.3009753883069288e-23,3.271023833457421e-23
275.8,3.1223409319366286e-23,3.605560361879203e-23,3.754243263399994e-23,1.4124875644475226e-23,4.6277553098346464e-23,1.4124875644475226e-23,3.233853108077223e-23
275.9,3.1223409319366286e-23,3.568389636499004e-23,3.7170725380197966e-23,1.4310729271376216e-23,4.646340672524746e-23,1.3753168390673248e-23,3.233853108077223e-23
276.0,3.215267745387124e-23,3.586974999189104e-23,3.809999351470292e-23,1.4496582898277207e-23,4.646340672524746e-23,1.4310729271376216e-23,3.233853108077223e-23
276.1,3.233853108077223e-23,3.549804273808905e-23,3.82858471416039e-23,1.3567314763772258e-23,4.7764382113554387e-23,1.3939022017574236e-23,3.28960919614752e-23
276.2,3.215267745387124e-23,3.512633548428708e-23,3.865755439540588e-23,1.4124875644475226e-23,4.7206821232851415e-23,1.3195607509970279e-23,3.2524384707673224e-23
